key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
116,"深层迷宫","InstanceContent#60010","",0,1,-1,-1,-1,-1,50,0,0,0,0
117,"危命任务","n4f1","n4f2",0,5,-1,-1,-1,-1,10,0,0,0,0
118,"危命任务","n4f3","n4f4",0,5,-1,-1,-1,-1,10,0,0,0,0
119,"危命任务","n4f5","n4f6",0,5,-1,-1,-1,-1,10,0,0,0,0
120,"危命任务","k5f1","m5f1",0,5,-1,-1,-1,-1,10,0,0,0,0
121,"危命任务","m5f2","u5f1",0,5,-1,-1,-1,-1,10,0,0,0,0
122,"危命任务","n5f1","u5f2",0,5,-1,-1,-1,-1,10,0,0,0,0
123,"怪物狩猎","恶名精英通缉令","",0,1,-1,-1,-1,-1,10,0,0,0,0
124,"怪物狩猎","兵团恶名精英通缉令","",0,1,-1,-1,-1,-1,10,0,0,0,0
125,"怪物狩猎","雄兵恶名精英通缉令","",0,1,-1,-1,-1,-1,10,0,0,0,0
126,"寻宝","陈旧的巨蟾蜍革地图","",0,1,-1,-1,-1,-1,10,0,0,0,0
127,"寻宝","陈旧的野猪革地图","",0,1,-1,-1,-1,-1,10,0,0,0,0
128,"钓鱼","鳞脚螺","",0,1,-1,-1,-1,-1,10,0,0,0,0
129,"钓鱼","露齿鲤","",0,1,-1,-1,-1,-1,10,0,0,0,0
130,"钓鱼","浓盐鲀","",0,1,-1,-1,-1,-1,10,0,0,0,0
131,"钓鱼","蓝寡妇","",0,1,-1,-1,-1,-1,10,0,0,0,0
132,"九宫幻卡","弗弗鲁帕","",0,1,-1,-1,-1,-1,10,0,0,0,0
133,"九宫幻卡","懒散的帝国兵","",0,1,-1,-1,-1,-1,10,0,0,0,0
134,"九宫幻卡","巴斯卡隆","",0,1,-1,-1,-1,-1,10,0,0,0,0
135,"九宫幻卡","格格鲁玖","",0,1,-1,-1,-1,-1,10,0,0,0,0
136,"迷宫挑战","InstanceContent#29","",0,-1,-1,-1,-1,-1,4,0,0,0,0
137,"迷宫挑战","InstanceContent#33","",0,-1,-1,-1,-1,-1,4,0,0,0,0
138,"大型任务","InstanceContent#30021","",0,-1,-1,-1,-1,-1,2,0,0,0,0
139,"大型任务","InstanceContent#30022","",0,-1,-1,-1,-1,-1,2,0,0,0,0
140,"大型任务","InstanceContent#30023","",0,-1,-1,-1,-1,-1,2,0,0,0,0
141,"大型任务","InstanceContent#30024","",0,-1,-1,-1,-1,-1,2,0,0,0,0
142,"大型任务","InstanceContent#30030","",0,-1,-1,-1,-1,-1,2,0,0,0,0
143,"大型任务","InstanceContent#30031","",0,-1,-1,-1,-1,-1,2,0,0,0,0
144,"大型任务","InstanceContent#30032","",0,-1,-1,-1,-1,-1,2,0,0,0,0
145,"大型任务","InstanceContent#30033","",0,-1,-1,-1,-1,-1,2,0,0,0,0
146,"大型任务","InstanceContent#30039","",0,-1,-1,-1,-1,-1,2,0,0,0,0
147,"大型任务","InstanceContent#30040","",0,-1,-1,-1,-1,-1,2,0,0,0,0
148,"大型任务","InstanceContent#30041","",0,-1,-1,-1,-1,-1,2,0,0,0,0
149,"大型任务","InstanceContent#30042","",0,-1,-1,-1,-1,-1,2,0,0,0,0
150,"讨伐歼灭战","InstanceContent#20059","",0,-1,-1,-1,-1,-1,2,0,0,0,0
151,"讨伐歼灭战","InstanceContent#20068","",0,-1,-1,-1,-1,-1,2,0,0,0,0
152,"讨伐歼灭战","InstanceContent#20073","",0,-1,-1,-1,-1,-1,2,0,0,0,0
153,"讨伐歼灭战","InstanceContent#20075","",0,-1,-1,-1,-1,-1,2,0,0,0,0
154,"迷宫挑战","InstanceContent#29","",0,1,-1,-1,-1,-1,20,0,0,0,0
155,"迷宫挑战","InstanceContent#33","",0,1,-1,-1,-1,-1,20,0,0,0,0
156,"大型任务","InstanceContent#30021","",0,1,-1,-1,-1,-1,20,0,0,0,0
157,"大型任务","InstanceContent#30022","",0,1,-1,-1,-1,-1,20,0,0,0,0
158,"大型任务","InstanceContent#30023","",0,1,-1,-1,-1,-1,20,0,0,0,0
159,"大型任务","InstanceContent#30024","",0,1,-1,-1,-1,-1,20,0,0,0,0
160,"大型任务","InstanceContent#30030","",0,1,-1,-1,-1,-1,20,0,0,0,0
161,"大型任务","InstanceContent#30031","",0,1,-1,-1,-1,-1,20,0,0,0,0
162,"大型任务","InstanceContent#30032","",0,1,-1,-1,-1,-1,20,0,0,0,0
163,"大型任务","InstanceContent#30033","",0,1,-1,-1,-1,-1,20,0,0,0,0
164,"大型任务","InstanceContent#30039","",0,1,-1,-1,-1,-1,20,0,0,0,0
165,"大型任务","InstanceContent#30040","",0,1,-1,-1,-1,-1,20,0,0,0,0
166,"大型任务","InstanceContent#30041","",0,1,-1,-1,-1,-1,20,0,0,0,0
167,"大型任务","InstanceContent#30042","",0,1,-1,-1,-1,-1,20,0,0,0,0
168,"讨伐歼灭战","InstanceContent#20068","",0,1,-1,-1,-1,-1,20,0,0,0,0
169,"讨伐歼灭战","InstanceContent#20073","",0,1,-1,-1,-1,-1,20,0,0,0,0
170,"讨伐歼灭战","InstanceContent#20075","",0,1,-1,-1,-1,-1,20,0,0,0,0
171,"九宫幻卡","弥弥德亚","",0,1,-1,-1,-1,-1,10,0,0,0,0
172,"九宫幻卡","皮拉尔诺","",0,1,-1,-1,-1,-1,10,0,0,0,0
173,"钓鱼","扎尔艾拉","",0,1,-1,-1,-1,-1,10,0,0,0,0
174,"寻宝","","",0,1,-1,-1,-1,-1,10,0,0,0,0
175,"寻宝","","",0,5,-1,-1,-1,-1,50,0,0,0,0
176,"讨伐歼灭战","InstanceContent#20059","",0,1,-1,-1,-1,-1,20,0,0,0,0
177,"禁地优雷卡","","",0,1,-1,-1,-1,-1,10,0,0,0,0
178,"天佑女王","","",0,1,-1,-1,-1,-1,10,0,0,0,0
179,"假面狂欢","","",0,1,-1,-1,-1,-1,10,0,0,0,0
180,"开拓无人岛","","",0,50,-1,-1,-1,-1,10,0,0,0,0
181,"深层迷宫","InstanceContent#60025","",0,1,-1,-1,-1,-1,50,0,0,0,0
182,"九宫幻卡","幻卡王埃尔默","",0,1,-1,-1,-1,-1,10,0,0,0,0
183,"钓鱼","铜镜","",0,1,-1,-1,-1,-1,10,0,0,0,0
184,"迷宫挑战","InstanceContent#5","",0,-1,-1,-1,-1,-1,3,0,0,0,0
185,"迷宫挑战","InstanceContent#35","",0,-1,-1,-1,-1,-1,4,0,0,0,0
186,"迷宫挑战","InstanceContent#41","",0,-1,-1,-1,-1,-1,4,0,0,0,0
187,"讨伐歼灭战","InstanceContent#20035","",0,-1,-1,-1,-1,-1,2,0,0,0,0
188,"讨伐歼灭战","InstanceContent#20039","",0,-1,-1,-1,-1,-1,2,0,0,0,0
189,"讨伐歼灭战","InstanceContent#20045","",0,-1,-1,-1,-1,-1,2,0,0,0,0
190,"讨伐歼灭战","InstanceContent#20055","",0,-1,-1,-1,-1,-1,2,0,0,0,0
191,"讨伐歼灭战","InstanceContent#20066","",0,-1,-1,-1,-1,-1,2,0,0,0,0
192,"讨伐歼灭战","InstanceContent#20071","",0,-1,-1,-1,-1,-1,2,0,0,0,0
193,"讨伐歼灭战","InstanceContent#20079","",0,-1,-1,-1,-1,-1,2,0,0,0,0
194,"讨伐歼灭战","InstanceContent#20084","",0,-1,-1,-1,-1,-1,2,0,0,0,0
195,"讨伐歼灭战","InstanceContent#20086","",0,-1,-1,-1,-1,-1,2,0,0,0,0
196,"讨伐歼灭战","InstanceContent#20089","",0,-1,-1,-1,-1,-1,2,0,0,0,0
197,"讨伐歼灭战","InstanceContent#20091","",0,-1,-1,-1,-1,-1,2,0,0,0,0
198,"迷宫挑战","InstanceContent#5","",0,1,-1,-1,-1,-1,20,0,0,0,0
199,"迷宫挑战","InstanceContent#35","",0,1,-1,-1,-1,-1,20,0,0,0,0
200,"迷宫挑战","InstanceContent#41","",0,1,-1,-1,-1,-1,20,0,0,0,0
201,"讨伐歼灭战","InstanceContent#20035","",0,1,-1,-1,-1,-1,20,0,0,0,0
202,"讨伐歼灭战","InstanceContent#20039","",0,1,-1,-1,-1,-1,20,0,0,0,0
203,"讨伐歼灭战","InstanceContent#20045","",0,1,-1,-1,-1,-1,20,0,0,0,0
204,"讨伐歼灭战","InstanceContent#20055","",0,1,-1,-1,-1,-1,20,0,0,0,0
205,"讨伐歼灭战","InstanceContent#20066","",0,1,-1,-1,-1,-1,20,0,0,0,0
206,"讨伐歼灭战","InstanceContent#20071","",0,1,-1,-1,-1,-1,20,0,0,0,0
207,"讨伐歼灭战","InstanceContent#20079","",0,1,-1,-1,-1,-1,20,0,0,0,0
208,"讨伐歼灭战","InstanceContent#20084","",0,1,-1,-1,-1,-1,20,0,0,0,0
209,"讨伐歼灭战","InstanceContent#20086","",0,1,-1,-1,-1,-1,20,0,0,0,0
210,"讨伐歼灭战","InstanceContent#20089","",0,1,-1,-1,-1,-1,20,0,0,0,0
211,"讨伐歼灭战","InstanceContent#20091","",0,1,-1,-1,-1,-1,20,0,0,0,0
