key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
80,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
81,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
82,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
83,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
84,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
85,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
86,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
87,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
88,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
89,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
90,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
91,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
92,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
93,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
94,1134,1,0,"ui/icon/062000/062320.tex",0,"如何加入捕鱼人行会","","","","","","","","","","","","","","","","","","","","","","","",""
95,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
96,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
97,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
98,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
99,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
100,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
101,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
102,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
103,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
104,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
105,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
106,2943,1,0,"ui/icon/061000/061419.tex",0,"诗在东方","","","","","","","","","","","","","","","","","","","","","","","",""
107,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
108,3662,1,0,"ui/icon/061000/061419.tex",0,"在第一世界谱写诗歌之人","","","","","","","","","","","","","","","","","","","","","","","",""
109,3739,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
110,3740,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
111,3741,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
112,3742,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
113,3743,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
114,3744,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
115,3745,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
116,3746,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
117,3747,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
118,3748,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
119,3749,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
120,3759,1,0,"ui/icon/061000/061419.tex",0,"追忆昔日情景","","","","","","","","","","","","","","","","","","","","","","","",""
121,3760,1,0,"ui/icon/061000/061411.tex",0,"无名众人广场","","","","","","","","","","","","","","","","","","","","","","","",""
122,3841,1,0,"ui/icon/061000/061411.tex",0,"新巢居住区","","","","","","","","","","","","","","","","","","","","","","","",""
123,3930,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
124,3931,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
125,3932,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
126,3933,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
127,3934,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
128,3935,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
129,3936,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
130,3937,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
131,3938,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
132,3939,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
133,3940,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
134,3972,1,0,"ui/icon/061000/061411.tex",0,"落羽商业区","","","","","","","","","","","","","","","","","","","","","","","",""
135,4030,1,0,"ui/icon/061000/061419.tex",0,"新幻卡对局锦标赛开赛！","","","","","","","","","","","","","","","","","","","","","","","",""
136,4042,1,0,"ui/icon/061000/061411.tex",0,"升歌文化区","","","","","","","","","","","","","","","","","","","","","","","",""
137,4044,1,0,"ui/icon/061000/061419.tex",0,"来自科诺古的信息","","","","","","","","","","","","","","","","","","","","","","","",""
138,4045,1,0,"ui/icon/061000/061419.tex",0,"新的帮手","","","","","","","","","","","","","","","","","","","","","","","",""
139,4046,1,0,"ui/icon/061000/061419.tex",0,"格拉古的异变","","","","","","","","","","","","","","","","","","","","","","","",""
140,4047,1,0,"ui/icon/061000/061419.tex",0,"又一位帮手","","","","","","","","","","","","","","","","","","","","","","","",""
141,4048,1,0,"ui/icon/061000/061419.tex",0,"不正常的格拉古","","","","","","","","","","","","","","","","","","","","","","","",""
142,4049,1,0,"ui/icon/061000/061419.tex",0,"尘埃落定","ex3/luckta/luckta04030/luckta04030","","","","","","","","","","","","","","","","","","","","","","",""
143,4171,1,0,"ui/icon/061000/061419.tex",0,"知识之都的咏诗之人","","","","","","","","","","","","","","","","","","","","","","","",""
144,5004,1,0,"ui/icon/061000/061419.tex",0,"在图拉尔中心吟诗之人","","","","","","","","","","","","","","","","","","","","","","","",""
145,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
146,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
147,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
148,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
149,437,15,0,"ui/icon/061000/061419.tex",0,"决斗！九宫幻卡","","","","","","","","","","","","","","","","","","","","","","","",""
150,488,15,0,"ui/icon/061000/061419.tex",0,"惊喜！仙人微彩","","","","","","","","","","","","","","","","","","","","","","","",""
151,489,15,0,"ui/icon/061000/061419.tex",0,"圆梦！仙人仙彩","","","","","","","","","","","","","","","","","","","","","","","",""
152,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
153,3019,30,0,"ui/icon/061000/061419.tex",0,"演奏心中的旋律","","","","","","","","","","","","","","","","","","","","","","","",""
154,2389,47,0,"ui/icon/061000/061419.tex",0,"荣光与分队同在（双蛇党）","","","","","","","","","","","","","","","","","","","","","","","",""
155,2390,47,0,"ui/icon/061000/061419.tex",0,"荣光与分队同在（黑涡团）","","","","","","","","","","","","","","","","","","","","","","","",""
156,2391,47,0,"ui/icon/061000/061419.tex",0,"荣光与分队同在（恒辉队）","","","","","","","","","","","","","","","","","","","","","","","",""
157,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
158,2106,50,0,"ui/icon/061000/061419.tex",0,"挑战神殿骑士团理符任务","","","","","","","","","","","","","","","","","","","","","","","",""
159,2109,50,0,"ui/icon/062000/062411.tex",0,"如何成为机工士","","","","","","","","","","","","","","","","","","","","","","","",""
160,2110,50,0,"ui/icon/062000/062412.tex",0,"暗黑骑士的传言","","","","","","","","","","","","","","","","","","","","","","","",""
161,2123,50,0,"ui/icon/062000/062413.tex",0,"如何成为占星术士","","","","","","","","","","","","","","","","","","","","","","","",""
162,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
163,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
164,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
165,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
166,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
167,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
168,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
169,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
170,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
171,2107,52,0,"ui/icon/061000/061419.tex",0,"苍穹下的风景","","","","","","","","","","","","","","","","","","","","","","","",""
172,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
173,2099,60,0,"ui/icon/061000/061419.tex",0,"饱含祝福的护符","","","","","","","","","","","","","","","","","","","","","","","",""
174,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
175,2216,60,0,"ui/icon/061000/061419.tex",0,"出发，云海探索！","","","","","","","","","","","","","","","","","","","","","","","",""
176,2334,60,0,,0,"重新调整人造元灵","","","","","","","","","","","","","","","","","","","","","","","",""
177,2920,60,0,"ui/icon/061000/061419.tex",0,"红莲中的风景","","","","","","","","","","","","","","","","","","","","","","","",""
178,2921,60,0,"ui/icon/061000/061419.tex",0,"黄金港理符开放","","","","","","","","","","","","","","","","","","","","","","","",""
179,2941,60,0,"ui/icon/061000/061419.tex",0,"生意兴隆","","","","","","","","","","","","","","","","","","","","","","","",""
180,2612,70,0,"ui/icon/061000/061419.tex",0,"冰炎之地，其名为涌火地带","","","","","","","","","","","","","","","","","","","","","","","",""
181,2613,70,0,"ui/icon/061000/061419.tex",0,"决战之地，其名为丰水地带","","","","","","","","","","","","","","","","","","","","","","","",""
182,2942,70,0,"ui/icon/061000/061419.tex",0,"冰雪之地，其名为恒冰地带","","","","","","","","","","","","","","","","","","","","","","","",""
183,3088,70,0,,0,"回顾英雄诗篇","","","","","","","","","","","","","","","","","","","","","","","",""
184,3602,70,0,"ui/icon/061000/061419.tex",0,"水晶都理符开放","","","","","","","","","","","","","","","","","","","","","","","",""
185,3603,70,0,"ui/icon/061000/061419.tex",0,"诚信为本——莫雯卓越商会","","","","","","","","","","","","","","","","","","","","","","","",""
186,3604,70,0,"ui/icon/061000/061419.tex",0,"黑暗中的风景","","","","","","","","","","","","","","","","","","","","","","","",""
187,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
188,3605,80,0,"ui/icon/061000/061419.tex",0,"想当天气预报员？","","","","","","","","","","","","","","","","","","","","","","","",""
189,3842,80,0,"ui/icon/061000/061419.tex",0,"我的最佳杰作","","","","","","","","","","","","","","","","","","","","","","","",""
190,4041,80,0,,0,"重新调整义军武器","","","","","","","","","","","","","","","","","","","","","","","",""
191,4170,80,0,"ui/icon/061000/061419.tex",0,"旧萨雷安理符开放","","","","","","","","","","","","","","","","","","","","","","","",""
192,4174,80,0,"ui/icon/061000/061419.tex",0,"晓月下的风景","","","","","","","","","","","","","","","","","","","","","","","",""
193,4175,80,0,"ui/icon/061000/061419.tex",0,"罗薇娜商会扩大规模","","","","","","","","","","","","","","","","","","","","","","","",""
194,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
195,4784,90,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
196,5003,90,0,"ui/icon/061000/061419.tex",0,"图莱尤拉理符开放","","","","","","","","","","","","","","","","","","","","","","","",""
197,5006,90,0,"ui/icon/061000/061419.tex",0,"黄金色的风景","","","","","","","","","","","","","","","","","","","","","","","",""
198,5007,90,0,"ui/icon/061000/061419.tex",0,"黄金色的风景与新的记录","","","","","","","","","","","","","","","","","","","","","","","",""
199,5008,90,0,"ui/icon/061000/061419.tex",0,"新的交易——罗蒂娜商会","","","","","","","","","","","","","","","","","","","","","","","",""
200,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
201,0,65535,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
202,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
203,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
204,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
205,1199,50,0,"ui/icon/061000/061419.tex",0,"古代亚拉戈文明的遗产","ffxiv/gaiusd/gaiusd20110/gaiusd20110","","","","","","","","","","","","","","","","","","","","","","",""
206,4651,90,0,"ui/icon/061000/061419.tex",0,"非常规任务","","","","","","","","","","","","","","","","","","","","","","","",""
207,1176,50,0,"ui/icon/061000/061412.tex",0,"追星","","","","","","","","","","","","","","","","","","","","","","","",""
208,1177,50,0,"ui/icon/061000/061412.tex",0,"乌尔达哈的明星","","","","","","","","","","","","","","","","","","","","","","","",""
209,1178,50,0,"ui/icon/061000/061412.tex",0,"母与子","","","","","","","","","","","","","","","","","","","","","","","",""
210,1179,50,0,"ui/icon/061000/061412.tex",0,"芙·拉敏的歌声","","","","","","","","","","","","","","","","","","","","","","","",""
211,1180,50,0,"ui/icon/061000/061412.tex",0,"前往丧灵钟","","","","","","","","","","","","","","","","","","","","","","","",""
212,1182,50,0,"ui/icon/061000/061412.tex",0,"埋没圣堂的寻石之旅","","","","","","","","","","","","","","","","","","","","","","","",""
213,1183,50,0,"ui/icon/061000/061412.tex",0,"牵制帝国","","","","","","","","","","","","","","","","","","","","","","","",""
214,1181,50,0,"ui/icon/061000/061412.tex",0,"受袭的运输队","","","","","","","","","","","","","","","","","","","","","","","",""
215,4644,1,0,"ui/icon/061000/061419.tex",0,"冒险者们的无人岛","","","","","","","","","","","","","","","","","","","","","","","",""
216,1184,50,0,"ui/icon/061000/061412.tex",0,"斯拉佛伯恩的烦恼","","","","","","","","","","","","","","","","","","","","","","","",""
217,1561,50,0,"ui/icon/061000/061412.tex",0,"斯拉佛伯恩的烦恼","","","","","","","","","","","","","","","","","","","","","","","",""
218,1185,50,0,"ui/icon/061000/061412.tex",0,"冒险者行会的委托","","","","","","","","","","","","","","","","","","","","","","","",""
219,1562,50,0,"ui/icon/061000/061412.tex",0,"冒险者行会的委托","","","","","","","","","","","","","","","","","","","","","","","",""
220,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
221,1186,50,0,"ui/icon/061000/061412.tex",0,"收拾沙之家的行李","","","","","","","","","","","","","","","","","","","","","","","",""
222,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
223,1187,50,0,"ui/icon/061000/061412.tex",0,"塔塔露的请求","","","","","","","","","","","","","","","","","","","","","","","",""
224,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
225,1188,50,0,"ui/icon/061000/061412.tex",0,"黑衣森林的觉醒者","","","","","","","","","","","","","","","","","","","","","","","",""
226,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
227,1193,50,0,"ui/icon/061000/061412.tex",0,"前往石之家","","","","","","","","","","","","","","","","","","","","","","","",""
228,1345,50,0,"ui/icon/061000/061412.tex",0,"拂晓的使命","","","","","","","","","","","","","","","","","","","","","","","",""
229,196,4,2,"ui/icon/061000/061412.tex",0,"追随前人的背影","","","","","","","","","","","","","","","","","","","","","","","",""
230,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
231,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
232,1348,50,0,"ui/icon/061000/061412.tex",0,"安身之处","","","","","","","","","","","","","","","","","","","","","","","",""
233,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
234,128,4,3,"ui/icon/061000/061412.tex",0,"沙蚤的卵袋","","","","","","","","","","","","","","","","","","","","","","","",""
235,1349,50,0,"ui/icon/061000/061412.tex",0,"多玛之民","","","","","","","","","","","","","","","","","","","","","","","",""
236,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
237,1350,50,0,"ui/icon/061000/061412.tex",0,"多玛的孩子们","","","","","","","","","","","","","","","","","","","","","","","",""
238,324,4,3,"ui/icon/061000/061412.tex",0,"杂乱的订单","","","","","","","","","","","","","","","","","","","","","","","",""
239,1351,50,0,"ui/icon/061000/061412.tex",0,"陆行鸟的臭味","","","","","","","","","","","","","","","","","","","","","","","",""
240,464,5,1,"ui/icon/061000/061412.tex",0,"开拓的阻碍","","","","","","","","","","","","","","","","","","","","","","","",""
241,1353,50,0,"ui/icon/061000/061412.tex",0,"新的开拓者","","","","","","","","","","","","","","","","","","","","","","","",""
242,305,4,4,"ui/icon/061000/061412.tex",0,"黑尘驿站的除蚁工作","","","","","","","","","","","","","","","","","","","","","","","",""
243,1354,50,0,"ui/icon/061000/061412.tex",0,"热心的芙·拉敏和阿莉丝","","","","","","","","","","","","","","","","","","","","","","","",""
244,306,4,4,"ui/icon/061000/061412.tex",0,"备战","","","","","","","","","","","","","","","","","","","","","","","",""
245,1355,50,0,"ui/icon/061000/061412.tex",0,"鱼人族的图谋","","","","","","","","","","","","","","","","","","","","","","","",""
246,198,4,5,"ui/icon/061000/061412.tex",0,"生命的均衡","","","","","","","","","","","","","","","","","","","","","","","",""
247,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
248,125,4,5,"ui/icon/061000/061412.tex",0,"森林面对的威胁","","","","","","","","","","","","","","","","","","","","","","","",""
249,1357,50,0,"ui/icon/061000/061412.tex",0,"产卵地事变","","","","","","","","","","","","","","","","","","","","","","","",""
250,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
251,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
252,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
253,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
254,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
255,327,4,5,"ui/icon/061000/061412.tex",0,"清除碍事的矿石","","","","","","","","","","","","","","","","","","","","","","","",""
256,374,10,0,"ui/icon/061000/061412.tex",0,"协助弯枝牧场","","","","","","","","","","","","","","","","","","","","","","","",""
257,1444,50,0,"ui/icon/061000/061412.tex",0,"手握武器的人们","","","","","","","","","","","","","","","","","","","","","","","",""
258,1445,50,0,"ui/icon/061000/061412.tex",0,"黑手的下场","","","","","","","","","","","","","","","","","","","","","","","",""
259,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
260,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
261,398,10,0,"ui/icon/061000/061412.tex",0,"一日信使","","","","","","","","","","","","","","","","","","","","","","","",""
262,1449,50,0,"ui/icon/061000/061412.tex",0,"妖精领进攻战","","","","","","","","","","","","","","","","","","","","","","","",""
263,1450,50,0,"ui/icon/061000/061412.tex",0,"贤人的去向","","","","","","","","","","","","","","","","","","","","","","","",""
264,1451,50,0,"ui/icon/061000/061412.tex",0,"揭穿秘密","","","","","","","","","","","","","","","","","","","","","","","",""
265,1452,50,0,"ui/icon/061000/061412.tex",0,"制裁之雷","","","","","","","","","","","","","","","","","","","","","","","",""
266,1454,50,0,"ui/icon/061000/061412.tex",0,"憧憬的英雄","","","","","","","","","","","","","","","","","","","","","","","",""
267,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
