key,0,1,2,3,4,5,6,7
3539002,"",,"","生意兴隆",,"DefaultTalk#594877",1,0
3539003,"",,"","诚信为本——莫雯卓越商会",,"DefaultTalk#595258",1,0
3539004,"",,"","一流工匠的新工作",,,1,0
3539005,"",,"","打开新世界的大门",,,1,0
3539006,"",,"","生意兴隆",,,1,0
3539007,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539008,"",,"","生意兴隆",,,1,0
3539009,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539010,"",,"","生意兴隆",,,1,0
3539011,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539012,"",,"","生意兴隆",,,1,0
3539013,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539014,"",,"","生意兴隆",,,1,0
3539015,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539016,"",,"","生意兴隆",,,1,0
3539017,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539018,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539019,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539020,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539021,"",,"","一流工匠的新工作",,,1,0
3539022,"",,"","打开新世界的大门",,,1,0
3539023,"",,"","生意兴隆",,,1,0
3539024,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539025,"",,"","生意兴隆",,,1,0
3539026,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539027,"",,"","生意兴隆",,,1,0
3539028,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539029,"",,"","生意兴隆",,,1,0
3539030,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539031,"",,"","生意兴隆",,,1,0
3539032,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539033,"",,"","生意兴隆",,,1,0
3539034,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539035,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539036,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539037,"",,"","诚信为本——莫雯卓越商会",,,1,0
3539038,"",,,,,,1,0
3539039,"","ui/icon/061000/061392.tex","南方博兹雅战线",,"DefaultTalk#596989",,4,0
3539040,"",,"●収集品回収",,"DefaultTalk#596990","DefaultTalk#596988",4,0
3539041,"","ui/icon/061000/061391.tex","InclusionShop#3801090",,,,1,0
3539042,"","ui/icon/061000/061391.tex","InclusionShop#3801091",,,,1,0
3539043,"","ui/icon/061000/061391.tex","InclusionShop#3801092",,,,1,0
3539044,"","ui/icon/061000/061391.tex","InclusionShop#3801093",,,,1,0
3539045,"",,,,,,1,0
3539046,"",,"绿蛙币",,,,6,0
3539047,"",,"购买工具",,,,6,0
3539048,"",,"购买防具",,,,6,0
3539049,"",,"购买道具",,,,6,0
3539050,"",,"","打开新世界的大门",,"DefaultTalk#597069",1,0
3539051,"",,"购买道具","沉睡于工房的陈旧工具",,,1,0
3539052,"",,"复制天钢工具"," 经过打磨的匠人工具",,,1,0
3539053,"",,"购买道具","改良工具的最终阶段",,,3,0
3539054,"",,"复制天钢工具","改良工具的最终阶段",,,3,0
3539055,"",,"巧手白票（80级·装备3）","诚信为本——莫雯卓越商会",,,1,0
3539056,"",,"大地白票（80级·装备3）","诚信为本——莫雯卓越商会",,,1,0
3539057,"",,"交换最终改良用辅助材料",,,,3,0
3539058,"",,,"圣剑天佑女王",,,1,0
3539059,"",,,,,,1,0
3539060,"","ui/icon/061000/061392.tex","扎杜诺尔高原战线",,"DefaultTalk#597468",,4,0
3539061,"",,"","罗薇娜商会扩大规模",,"DefaultTalk#595258",1,0
3539062,"",,"InclusionShop#3801097","罗薇娜商会扩大规模",,,1,0
3539063,"",,"InclusionShop#3801096","诚信为本——莫雯卓越商会",,,1,0
3539064,"",,"InclusionShop#3801094","生意兴隆",,,1,0
3539065,"",,"InclusionShop#3801094","打开新世界的大门",,,1,0
3539066,"",,"InclusionShop#3801094","一流工匠的新工作",,,1,0
3539067,"",,"InclusionShop#3801099",,,,1,0
3539068,"",,"听取解说",,"DefaultTalk#599453","DefaultTalk#599269",3,0
3539069,"",,"购买道具（魔法景观）",,,,1,0
3539070,"",,"InclusionShop#3801101",,,,1,0
3539071,"","ui/icon/061000/061391.tex","InclusionShop#3801102",,,,1,0
3539072,"",,"InclusionShop#3801103","新的交易——罗蒂娜商会",,,1,0
3539073,"",,"InclusionShop#3801103","打开新世界的大门",,,1,0
3539074,"",,"InclusionShop#3801103",,,,1,0
3539075,"",,"",,,"DefaultTalk#600624",1,0
3539076,"",,"购买道具（柱子·摆件）",,,,1,0
