key,0,1,2,3,4,5,6,7,8,9
36,0,,"",0,0,0,0,0,0,""
37,0,,"",0,0,0,0,0,0,""
38,1,"ui/icon/230000/230012.tex","",0,255,12,10,0,0,"◆ 简洁3"
39,1,"ui/icon/231000/231025.tex","",0,255,0,10,0,120,"◆ <Gui(112)/>嘉年华特制边框1"
40,1,"ui/icon/231000/231026.tex","",0,255,0,10,0,120,"◆ <Gui(112)/>嘉年华特制边框2"
41,1,"ui/icon/231000/231027.tex","",0,255,0,10,0,120,"◆ <Gui(112)/>嘉年华特制边框3"
42,1,"ui/icon/231000/231028.tex","",0,255,0,10,0,120,"◆ <Gui(112)/>嘉年华特制边框4"
43,1,"ui/icon/231000/231029.tex","",0,255,0,10,0,120,"◆ <Gui(112)/>嘉年华特制边框5"
44,1,"ui/icon/231000/231030.tex","",0,255,0,10,0,120,"◆ <Gui(112)/>嘉年华特制边框6"
45,1,"ui/icon/231000/231031.tex","",0,255,0,10,0,120,"◆ <Gui(112)/>嘉年华特制边框7"
46,0,,"",0,0,0,0,0,0,""
47,0,,"",0,0,0,0,0,0,""
48,0,,"",0,0,0,0,0,0,""
49,0,,"",0,0,0,0,0,0,""
50,0,,"",0,0,0,0,0,0,""
51,0,,"",0,0,0,0,0,0,""
52,0,,"",0,0,0,0,0,0,""
53,1,"ui/icon/230000/230013.tex","",0,255,63,10,0,0,"◆ 五线谱"
54,1,"ui/icon/230000/230014.tex","",0,2058672639,59,10,0,0,"◆ 无人岛1"
55,1,"ui/icon/230000/230015.tex","",0,2058672639,60,10,0,0,"◆ 无人岛2"
56,0,,"",0,0,0,0,0,0,""
57,0,,"",0,0,0,0,0,0,""
58,0,,"",0,0,0,0,0,0,""
59,0,,"",0,0,0,0,0,0,""
60,0,,"",0,0,0,0,0,0,""
61,0,,"",0,0,0,0,0,0,""
62,0,,"",0,0,0,0,0,0,""
63,0,,"",0,0,0,0,0,0,""
64,0,,"",0,0,0,0,0,0,""
65,0,,"",0,0,0,0,0,0,""
66,1,"ui/icon/127000/chs/127961.tex","",0,255,255,10,0,0,"◆ 版本标志"
67,1,"ui/icon/230000/230016.tex","",0,255,15,10,0,0,"◆ 白色花边"
68,1,"ui/icon/230000/230017.tex","",0,255,16,10,0,0,"◆ 黑色花边"
69,1,"ui/icon/230000/230018.tex","",0,255,13,10,0,0,"◆ 金属1"
70,1,"ui/icon/230000/230019.tex","",0,255,14,10,0,0,"◆ 金属2"
71,1,"ui/icon/230000/230020.tex","",0,255,17,10,0,0,"◆ 角花1"
72,1,"ui/icon/230000/230021.tex","",0,255,18,10,0,0,"◆ 角花2"
73,1,"ui/icon/230000/230022.tex","",0,255,22,10,0,0,"◆ 霓虹1"
74,1,"ui/icon/230000/230023.tex","",0,255,23,10,0,0,"◆ 霓虹2"
75,1,"ui/icon/230000/230024.tex","",0,255,21,10,0,0,"◆ 生日"
76,1,"ui/icon/230000/230025.tex","",0,255,64,10,0,0,"◆ 以太"
77,1,"ui/icon/230000/230026.tex","",0,255,20,10,0,0,"◆ 显示屏"
78,1,"ui/icon/230000/230027.tex","",0,255,61,10,0,0,"◆ 探索触控板"
79,1,"ui/icon/230000/230028.tex","",0,255,62,10,0,0,"◆ 宇宙好运道"
