key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
3276828,"战斗精英武器交易",False,0,0,"武器交易（1～9级）","武器交易（10～19级）","武器交易（20～29级）","武器交易（30～39级）","武器交易（40～49级）",,,,,
3276829,"魔法导师武器交易",False,0,0,"武器交易（1～9级）","武器交易（10～19级）","武器交易（20～29级）","武器交易（30～39级）","武器交易（40～49级）",,,,,
3276830,"能工巧匠工具交易",False,0,0,"工具交易（1～9级）","工具交易（10～19级）","工具交易（20～29级）","工具交易（30～39级）","工具交易（40～49级）",,,,,
3276831,"大地使者工具交易",False,0,0,"工具交易（1～9级）","工具交易（10～19级）","工具交易（20～29级）","工具交易（30～39级）","工具交易（40～49级）",,,,,
3276832,"战斗精英防具交易",False,0,0,"防具交易（30～39级）","防具交易（40～49级）","防具交易（50级）","防具交易（52级）","防具交易（54级）","防具交易（56级）","防具交易（58级）","防具交易（60级）",,
3276833,"魔法导师防具交易",False,0,0,"防具交易（30～39级）","防具交易（40～49级）","防具交易（50级）","防具交易（52级）","防具交易（54级）","防具交易（56级）","防具交易（58级）","防具交易（60级）",,
3276834,"制作采集职业防具交易",False,0,0,"防具交易（30～39级）","防具交易（40～49级）","防具交易（50～60级）",,,,,,,
3276835,"战斗精英武器交易",False,0,0,"武器交易（30～39级）","武器交易（40～49级）","武器交易（50级）","武器交易（52级）","武器交易（54级）","武器交易（56级）","武器交易（58级）","武器交易（60级）",,
3276836,"魔法导师武器交易",False,0,0,"武器交易（30～39级）","武器交易（40～49级）","武器交易（50级）","武器交易（52级）","武器交易（54级）","武器交易（56级）","武器交易（58级）","武器交易（60级）",,
3276837,"能工巧匠工具交易",False,0,0,"工具交易（30～39级）","工具交易（40～49级）","工具交易（50～60级）",,,,,,,
3276838,"大地使者工具交易",False,0,0,"工具交易（30～39级）","工具交易（40～49级）","工具交易（50～60级）",,,,,,,
3276839,"再次购入特职专用装备",False,0,0,"再次购入50级武器、工具","再次购入50级防具（战斗精英）","再次购入50级防具（魔法导师）","再次购入60级防具","再次购入70级武器","再次购入70级防具（战斗精英1）","再次购入70级防具（战斗精英2）","再次购入70级防具（魔法导师）","再次购入80级武器防具","再次购入青魔法师装备"
3276840,"再次购入报酬",False,0,0,"再次购入任务报酬1","再次购入任务报酬2","再次购入成就报酬1","再次购入成就报酬2","再次购入成就报酬3",,,,,
3276841,"性别限定装备交易",False,0,0,"用男性装备交换女性装备1","用男性装备交换女性装备2","用女性装备交换男性装备1","用女性装备交换男性装备2",,,,,,
3276842,"特殊商品交易",False,0,0,"异界证书交易","黄金陆行鸟的羽毛","白银陆行鸟的羽毛1（50级以下装备）","白银陆行鸟的羽毛2（60级装备）","白银陆行鸟的羽毛3（70级装备）","白银陆行鸟的羽毛4（80级装备）","白银陆行鸟的羽毛5（90级装备）",,,
3276843,"",False,0,0,,,,,,,,,,
3276844,"",False,0,0,,,,,,,,,,
3276845,"",False,0,0,,,,,,,,,,
3276846,"工具交易",False,0,0,"60级工具交易","63级工具交易","65级工具交易",,,,,,,
3276847,"防具交易",False,0,0,"60级防具交易","63级防具交易","65级防具交易",,,,,,,
3276848,"再次购入季节活动报酬",False,0,0,"再次购入季节活动报酬（红莲节1）","再次购入季节活动报酬（红莲节2）","再次购入季节活动报酬（守护天节）","再次购入季节活动报酬（星芒节）","再次购入季节活动报酬（降神节）","再次购入季节活动报酬（恋人节）","再次购入季节活动报酬（女儿节）","再次购入季节活动报酬（彩蛋狩猎）","再次购入季节活动报酬（其他）",
3276849,"再次购入成就报酬",False,0,0,"再次购入成就报酬1","再次购入成就报酬2","再次购入成就报酬3",,,,,,,
3276850,"",False,0,0,,,,,,,,,,
3276851,"",False,0,0,,,,,,,,,,
3276852,"解放军的票据交易（350→360品级·普通品质）",False,0,0,"解放军强化装备交易（武器·普通品质）","解放军强化装备交易（防具·普通品质）","解放军强化装备交易（饰品·普通品质）","换取解放军的票据（武器·优质）","换取解放军的票据（武器·普通品质）","换取解放军的票据（防具·优质）","换取解放军的票据（防具·普通品质）","换取解放军的票据（饰品·优质）","换取解放军的票据（饰品·普通品质）",
3276853,"解放军的票据交易（350→360品级·优质）",False,0,0,"解放军强化装备交易（武器·优质）","解放军强化装备交易（防具·优质）","解放军强化装备交易（饰品·优质）","换取解放军的票据（武器·优质）","换取解放军的票据（武器·普通品质）","换取解放军的票据（防具·优质）","换取解放军的票据（防具·普通品质）","换取解放军的票据（饰品·优质）","换取解放军的票据（饰品·普通品质）",
3276854,"",False,0,0,,,,,,,,,,
3276855,"",False,0,0,,,,,,,,,,
3276856,"罗刹的票据交易（380→390品级）",False,0,0,"罗刹强化装备交易（武器）","罗刹强化装备交易（防具）","罗刹强化装备交易（饰品）","换取罗刹的票据（武器·优质）","换取罗刹的票据（武器·普通品质）","换取罗刹的票据（防具·优质）","换取罗刹的票据（防具·普通品质）","换取罗刹的票据（饰品·优质）","换取罗刹的票据（饰品·普通品质）",
3276857,"战斗精英防具交易",False,0,0,"防具交易（62级）","防具交易（64级）","防具交易（66级）","防具交易（68级）","防具交易（70级）",,,,,
3276858,"魔法导师防具交易",False,0,0,"防具交易（62级）","防具交易（64级）","防具交易（66级）","防具交易（68级）","防具交易（70级）",,,,,
3276859,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276860,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276861,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276862,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276863,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276864,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276865,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276866,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276867,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276868,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276869,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276870,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276871,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276872,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276873,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276874,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276875,"",False,0,0,,,,,,,,,,
3276876,"",False,0,0,,,,,,,,,,
3276877,"中庸强化装备交易（450→460品级）",False,0,0,"中庸强化装备交易（武器）","中庸强化装备交易（防具）","中庸强化装备交易（饰品）","换取游末邦的一类票据（武器·优质）","换取游末邦的一类票据（武器·普通品质）","换取游末邦的一类票据（防具·优质）","换取游末邦的一类票据（防具·普通品质）","换取游末邦的一类票据（饰品·优质）","换取游末邦的一类票据（饰品·普通品质）",
3276878,"",False,0,0,,,,,,,,,,
3276879,"",False,0,0,,,,,,,,,,
3276880,"伊修加德新型强化装备交易（480→490品级）",False,0,0,"伊修加德新型强化装备交易（武器）","伊修加德新型强化装备交易（防具）","伊修加德新型强化装备交易（饰品）","换取游末邦的二类票据（武器·优质）","换取游末邦的二类票据（武器·普通品质）","换取游末邦的二类票据（防具·优质）","换取游末邦的二类票据（防具·普通品质）","换取游末邦的二类票据（饰品·优质）","换取游末邦的二类票据（饰品·普通品质）",
3276881,"巧手工票交易",False,0,0,"","","","","","","","","巧手白票（80级·装备3）",""
3276882,"大地工票交易",False,0,0,"","","","","","","","大地白票（80级·装备3）","",
3276883,"",False,0,0,,,,,,,,,,
3276884,"",False,0,0,,,,,,,,,,
3276885,"总督强化装备交易（510→520品级）",False,0,0,"总督强化装备交易（武器）","总督强化装备交易（防具）","总督强化装备交易（饰品）","换取游末邦的三类票据（武器·优质）","换取游末邦的三类票据（武器·普通品质）","换取游末邦的三类票据（防具·优质）","换取游末邦的三类票据（防具·普通品质）","换取游末邦的三类票据（饰品·优质）","换取游末邦的三类票据（饰品·普通品质）",
3276886,"战斗精英防具交易",False,0,0,"防具交易（70级）","防具交易（72级）","防具交易（74级）","防具交易（76级）","防具交易（78级）","防具交易（80级）",,,,
3276887,"魔法导师防具交易",False,0,0,"防具交易（70级）","防具交易（72级）","防具交易（74级）","防具交易（76级）","防具交易（78级）","防具交易（80级）",,,,
3276888,"",False,0,0,,,,,,,,,,
3276889,"",False,0,0,,,,,,,,,,
3276890,"古典风格强化装备交易（580→590品级）",False,0,0,"古典风格强化装备交易（武器）","古典风格强化装备交易（防具）","古典风格强化装备交易（饰品）","换取拉札罕的一类票据（武器·优质）","换取拉札罕的一类票据（武器·普通品质）","换取拉札罕的一类票据（防具·优质）","换取拉札罕的一类票据（防具·普通品质）","换取拉札罕的一类票据（饰品·优质）","换取拉札罕的一类票据（饰品·普通品质）",
3276891,"守护者装备交易（战斗精英2）",False,0,0,"再次购入忍者装备","再次购入吟游诗人装备","再次购入机工士装备","再次购入舞者装备",,,,,,
3276892,"",False,0,0,,,,,,,,,,
3276893,"",False,0,0,,,,,,,,,,
3276894,"",False,0,0,,,,,,,,,,
3276895,"复兴强化装备交易（610→620品级）",False,0,0,"复兴强化装备交易（武器）","复兴强化装备交易（防具）","复兴强化装备交易（饰品）","换取拉札罕的二类票据（武器·优质）","换取拉札罕的二类票据（武器·普通品质）","换取拉札罕的二类票据（防具·优质）","换取拉札罕的二类票据（防具·普通品质）","换取拉札罕的二类票据（饰品·优质）","换取拉札罕的二类票据（饰品·普通品质）",
3276896,"希拉狄哈古董交易",False,0,0,"希拉狄哈遗物","希拉狄哈银币","希拉狄哈书籍",,,,,,,
3276897,"六根山古董交易",False,0,0,"六根山遗物","紫州通宝","六根山书籍",,,,,,,
3276898,"",False,0,0,,,,,,,,,,
3276899,"继业者强化装备交易（640→650品级）",False,0,0,"继业者强化装备交易（武器）","继业者强化装备交易（防具）","继业者强化装备交易（饰品）","换取拉札罕的三类票据（武器·优质）","换取拉札罕的三类票据（武器·普通品质）","换取拉札罕的三类票据（防具·优质）","换取拉札罕的三类票据（防具·普通品质）","换取拉札罕的三类票据（饰品·优质）","换取拉札罕的三类票据（饰品·普通品质）",
3276900,"",False,0,0,,,,,,,,,,
3276901,"",False,0,0,,,,,,,,,,
3276902,"",False,0,0,,,,,,,,,,
3276903,"",False,0,0,,,,,,,,,,
3276904,"",False,0,0,,,,,,,,,,
3276905,"",False,0,0,,,,,,,,,,
3276906,"",False,0,0,,,,,,,,,,
3276907,"",False,0,0,,,,,,,,,,
3276908,"",False,0,0,,,,,,,,,,
3276909,"戈耳狄断章（210品级）",False,0,0,"戈耳狄断章（战斗精英1）","戈耳狄断章（战斗精英2）","戈耳狄断章（魔法导师）",,,,,,,
3276910,"弥达斯断章（240-245品级）",False,0,0,"弥达斯断章（战斗精英1）","弥达斯断章（战斗精英2）","弥达斯断章（魔法导师）",,,,,,,
3276911,"亚历山大断章（270-275品级）",False,0,0,"亚历山大断章（战斗精英1）","亚历山大断章（战斗精英2）","亚历山大断章（魔法导师）",,,,,,,
3276912,"德尔塔部件（320品级）",False,0,0,"德尔塔部件（战斗精英1）","德尔塔部件（战斗精英2）","德尔塔部件（魔法导师）",,,,,,,
3276913,"德尔塔战斗记录（340-345品级）",False,0,0,"德尔塔战斗记录（战斗精英1）","德尔塔战斗记录（战斗精英2）","德尔塔战斗记录（魔法导师）",,,,,,,
3276914,"西格玛部件（350品级）",False,0,0,"西格玛部件（战斗精英1）","西格玛部件（战斗精英2）","西格玛部件（魔法导师）",,,,,,,
3276915,"西格玛战斗记录（370-375品级）",False,0,0,"西格玛战斗记录（战斗精英1）","西格玛战斗记录（战斗精英2）","西格玛战斗记录（魔法导师）",,,,,,,
3276916,"阿尔法部件（380品级）",False,0,0,"阿尔法部件（战斗精英1）","阿尔法部件（战斗精英2）","阿尔法部件（魔法导师）",,,,,,,
3276917,"阿尔法战斗记录（400-405品级）",False,0,0,"阿尔法战斗记录（战斗精英1）","阿尔法战斗记录（战斗精英2）","阿尔法战斗记录（魔法导师）",,,,,,,
3276918,"古旧的觉醒装备（450品级）",False,0,0,"古旧的觉醒装备（战斗精英1）","古旧的觉醒装备（战斗精英2）","古旧的觉醒装备（魔法导师）",,,,,,,
3276919,"觉醒的断章（470-475品级）",False,0,0,"觉醒的断章（战斗精英1）","觉醒的断章（战斗精英2）","觉醒的断章（魔法导师）",,,,,,,
3276920,"古旧的共鸣装备（480品级）",False,0,0,"古旧的共鸣装备（战斗精英1）","古旧的共鸣装备（战斗精英2）","古旧的共鸣装备（魔法导师）",,,,,,,
3276921,"共鸣的断章（500-505品级）",False,0,0,"共鸣的断章（战斗精英1）","共鸣的断章（战斗精英2）","共鸣的断章（魔法导师）",,,,,,,
3276922,"古旧的再生装备（510品级）",False,0,0,"古旧的再生装备（战斗精英1）","古旧的再生装备（战斗精英2）","古旧的再生装备（魔法导师）",,,,,,,
3276923,"再生的断章（530-535品级）",False,0,0,"再生的断章（战斗精英1）","再生的断章（战斗精英2）","再生的断章（魔法导师）",,,,,,,
3276924,"腐朽的边境装备（580品级）",False,0,0,"腐朽的边境装备（战斗精英1）","腐朽的边境装备（战斗精英2）","腐朽的边境装备（魔法导师）",,,,,,,
3276925,"边境的断章（600-605品级）",False,0,0,"边境的断章（战斗精英1）","边境的断章（战斗精英2）","边境的断章（魔法导师）",,,,,,,
3276926,"腐朽的炼净装备（610品级）",False,0,0,"腐朽的炼净装备（战斗精英1）","腐朽的炼净装备（战斗精英2）","腐朽的炼净装备（魔法导师）",,,,,,,
3276927,"炼净的断章（630-635品级）",False,0,0,"炼净的断章（战斗精英1）","炼净的断章（战斗精英2）","炼净的断章（魔法导师）",,,,,,,
3276928,"腐朽的荒天装备（640品级）",False,0,0,"腐朽的荒天装备（战斗精英1）","腐朽的荒天装备（战斗精英2）","腐朽的荒天装备（魔法导师）",,,,,,,
3276929,"荒天的断章（660-665品级）",False,0,0,"荒天的断章（战斗精英1）","荒天的断章（战斗精英2）","荒天的断章（魔法导师）",,,,,,,
3276930,"",False,0,0,,,,,,,,,,
3276931,"",False,0,0,,,,,,,,,,
3276932,"",False,0,0,,,,,,,,,,
3276933,"",False,0,0,,,,,,,,,,
3276934,"强化亚拉戈失传装备（330→340品级）",False,0,0,"强化亚拉戈失传装备（战斗精英1）","强化亚拉戈失传装备（战斗精英2）","强化亚拉戈失传装备（魔法导师）",,,,,,,
3276935,"强化龙脉装备（360→370品级）",False,0,0,"强化龙脉装备（战斗精英1）","强化龙脉装备（战斗精英2）","强化龙脉装备（魔法导师）",,,,,,,
3276936,"强化斯卡艾瓦装备（390→400品级）",False,0,0,"强化斯卡艾瓦装备（战斗精英1）","强化斯卡艾瓦装备（战斗精英2）","强化斯卡艾瓦装备（魔法导师）",,,,,,,
3276937,"强化影渊装备（460→470品级）",False,0,0,"强化影渊装备（战斗精英1）","强化影渊装备（战斗精英2）","强化影渊装备（魔法导师）",,,,,,,
3276938,"强化水晶都装备（490→500品级）",False,0,0,"强化水晶都装备（战斗精英1）","强化水晶都装备（战斗精英2）","强化水晶都装备（魔法导师）",,,,,,,
3276939,"强化圣堂潜行装备（520→530品级）",False,0,0,"强化圣堂潜行装备（战斗精英1）","强化圣堂潜行装备（战斗精英2）","强化圣堂潜行装备（魔法导师）",,,,,,,
3276940,"强化星战士装备（590→600品级）",False,0,0,"强化星战士装备（战斗精英1）","强化星战士装备（战斗精英2）","强化星战士装备（魔法导师）",,,,,,,
3276941,"强化月使装备（620→630品级）",False,0,0,"强化月使装备（战斗精英1）","强化月使装备（战斗精英2）","强化月使装备（魔法导师）",,,,,,,
3276942,"强化信条装备（650→660品级）",False,0,0,"强化信条装备（战斗精英1）","强化信条装备（战斗精英2）","强化信条装备（魔法导师）",,,,,,,
