key,0,1,2,3,4,5,6,7,8,9
48,"岩石低吟","ui/icon/005000/005430.tex","冒险者",16,17,,0,"",17,0
49,"岩石低吟II","ui/icon/005000/005431.tex","冒险者",16,17,,0,"",17,0
50,"岩石低吟III","ui/icon/005000/005432.tex","冒险者",16,17,,0,"",17,0
51,"岩石低吟IV","ui/icon/005000/005433.tex","冒险者",16,17,,0,"",17,0
52,"十二神加护效果提高","ui/icon/005000/005434.tex","冒险者",16,17,,0,"",17,0
53,"十二神加护效果提高II","ui/icon/005000/005435.tex","冒险者",16,17,,0,"",17,0
54,"沙海垂钓","ui/icon/005000/005483.tex","冒险者",18,19,,0,"",19,0
55,"云海垂钓","ui/icon/005000/005484.tex","冒险者",18,19,,0,"",19,0
56,"潜行效果提高",,"冒险者",0,0,,0,"战斗精英",0,0
57,"潜行效果提高II",,"冒险者",0,0,,0,"剑术师 格斗家 斧术师 枪术师 弓箭手 双剑师 幻术师 咒术师 秘术师 武僧 战士 龙骑士 吟游诗人 忍者",0,0
58,"潜行效果提高III",,"冒险者",0,0,,0,"弓箭手 吟游诗人",0,0
59,"鱼鹰之眼","ui/icon/005000/005479.tex","冒险者",18,19,,0,"炼金术士",19,0
60,"鱼鹰之眼II",,"冒险者",0,0,,0,"能工巧匠 大地使者",0,0
61,"鱼鹰之眼III",,"冒险者",0,0,,0,"弓箭手 吟游诗人",0,0
62,"以小钓大效果提高","ui/icon/005000/005482.tex","冒险者",18,19,,0,"",19,0
63,"以太超流效果提高",,"冒险者",0,0,,0,"",0,0
64,"智力提高",,"冒险者",0,0,,0,"",0,0
65,"智力提高II",,"冒险者",0,0,,0,"",0,0
66,"技能效果提高","ui/icon/005000/005185.tex","冒险者",26,68,,0,"锻铁匠",68,0
67,"以太超流效果提高II",,"冒险者",0,0,,0,"",0,0
68,"智力提高III",,"冒险者",0,0,,0,"",0,0
69,"技能效果提高II","ui/icon/005000/005186.tex","冒险者",26,68,,0,"战斗精英",68,0
70,"以太超流效果提高III",,"冒险者",0,0,,0,"",0,0
71,"力量提高","ui/icon/009000/009004.tex","冒险者",0,0,,0,"枪术师",0,0
72,"最大体力提高","ui/icon/009000/009001.tex","冒险者",0,0,,0,"锻铁匠",0,0
73,"命中率提高","ui/icon/009000/009010.tex","冒险者",0,0,,0,"枪术师",0,0
74,"暴击提高","ui/icon/009000/009012.tex","冒险者",0,0,,0,"炼金术士",0,0
75,"力量提高","ui/icon/009000/009004.tex","冒险者",0,0,,0,"枪术师",0,0
76,"最大体力提高","ui/icon/009000/009001.tex","冒险者",0,0,,0,"锻铁匠",0,0
77,"力量提高","ui/icon/009000/009004.tex","冒险者",0,0,,0,"枪术师",0,0
78,"最大体力提高","ui/icon/009000/009001.tex","冒险者",0,0,,0,"枪术师",0,0
79,"命中率提高","ui/icon/009000/009010.tex","冒险者",0,0,,0,"枪术师",0,0
80,"暴击提高","ui/icon/009000/009012.tex","冒险者",0,0,,0,"炼金术士",0,0
81,"力量提高","ui/icon/009000/009004.tex","冒险者",0,0,,0,"锻铁匠",0,0
82,"攻击速度提高","ui/icon/009000/009013.tex","冒险者",0,0,,0,,0,0
83,"精神提高","ui/icon/009000/009008.tex","冒险者",0,0,,0,"锻铁匠",0,0
84,"最大体力提高","ui/icon/009000/009001.tex","冒险者",0,0,,0,"枪术师",0,0
85,"命中率提高","ui/icon/009000/009010.tex","冒险者",0,0,,0,"枪术师",0,0
86,"暴击提高","ui/icon/009000/009012.tex","冒险者",0,0,,0,"炼金术士",0,0
87,"精神提高","ui/icon/009000/009008.tex","冒险者",0,0,,0,"炼金术士",0,0
88,"最大体力提高","ui/icon/009000/009001.tex","冒险者",0,0,,0,"枪术师",0,0
89,"灵巧提高",,"冒险者",0,0,,0,"",0,0
90,"下落受伤减轻","ui/icon/005000/005401.tex","冒险者",29,93,,0,"锻铁匠",93,0
91,"灵巧提高II",,"冒险者",0,0,,0,"",0,0
92,"灵巧提高III",,"冒险者",0,0,,0,"",0,0
93,"移动速度提高","ui/icon/005000/005403.tex","冒险者",29,93,,0,"锻铁匠",93,0
94,"妮美雅的加护","ui/icon/005000/005436.tex","冒险者",16,17,,0,"",17,0
95,"岩石低吟V","ui/icon/005000/005437.tex","冒险者",16,17,,67617,"",17,0
96,"潜行效果提高IV",,"冒险者",0,0,,0,"剑术师 格斗家 斧术师 枪术师 弓箭手 双剑师 幻术师 咒术师 秘术师 白魔法师 黑魔法师 召唤师 学者 占星术士",0,0
97,"潜行效果提高V",,"冒险者",0,0,,0,"剑术师 咒术师 骑士 黑魔法师",0,0
98,"潜行效果提高VI",,"冒险者",0,0,,0,"剑术师 斧术师 枪术师 骑士 战士 龙骑士 暗黑骑士 绝枪战士 钐镰客",0,0
99,"妮美雅的加护","ui/icon/005000/005461.tex","冒险者",17,18,,0,"",18,0
100,"树木低吟V","ui/icon/005000/005462.tex","冒险者",17,18,,67585,"",18,0
101,"潜行效果提高IV",,"冒险者",0,0,,0,"剑术师 格斗家 斧术师 枪术师 弓箭手 双剑师 幻术师 咒术师 秘术师 白魔法师 黑魔法师 召唤师 学者 占星术士",0,0
102,"潜行效果提高V",,"冒险者",0,0,,0,"剑术师 咒术师 骑士 黑魔法师",0,0
103,"潜行效果提高VI",,"冒险者",0,0,,0,"剑术师 斧术师 枪术师 骑士 战士 龙骑士 暗黑骑士 绝枪战士 钐镰客",0,0
104,"鱼鹰之眼IV",,"冒险者",0,0,,0,"咒术师 黑魔法师",0,0
105,"鱼鹰之眼V",,"冒险者",0,0,,0,"剑术师 斧术师 枪术师 骑士 战士 龙骑士 暗黑骑士 绝枪战士 钐镰客",0,0
106,"浮岛垂钓","ui/icon/005000/005488.tex","冒险者",18,19,,67622,"",19,0
107,"潜行效果提高IV",,"冒险者",0,0,,0,"剑术师 格斗家 斧术师 枪术师 弓箭手 双剑师 幻术师 咒术师 秘术师 白魔法师 黑魔法师 召唤师 学者 占星术士",0,0
108,"潜行效果提高V",,"冒险者",0,0,,0,"剑术师 咒术师 骑士 黑魔法师",0,0
109,"潜行效果提高VI",,"冒险者",0,0,,0,"剑术师 斧术师 枪术师 骑士 战士 龙骑士 暗黑骑士 绝枪战士 钐镰客",0,0
110,"熔岩垂钓","ui/icon/005000/005489.tex","冒险者",18,19,,67623,"",19,0
111,"魔泉垂钓","ui/icon/005000/005490.tex","冒险者",18,19,,67624,"",19,0
112,"耐力提高",,"冒险者",0,0,,0,"",0,0
113,"耐力提高II",,"冒险者",0,0,,0,"",0,0
114,"耐力提高III",,"冒险者",0,0,,0,"",0,0
115,"灵巧提高",,"冒险者",0,0,,0,"",0,0
116,"灵巧提高II",,"冒险者",0,0,,0,"",0,0
117,"技能伤害提高","ui/icon/006000/006002.tex","冒险者",31,96,,0,"锻铁匠",96,0
118,"灵巧提高III",,"冒险者",0,0,,0,"",0,0
119,"技能伤害提高II","ui/icon/006000/006003.tex","冒险者",31,96,,0,"骑士",96,0
120,"精神提高",,"冒险者",0,0,,0,"",0,0
121,"精神提高II",,"冒险者",0,0,,0,"",0,0
122,"技能效果提高","ui/icon/006000/006102.tex","冒险者",33,99,,0,"锻铁匠",99,0
123,"精神提高III",,"冒险者",0,0,,0,"",0,0
124,"吉星效果提高","ui/icon/006000/006105.tex","冒险者",33,99,,0,"炼金术士",99,0
125,"技能效果提高II","ui/icon/006000/006103.tex","冒险者",33,99,,0,"战斗精英",99,0
126,"潜行效果提高VII",,"冒险者",0,0,,0,"幻术师 白魔法师 学者 占星术士 贤者",0,0
127,"潜行效果提高VIII",,"冒险者",0,0,,0,"剑术师 格斗家 斧术师 枪术师 双剑师 武僧 龙骑士 忍者",0,0
128,"潜行效果提高IX",,"冒险者",0,0,,0,"烹调师之外的能工巧匠",0,0
129,"潜行效果提高VII",,"冒险者",0,0,,0,"幻术师 白魔法师 学者 占星术士 贤者",0,0
130,"潜行效果提高VIII",,"冒险者",0,0,,0,"剑术师 格斗家 斧术师 枪术师 双剑师 武僧 龙骑士 忍者",0,0
131,"潜行效果提高IX",,"冒险者",0,0,,0,"烹调师之外的能工巧匠",0,0
132,"潜行效果提高VII",,"冒险者",0,0,,0,"幻术师 白魔法师 学者 占星术士 贤者",0,0
133,"潜行效果提高VIII",,"冒险者",0,0,,0,"剑术师 格斗家 斧术师 枪术师 双剑师 武僧 龙骑士 忍者",0,0
134,"潜行效果提高IX",,"冒险者",0,0,,0,"烹调师之外的能工巧匠",0,0
135,"盐湖垂钓","ui/icon/005000/005499.tex","冒险者",18,19,,0,"",19,0
136,"鱼鹰之眼VI",,"冒险者",0,0,,0,"格斗家 武僧 武士",0,0
137,"鱼鹰之眼VII",,"冒险者",0,0,,0,"烹调师之外的能工巧匠",0,0
138,"品质精查","ui/icon/006000/006976.tex","冒险者",8,9,,67978,"剑术师",9,0
139,"品质精查","ui/icon/006000/006976.tex","冒险者",9,10,,68152,"剑术师",10,0
140,"品质精查","ui/icon/006000/006976.tex","冒险者",10,11,,68131,"剑术师",11,0
141,"品质精查","ui/icon/006000/006976.tex","冒险者",11,12,,68136,"剑术师",12,0
142,"品质精查","ui/icon/006000/006976.tex","冒险者",12,13,,68146,"剑术师",13,0
143,"品质精查","ui/icon/006000/006976.tex","冒险者",13,14,,67968,"剑术师",14,0
144,"品质精查","ui/icon/006000/006976.tex","冒险者",14,15,,67973,"剑术师",15,0
145,"品质精查","ui/icon/006000/006976.tex","冒险者",15,16,,68141,"剑术师",16,0
146,"魔匠的闪念",,"冒险者",0,0,,0,"",0,0
147,"魔匠的闪念",,"冒险者",0,0,,0,"",0,0
148,"魔匠的闪念",,"冒险者",0,0,,0,"",0,0
149,"魔匠的闪念",,"冒险者",0,0,,0,"",0,0
150,"魔匠的闪念",,"冒险者",0,0,,0,"",0,0
151,"魔匠的闪念",,"冒险者",0,0,,0,"",0,0
152,"魔匠的闪念",,"冒险者",0,0,,0,"",0,0
153,"魔匠的闪念",,"冒险者",0,0,,0,"",0,0
154,"自动鱼群测定","ui/icon/005000/005497.tex","冒险者",18,19,,68458,"",19,0
155,"鱼群低吟",,"冒险者",0,0,,0,"",0,0
156,"保护效果提高","ui/icon/005000/005209.tex","冒险者",0,0,,0,,0,0
157,"战嚎效果提高","ui/icon/005000/005259.tex","冒险者",21,22,,0,"",22,0
158,"暗血","ui/icon/006000/006059.tex","冒险者",32,98,,0,"",98,0
159,"暗血II","ui/icon/006000/006060.tex","冒险者",32,98,,0,"",98,0
160,"斗气积累提高","ui/icon/005000/005234.tex","冒险者",20,21,,0,"",21,0
161,"罗刹冲精通","ui/icon/005000/005235.tex","冒险者",0,0,,0,"剑术师",0,0
162,"长枪精通","ui/icon/005000/005284.tex","冒险者",0,0,,0,"",0,0
163,"红莲龙血","ui/icon/005000/005289.tex","冒险者",22,23,,68450,"",23,0
164,"毒刃",,"冒险者",0,0,,0,"",0,0
165,"集气法","ui/icon/005000/005411.tex","冒险者",30,92,,0,"弓箭手",92,0
166,"缩地效果提高","ui/icon/005000/005412.tex","冒险者",30,92,,0,"",92,0
167,"夺取效果提高",,"冒险者",0,0,,0,"",0,0
168,"咬蚀精通","ui/icon/005000/005309.tex","冒险者",23,24,,0,"",24,0
169,"九天连箭效果提高","ui/icon/005000/005310.tex","冒险者",23,24,,0,"",24,0
170,"枪弹精通",,"冒险者",0,0,,0,"",0,0
171,"闪雷精通","ui/icon/005000/005357.tex","冒险者",25,26,,66612,"",26,0
172,"闪雷精通II","ui/icon/005000/005358.tex","冒险者",25,26,,0,"",26,0
173,"灵极心效果提高","ui/icon/005000/005359.tex","冒险者",0,0,,0,,0,0
174,"天语效果提高","ui/icon/005000/005360.tex","冒险者",25,26,,68128,"枪术师",26,0
175,"毒菌精通","ui/icon/005000/005376.tex","冒险者",0,0,,0,"",0,0
176,"毁坏效果提高","ui/icon/005000/005377.tex","冒险者",0,0,,0,"",0,0
177,"毒菌精通II","ui/icon/005000/005378.tex","冒险者",0,0,,0,"",0,0
178,"龙神附体效果提高","ui/icon/005000/005380.tex","冒险者",27,28,,68165,"",28,0
179,"飞石精通","ui/icon/005000/005333.tex","冒险者",6,53,,0,"",53,0
180,"疾风精通","ui/icon/005000/005334.tex","冒险者",6,53,,0,"",53,0
181,"飞石精通II","ui/icon/005000/005336.tex","冒险者",24,25,,67257,"",25,0
182,"飞石精通III","ui/icon/005000/005337.tex","冒险者",24,25,,0,"",25,0
183,"神秘百合II","ui/icon/005000/005338.tex","冒险者",0,0,,0,"骑士",0,0
184,"炎法精通II","ui/icon/005000/005392.tex","冒险者",28,29,,0,"",29,0
185,"以太超流复唱时间缩短",,"冒险者",0,0,,0,"弓箭手 双剑师 吟游诗人 忍者 机工士",0,0
186,"烧灼精通","ui/icon/006000/006109.tex","冒险者",33,99,,0,"",99,0
187,"凶星精通","ui/icon/006000/006110.tex","冒险者",33,99,,67558,"",99,0
188,"凶星精通II","ui/icon/006000/006111.tex","冒险者",33,99,,0,"",99,0
189,"光速效果提高","ui/icon/006000/006101.tex","冒险者",33,99,,0,,99,0
190,"自动登山者之感",,"冒险者",0,0,,0,"剑术师 斧术师 枪术师 骑士 战士 龙骑士 暗黑骑士 绝枪战士 钐镰客",0,0
191,"自动开拓者之手",,"冒险者",0,0,,0,"剑术师 斧术师 枪术师 骑士 战士 龙骑士 暗黑骑士 绝枪战士 钐镰客",0,0
192,"采集力恢复量提高","ui/icon/005000/005444.tex","冒险者",16,17,,68094,"所有职业",17,0
193,"采集力恢复量提高","ui/icon/005000/005469.tex","冒险者",17,18,,68160,"所有职业",18,0
194,"采集力恢复量提高","ui/icon/005000/005498.tex","冒险者",18,19,,68435,"所有职业",19,0
195,"摇荡效果提高","ui/icon/006000/006201.tex","冒险者",35,112,,0,"",112,0
196,"神秘百合","ui/icon/005000/005335.tex","冒险者",24,25,,67256,"",25,0
197,"智力提高",,"冒险者",0,0,,0,"",0,0
198,"智力提高II",,"冒险者",0,0,,0,"",0,0
199,"智力提高III",,"冒险者",0,0,,0,"",0,0
200,"技能效果提高","ui/icon/005000/005185.tex","冒险者",35,112,,0,"锻铁匠",112,0
201,"技能效果提高II","ui/icon/005000/005186.tex","冒险者",35,112,,0,"战斗精英",112,0
202,"力量提高",,"冒险者",0,0,,0,"",0,0
203,"力量提高II",,"冒险者",0,0,,0,"",0,0
204,"力量提高III",,"冒险者",0,0,,0,"",0,0
205,"毒刃II",,"冒险者",0,0,,0,"",0,0
206,"震荡效果提高",,"冒险者",0,0,,0,"",0,0
207,"神圣魔法精通","ui/icon/005000/005210.tex","冒险者",19,20,,0,,20,0
208,"剑气精通II","ui/icon/006000/006151.tex","冒险者",34,111,,0,"枪术师",111,0
209,"忠义精通","ui/icon/005000/005211.tex","冒险者",19,20,,66592,"",20,0
210,"精神提高",,"冒险者",0,0,,0,"",0,0
211,"精神提高II",,"冒险者",0,0,,0,"",0,0
212,"精神提高III",,"冒险者",0,0,,0,"",0,0
213,"内力迸发效果提高","ui/icon/005000/005379.tex","冒险者",0,0,,0,,0,0
214,"炎法精通","ui/icon/005000/005394.tex","冒险者",28,29,,67209,"",29,0
215,"剑气精通","ui/icon/006000/006152.tex","冒险者",34,111,,0,"",111,0
216,"连续咏唱","ui/icon/006000/006203.tex","冒险者",35,112,,0,"",112,0
217,"毁灭精通","ui/icon/005000/005395.tex","冒险者",26,69,,65997,"",69,0
218,"狂暴精通","ui/icon/005000/005260.tex","冒险者",21,22,,68440,"",22,0
219,"学习","ui/icon/006000/006251.tex","冒险者",36,129,,0,"",129,0
220,"技能效果提高","ui/icon/005000/005185.tex","冒险者",36,129,,0,"锻铁匠",129,0
221,"技能效果提高II","ui/icon/005000/005186.tex","冒险者",36,129,,0,"骑士",129,0
222,"技能效果提高III","ui/icon/005000/005187.tex","冒险者",36,129,,0,"战斗精英",129,0
223,"技能效果提高IV","ui/icon/005000/005188.tex","冒险者",36,129,,0,"剑术师 格斗家 斧术师 枪术师 弓箭手 双剑师 幻术师 咒术师 秘术师 武僧 战士 龙骑士 吟游诗人 忍者",129,0
224,"技能效果提高V","ui/icon/005000/005189.tex","冒险者",36,129,,0,"弓箭手 吟游诗人",129,0
225,"潜行效果提高X",,"冒险者",0,0,,0,"",0,0
226,"潜行效果提高XI",,"冒险者",0,0,,0,"",0,0
227,"潜行效果提高XII",,"冒险者",0,0,,0,"",0,0
228,"潜行效果提高X",,"冒险者",0,0,,0,"",0,0
229,"潜行效果提高XI",,"冒险者",0,0,,0,"",0,0
230,"潜行效果提高XII",,"冒险者",0,0,,0,"",0,0
231,"潜行效果提高X",,"冒险者",0,0,,0,"",0,0
232,"潜行效果提高XI",,"冒险者",0,0,,0,"",0,0
233,"潜行效果提高XII",,"冒险者",0,0,,0,"",0,0
234,"鱼鹰之眼VIII",,"冒险者",0,0,,0,"",0,0
235,"鱼鹰之眼IX",,"冒险者",0,0,,0,"",0,0
236,"采集力恢复量提高II","ui/icon/005000/005449.tex","冒险者",16,17,,0,"剑术师",17,0
237,"采集力恢复量提高II","ui/icon/005000/005474.tex","冒险者",17,18,,0,"剑术师",18,0
238,"采集力恢复量提高II","ui/icon/005000/005496.tex","冒险者",18,19,,0,"剑术师",19,0
239,"采集力恢复量提高III","ui/icon/005000/005441.tex","冒险者",16,17,,0,"格斗家",17,0
240,"采集力恢复量提高III","ui/icon/005000/005466.tex","冒险者",17,18,,0,"格斗家",18,0
241,"采集力恢复量提高III","ui/icon/005000/005486.tex","冒险者",18,19,,0,"格斗家",19,0
242,"石工之理效果提高","ui/icon/005000/005442.tex","冒险者",16,17,,0,"弓箭手 吟游诗人",17,0
243,"农夫之智效果提高","ui/icon/005000/005467.tex","冒险者",17,18,,0,"弓箭手 吟游诗人",18,0
244,"捕鱼人之计","ui/icon/005000/005485.tex","冒险者",18,19,,0,"",19,0
245,"斗气积累提高II","ui/icon/005000/005238.tex","冒险者",20,21,,0,"弓箭手 双剑师 吟游诗人 忍者 机工士",21,0
246,"骑士精神","ui/icon/005000/005212.tex","冒险者",19,20,,0,"",20,0
247,"长枪精通","ui/icon/005000/005284.tex","冒险者",22,23,,0,"",23,0
248,"",,"冒险者",0,0,,0,"",0,0
249,"兽魂","ui/icon/005000/005261.tex","冒险者",21,22,,66586,"",22,0
250,"生杀予夺效果提高","ui/icon/005000/005414.tex","冒险者",30,92,,0,"",92,0
251,"技能伤害提高","ui/icon/006000/006351.tex","冒险者",38,150,,0,"锻铁匠",150,0
252,"幻扇","ui/icon/006000/006352.tex","冒险者",38,150,,0,"",150,0
253,"技能伤害提高II","ui/icon/006000/006353.tex","冒险者",38,150,,0,"骑士",150,0
254,"前冲步效果提高","ui/icon/006000/006354.tex","冒险者",38,150,,0,"剑术师",150,0
255,"伶俐","ui/icon/006000/006355.tex","冒险者",38,150,,0,"",150,0
256,"前冲步效果提高II","ui/icon/006000/006356.tex","冒险者",38,150,,0,"格斗家",150,0
257,"晶壤装填","ui/icon/006000/006301.tex","冒险者",37,149,,0,"",149,0
258,"残暴弹效果提高","ui/icon/006000/006302.tex","冒险者",37,149,,0,"",149,0
259,"危险领域精通","ui/icon/006000/006303.tex","冒险者",37,149,,0,"",149,0
260,"战女神之怒精通","ui/icon/005000/005213.tex","冒险者",19,20,,67573,"",20,0
261,"日珥斩效果提高","ui/icon/005000/005214.tex","冒险者",19,20,,0,"",20,0
262,"盾阵效果提高","ui/icon/005000/005215.tex","冒险者",19,20,,0,"",20,0
263,"安魂祈祷效果提高","ui/icon/005000/005216.tex","冒险者",19,20,,0,"",20,0
264,"忠义之剑","ui/icon/005000/005217.tex","冒险者",19,20,,0,"",20,0
265,"原初之魂精通","ui/icon/005000/005262.tex","冒险者",21,22,,66124,"",22,0
266,"钢铁旋风精通","ui/icon/005000/005263.tex","冒险者",21,22,,66137,"",22,0
267,"原初的混沌","ui/icon/005000/005264.tex","冒险者",21,22,,0,"",22,0
268,"兽魂精通","ui/icon/005000/005265.tex","冒险者",21,22,,0,"",22,0
269,"战栗效果提高","ui/icon/005000/005258.tex","冒险者",21,22,,0,"",22,0
270,"",,"冒险者",0,0,,0,"",0,0
271,"暗黑精通","ui/icon/006000/006062.tex","冒险者",32,98,,0,"",98,0
272,"跳斩效果提高","ui/icon/006000/006063.tex","冒险者",0,0,,0,"剑术师",0,0
273,"疾风极意",,"冒险者",0,0,,0,"",0,0
274,"红莲体势效果提高","ui/icon/005000/005237.tex","冒险者",0,0,,0,"",0,0
275,"跳跃精通","ui/icon/005000/005286.tex","冒险者",22,23,,0,"",23,0
276,"龙血精通","ui/icon/005000/005287.tex","冒险者",0,0,,0,"",0,0
277,"居合术效果提高","ui/icon/006000/006153.tex","冒险者",34,111,,0,"",111,0
278,"风月风花效果提高","ui/icon/006000/006154.tex","冒险者",34,111,,0,"",111,0
279,"缩地效果提高II","ui/icon/005000/005415.tex","冒险者",30,92,,0,"剑术师",92,0
280,"集气法II","ui/icon/005000/005416.tex","冒险者",30,92,,0,"",92,0
281,"",,"冒险者",0,0,,0,"",0,0
282,"直线射击精通","ui/icon/005000/005311.tex","冒险者",23,24,,68430,"",24,0
283,"连珠箭效果提高","ui/icon/005000/005304.tex","冒险者",5,50,,0,"",50,0
284,"咬蚀精通II","ui/icon/005000/005312.tex","冒险者",23,24,,0,"",24,0
285,"强力射击精通","ui/icon/005000/005306.tex","冒险者",23,24,,0,"",24,0
286,"军神的赞美歌效果提高","ui/icon/005000/005314.tex","冒险者",23,24,,0,"",24,0
287,"灵魂之声","ui/icon/005000/005315.tex","冒险者",23,24,,0,"",24,0
288,"分裂弹精通","ui/icon/006000/006010.tex","冒险者",31,96,,67243,"",96,0
289,"独头弹精通","ui/icon/006000/006011.tex","冒险者",31,96,,67248,"",96,0
290,"狙击弹精通","ui/icon/006000/006012.tex","冒险者",31,96,,0,"",96,0
291,"热弹精通","ui/icon/006000/006016.tex","冒险者",31,96,,0,"",96,0
292,"积蓄技能效果提高","ui/icon/006000/006013.tex","冒险者",31,96,,0,"格斗家",96,0
293,"野火效果提高","ui/icon/006000/006014.tex","冒险者",31,96,,0,"",96,0
294,"升变","ui/icon/006000/006015.tex","冒险者",31,96,,0,"",96,0
295,"灵极心","ui/icon/005000/005656.tex","冒险者",25,26,,0,"",26,0
296,"极性精通","ui/icon/005000/005362.tex","冒险者",7,55,,0,"",55,0
297,"通晓效果提高","ui/icon/005000/005363.tex","冒险者",25,26,,0,"",26,0
298,"龙神附体效果提高II","ui/icon/005000/005676.tex","冒险者",0,0,,0,"",0,0
299,"灵攻效果提高","ui/icon/005000/005677.tex","冒险者",0,0,,0,"",0,0
300,"三重灾祸效果提高","ui/icon/005000/005678.tex","冒险者",0,0,,0,"",0,0
301,"灾祸效果提高","ui/icon/005000/005679.tex","冒险者",0,0,,0,"",0,0
302,"不死鸟附体效果提高","ui/icon/005000/005680.tex","冒险者",0,0,,0,"",0,0
303,"散碎精通","ui/icon/006000/006207.tex","冒险者",35,112,,0,"",112,0
304,"移转效果提高","ui/icon/006000/006204.tex","冒险者",35,112,,0,"",112,0
305,"魔元化效果提高","ui/icon/006000/006205.tex","冒险者",35,112,,0,,112,0
306,"赤魔法精通","ui/icon/006000/006206.tex","冒险者",35,112,,0,,112,0
307,"疾风精通II","ui/icon/005000/005339.tex","冒险者",24,25,,0,"",25,0
308,"飞石精通IV","ui/icon/005000/005340.tex","冒险者",24,25,,0,"",25,0
309,"安慰之心效果提高","ui/icon/005000/005341.tex","冒险者",24,25,,0,"",25,0
310,"庇护所效果提高","ui/icon/005000/005342.tex","冒险者",24,25,,0,"",25,0
311,"毒菌精通II","ui/icon/005000/005701.tex","冒险者",28,29,,0,"",29,0
312,"炎法精通III","ui/icon/005000/005702.tex","冒险者",28,29,,0,"",29,0
313,"野战治疗阵效果提高","ui/icon/005000/005703.tex","冒险者",28,29,,0,"",29,0
