key,0,1,2
53,"回返雪月花","武士","燕回返"
54,"回返斩浪","武士","燕回返"
55,"天道五剑","武士","居合术"
56,"天道雪月花","武士","居合术"
57,"天道回返五剑","武士","燕回返"
58,"天道回返雪月花","武士","燕回返"
59,"绞决爪","钐镰客","隐匿挥割"
60,"缢杀爪","钐镰客","隐匿挥割"
61,"回退","钐镰客","地狱入境"
62,"回退",,"地狱出境"
63,"虚无收割","钐镰客","绞决"
64,"交错收割","钐镰客","缢杀"
65,"阴冷收割","钐镰客","断首"
66,"收获月","钐镰客","播魂种"
67,"夜游魂切割","钐镰客","隐匿挥割"
68,"夜游魂钐割","钐镰客","束缚挥割"
69,"祭牲","钐镰客","暴食"
70,"绞决处刑","钐镰客","绞决"
71,"缢杀处刑","钐镰客","缢杀"
72,"断首处刑","钐镰客","断首"
73,"完人","钐镰客","团契"
74,"完美音调","吟游诗人","放浪神的小步舞曲"
75,"爆破箭","吟游诗人","绝峰箭"
76,"超负荷车式炮塔","机工士","超档车式炮塔"
77,"起爆","机工士","野火"
78,"铁臂拳","机工士",""
79,"滚轮冲","机工士",""
80,"打桩枪","机工士",""
81,"王室对撞机","机工士",""
82,"掘地飞轮","机工士","回转飞锯"
83,"蔷薇曲脚步","舞者",""
84,"小鸟交叠跳","舞者",""
85,"绿叶小踢腿","舞者",""
86,"金冠趾尖转","舞者",""
87,"标准舞步结束","舞者","标准舞步"
88,"单色标准舞步结束",,"标准舞步"
89,"双色标准舞步结束",,"标准舞步"
90,"技巧舞步结束","舞者","技巧舞步"
91,"单色技巧舞步结束",,"技巧舞步"
92,"双色技巧舞步结束",,"技巧舞步"
93,"三色技巧舞步结束",,"技巧舞步"
94,"四色技巧舞步结束",,"技巧舞步"
95,"即兴表演结束","舞者","即兴表演"
96,"提拉纳","舞者","技巧舞步"
97,"结束动作","舞者","标准舞步"
98,"拂晓舞","舞者","剑舞"
99,"悖论","黑魔法师","火炎"
100,"星极脉冲","召唤师","毁荡"
101,"星极核爆","召唤师","迸裂"
102,"死星核爆","召唤师","星极超流"
103,"真龙波","召唤师",""
104,"死亡轮回","召唤师","龙神迸发"
105,"红宝石之仪","召唤师","宝石耀"
106,"黄宝石之仪","召唤师","宝石耀"
107,"绿宝石之仪","召唤师","宝石耀"
108,"灵泉之炎","召唤师","毁荡"
109,"炼狱之炎","召唤师","迸裂"
110,"不死鸟召唤","召唤师","以太蓄能"
111,"不死鸟之翼","召唤师",""
112,"苏生之炎","召唤师","星极超流"
113,"赤焰","召唤师",""
114,"不死鸟迸发","召唤师","龙神迸发"
115,"天启","召唤师",""
116,"红宝石灾变","召唤师","宝石辉"
117,"黄宝石灾变","召唤师","宝石辉"
118,"绿宝石灾变","召唤师","宝石辉"
119,"深红旋风","召唤师","星极超流"
120,"深红强袭","召唤师","深红旋风"
121,"山崩","召唤师","星极超流"
122,"螺旋气流","召唤师","星极超流"
123,"灵极脉冲","召唤师","毁荡"
124,"灵极核爆","召唤师","迸裂"
125,"烈日龙神召唤","召唤师","以太蓄能"
126,"烈日核爆","召唤师","星极超流"
127,"光芒","召唤师",""
128,"烈日龙神迸发","召唤师","龙神迸发"
129,"众生离绝","召唤师",""
130,"魔回刺","赤魔法师","回刺"
131,"魔交击斩","赤魔法师","交击斩"
132,"魔连攻","赤魔法师","连攻"
133,"魔划圆斩·一段","赤魔法师","划圆斩"
134,"魔划圆斩·二段","赤魔法师","魔划圆斩·一段"
135,"魔划圆斩·三段","赤魔法师","魔划圆斩·一段"
136,"赤核爆","赤魔法师","赤闪雷"
137,"赤神圣","赤魔法师","赤疾风"
138,"魔续斩","赤魔法师","续斩"
139,"焦热","赤魔法师","震荡"
140,"决断","赤魔法师","焦热"
141,"显贵冲击","赤魔法师",""
142,"光芒四射","赤魔法师","魔元化"
143,"显灵之章","学者","鼓舞激励之策"
144,"降临之章","学者","士气高扬之策"
145,"应急战术",,"应急战术"
146,"灵极抽卡","占星术士","星极抽卡"
147,"太阳神之衡","占星术士","出卡I"
148,"放浪神之箭","占星术士","出卡II"
149,"建筑神之塔","占星术士","出卡III"
150,"战争神之枪","占星术士","出卡I"
151,"世界树之干","占星术士","出卡II"
152,"河流神之瓶","占星术士","出卡III"
153,"星体爆轰",,"地星"
154,"天宫图",,"天宫图"
155,"王冠之领主","占星术士","小奥秘卡"
156,"王冠之贵妇","占星术士","小奥秘卡"
157,"均衡诊断","贤者","诊断"
158,"均衡预后","贤者","预后"
159,"均衡注药","贤者","注药"
160,"均衡注药II","贤者","注药II"
161,"均衡注药III","贤者","注药III"
162,"均衡失衡","贤者","失衡II"
163,"均衡预后II","贤者","均衡预后"
164,"猛袭利齿","蝰蛇剑士","咬噬尖齿"
165,"疾速利齿","蝰蛇剑士","穿裂尖齿"
166,"侧击獠齿","蝰蛇剑士","咬噬尖齿"
167,"侧裂獠齿","蝰蛇剑士","咬噬尖齿"
168,"背击獠齿","蝰蛇剑士","穿裂尖齿"
169,"背裂獠齿","蝰蛇剑士","穿裂尖齿"
170,"猛袭利牙","蝰蛇剑士","咬噬尖牙"
171,"疾速利牙","蝰蛇剑士","穿裂尖牙"
172,"乱击獠牙","蝰蛇剑士","咬噬尖牙"
173,"乱裂獠牙","蝰蛇剑士","穿裂尖牙"
174,"蛇尾击","蝰蛇剑士","蛇尾术"
175,"蛇尾闪","蝰蛇剑士","蛇尾术"
176,"双牙连击","蝰蛇剑士","双牙连术"
177,"双牙乱击","蝰蛇剑士","双牙乱术"
178,"双牙连闪","蝰蛇剑士","双牙连术"
179,"双牙乱闪","蝰蛇剑士","双牙乱术"
180,"祖灵之牙一式","蝰蛇剑士","咬噬尖齿"
181,"祖灵之牙二式","蝰蛇剑士","穿裂尖齿"
182,"祖灵之牙三式","蝰蛇剑士","猛袭盘蛇"
183,"祖灵之牙四式","蝰蛇剑士","疾速盘蛇"
184,"飞蛇连尾击","蝰蛇剑士","双牙连术"
185,"飞蛇乱尾击","蝰蛇剑士","双牙乱术"
186,"祖灵大蛇牙","蝰蛇剑士","祖灵降临"
187,"祖灵之蛇一式","蝰蛇剑士","蛇尾术"
188,"祖灵之蛇二式","蝰蛇剑士","蛇尾术"
189,"祖灵之蛇三式","蝰蛇剑士","蛇尾术"
190,"祖灵之蛇四式","蝰蛇剑士","蛇尾术"
191,"疾风之绿","绘灵法师","火炎之红"
192,"流水之蓝","绘灵法师","火炎之红"
193,"绒球彩绘","绘灵法师","动物彩绘"
194,"翅膀彩绘","绘灵法师","动物彩绘"
195,"绒球构想","绘灵法师","动物构想"
196,"翅膀构想","绘灵法师","动物构想"
197,"烈风之绿","绘灵法师","烈炎之红"
198,"激水之蓝","绘灵法师","烈炎之红"
199,"重锤彩绘","绘灵法师","武器彩绘"
200,"重锤构想","绘灵法师","武器构想"
201,"飞石之纯黄","绘灵法师","冰结之蓝青"
202,"闪雷之品红","绘灵法师","冰结之蓝青"
203,"坚石之纯黄","绘灵法师","冰冻之蓝青"
204,"震雷之品红","绘灵法师","冰冻之蓝青"
205,"星空彩绘","绘灵法师","风景彩绘"
206,"星空构想","绘灵法师","风景构想"
207,"重锤掠刷","绘灵法师","重锤敲章"
208,"重锤抛光","绘灵法师","重锤敲章"
209,"兽爪彩绘","绘灵法师","动物彩绘"
210,"尖牙彩绘","绘灵法师","动物彩绘"
211,"兽爪构想","绘灵法师","动物构想"
212,"尖牙构想","绘灵法师","动物构想"
213,"马蒂恩惩罚","绘灵法师","莫古力激流"
214,"","冒险者",""
215,"","冒险者",""
216,"","冒险者",""
217,"","冒险者",""
218,"","冒险者",""
219,"","冒险者",""
220,"","冒险者",""
221,"","冒险者",""
222,"","冒险者",""
223,"","冒险者",""
224,"","冒险者",""
225,"","冒险者",""
226,"","冒险者",""
227,"","冒险者",""
228,"","冒险者",""
229,"","冒险者",""
230,"","冒险者",""
231,"","冒险者",""
232,"","冒险者",""
233,"","冒险者",""
234,"","冒险者",""
235,"","冒险者",""
236,"","冒险者",""
237,"","冒险者",""
238,"","冒险者",""
239,"","冒险者",""
240,"","冒险者",""
241,"","冒险者",""
242,"","冒险者",""
243,"","冒险者",""
244,"","冒险者",""
245,"","冒险者",""
246,"","冒险者",""
247,"","冒险者",""
248,"","冒险者",""
249,"","冒险者",""
250,"","冒险者",""
