key,0,1,2,3,4,5,6,7,8
145,"修饰1",False,True,False,False,"贤妻","贤妻","贤妻",1319
146,"材料",False,True,False,False,"奔放的","奔放的","奔放的",1351
147,"材料",False,True,False,False,"出口","出口","出口",1368
148,"材料",False,False,False,True,"","","",0
149,"材料",False,True,False,True,"大脚","大脚","大脚",1477
150,"材料",False,True,False,False,"比赛第二","比赛第二","比赛第二",1515
151,"材料",False,True,False,False,"小光头","小光头","小光头",1516
152,"材料",False,True,False,False,"遍及世界","遍及世界","遍及世界",1604
153,"修饰2",False,False,False,True,"Argent","","",0
154,"修饰2",False,False,False,True,"蔚蓝","","",0
155,"修饰2",False,True,False,False,"钻石","钻石","钻石",116
156,"修饰2",False,False,True,False,"Eisen","","",0
157,"修饰1",False,True,False,False,"Rubin","Rubin","Rubin",137
158,"修饰1",False,True,False,False,"柔顺的","柔顺的","柔顺的",145
159,"修饰2",False,False,False,True,"棉绒","","",0
160,"修饰2",False,False,False,True,"最佳","","",0
161,"体貌",False,True,True,True,"","","",244
162,"修饰1",False,False,False,True,"Charmantes","","",0
163,"修饰1",False,False,False,True,"帅气的","","",0
164,"修饰2",False,True,False,True,"Audacieux","Audacieux","Audacieux",280
165,"修饰2",False,False,True,False,"Fée","","",0
166,"修饰2",False,False,True,False,"命运","","",0
167,"修饰2",False,False,True,False,"精神","","",0
168,"修饰2",False,True,False,False,"正义","正义","正义",404
169,"修饰1",False,False,False,True,"Oracle","","",0
170,"修饰1",False,False,False,True,"热情","","",0
171,"修饰1",False,True,False,False,"和平","和平","和平",421
172,"修饰2",False,True,False,True,"Lys","Lys","Lys",457
173,"修饰2",False,False,False,True,"曼陀罗","","",0
174,"修饰2",False,True,False,False,"辣椒","辣椒","辣椒",471
175,"修饰1",False,False,False,True,"骨","","",0
176,"修饰1",False,False,False,True,"","","",494
177,"修饰2",False,True,False,True,"Chanfrein","Chanfrein","Chanfrein",497
178,"修饰1",False,False,False,True,"Miel","","",0
179,"修饰1",False,False,False,True,"牛魔","","",0
180,"修饰1",False,False,True,False,"沙漠","","",0
181,"修饰1",False,False,True,False,"Désert","Désert","Désert",591
182,"修饰1",False,False,True,False,"东之","","",0
183,"修饰2",False,False,False,True,"陨星","","",0
184,"修饰2",False,False,False,True,"银月","","",0
185,"修饰2",False,True,False,False,"Mond","Mond","Mond",615
186,"修饰1",False,True,False,True,"北之","北之","北之",623
187,"修饰2",False,False,True,False,"宇宙","宇宙","宇宙",649
188,"修饰2",False,False,True,False,"天王星","","",0
189,"修饰2",False,False,True,False,"Ushio","","",0
190,"修饰2",False,False,True,False,"Echo","","",0
191,"修饰2",False,False,True,False,"雷霆","","",0
192,"修饰2",False,False,True,False,"Été","Été","Été",677
193,"修饰1",False,True,False,False,"Nuit","Nuit","Nuit",705
194,"修饰2",False,True,True,True,"和风","和风","和风",710
195,"修饰1",False,False,True,False,"Archère","","",0
196,"修饰1",False,False,True,False,"矢","矢","矢",801
197,"修饰1",False,False,True,False,"Attaquant","","",0
198,"修饰1",False,True,False,False,"Tapferer","Tapferer","Tapferer",861
199,"修饰2",False,True,False,False,"飞行","飞行","飞行",892
200,"体貌",False,False,False,True,"矫健的","","",0
201,"修饰2",False,True,False,True,"迅速的","迅速的","迅速的",925
202,"修饰2",False,False,False,True,"Rapide","","",0
203,"修饰2",False,False,False,True,"选手","","",0
204,"修饰2",False,False,False,True,"胜利","","",0
205,"修饰2",False,False,False,True,"优胜者","","",0
206,"修饰2",False,True,False,False,"皇帝的","皇帝的","皇帝的",987
207,"修饰2",False,True,False,False,"淑女","淑女","淑女",994
208,"修饰2",False,True,True,True,"主公","主公","主公",998
209,"修饰1",False,True,False,False,"少爷","少爷","少爷",1035
210,"修饰2",False,True,False,True,"深","深","深",1047
211,"修饰2",False,False,False,True,"Fin","","",0
212,"修饰2",False,False,False,True,"Letztes","","",0
213,"修饰2",False,False,False,True,"遥远的","","",0
214,"修饰2",False,True,False,False,"六","六","六",1091
215,"修饰2",False,True,False,False,"Hypérion","Hypérion","Hypérion",1116
216,"修饰2",False,True,False,False,"","","",1121
217,"修饰2",False,True,False,False,"Olympe","Olympe","Olympe",1129
218,"修饰2",False,False,False,True,"des Mahlstroms","","",0
219,"修饰2",False,True,True,True,"艾欧泽亚","艾欧泽亚","艾欧泽亚",1151
220,"修饰2",False,False,True,False,"加雷马","加雷马","加雷马",1152
221,"修饰1",False,False,False,True,"Mhigois","","",0
222,"修饰1",False,True,False,False,"萨维奈","萨维奈","萨维奈",1171
223,"修饰1",False,True,False,False,"Danseur","Danseur","Danseur",1194
224,"修饰1",False,True,False,False,"纹章","纹章","纹章",1199
225,"修饰1",False,False,False,True,"大胃王","","",0
226,"修饰2",False,True,False,True,"狂诗曲","狂诗曲","狂诗曲",1242
227,"修饰2",False,False,False,True,"跑车","","",0
228,"修饰1",False,False,True,False,"Wark","","",0
229,"修饰1",False,False,True,False,"低语","","",0
230,"修饰2",False,True,False,False,"早起的","早起的","早起的",1345
231,"修饰2",False,False,False,True,"","","",0
232,"修饰2",False,False,False,True,"","","",0
233,"修饰2",False,True,True,True,"铜墙铁壁","铜墙铁壁","铜墙铁壁",1392
234,"体貌",False,False,False,True,"无人能敌","","",0
235,"修饰2",False,True,False,False,"王者之剑","王者之剑","王者之剑",1399
236,"修饰2",False,True,False,False,"","","",1456
237,"修饰2",False,True,False,False,"兄弟","兄弟","兄弟",1488
238,"修饰2",False,False,False,True,"小鸟","","",0
239,"修饰2",False,True,True,True,"一等","一等","一等",1490
240,"修饰1",False,True,False,False,"首","首","首",1542
241,"修饰2",False,True,False,False,"保持","保持","保持",1576
242,"概念",False,True,False,False,"刀","刀","刀",1598
243,"修饰2",False,True,False,False,"精金龟","精金龟","精金龟",1602
244,"",False,False,False,False,"","","",0
245,"体貌",False,False,False,True,"Ambre","","",0
246,"体貌",False,False,False,True,"紫水晶","","",0
247,"体貌",False,True,False,False,"绿柱石","","绿柱石",0
248,"概念",False,True,False,False,"Béryl","","Béryl",0
249,"体貌",False,False,False,True,"铜","","",0
250,"体貌",False,False,False,True,"Corail","","Corail",0
251,"体貌",False,True,True,False,"Superbe","Superbe","Superbe",234
252,"体貌",False,False,False,True,"甜蜜","","",0
253,"体貌",False,False,True,True,"临时","临时","临时",236
254,"体貌",False,False,True,False,"究极","","",0
255,"体貌",False,False,True,False,"Ultime","","",0
256,"体貌",False,True,False,True,"二愣子","二愣子","二愣子",322
257,"体貌",False,False,True,False,"奇迹","","",0
258,"体貌",False,False,True,False,"Néant","","",0
259,"体貌",False,False,True,False,"镇魂","","",0
260,"体貌",False,True,False,False,"Rêve","Rêve","Rêve",423
261,"体貌",False,False,False,True,"灵魂","","",0
262,"体貌",False,False,True,False,"恐惧","","",0
263,"体貌",False,False,False,True,"Wunder","","",0
264,"体貌",False,True,False,False,"红茄","红茄","红茄",477
265,"体貌",False,True,False,False,"公马","公马","公马",567
266,"体貌",False,True,False,False,"Montagnarde","Montagnarde","Montagnarde",617
267,"体貌",False,False,False,True,"推进","推进","推进",775
268,"体貌",False,False,False,True,"狱火","狱火","狱火",776
269,"体貌",False,True,False,False,"罗西南德","罗西南德","罗西南德",1131
270,"体貌",False,True,False,False,"Shiden","Shiden","Shiden",1136
271,"体貌",False,True,False,False,"生来","生来","生来",1383
272,"修饰1",False,False,True,False,"杀出","","",0
273,"修饰1",False,False,True,False,"妖异","妖异","妖异",1581
274,"修饰1",False,False,True,False,"巨大的","","",0
275,"性质",False,True,False,False,"Cuivré","Cuivré","Cuivré",31
276,"性质",False,True,False,False,"Goldenes","Goldenes","Goldenes",43
277,"性质",False,True,False,True,"浅红","浅红","浅红",56
278,"性质",False,False,False,True,"Noir","","",0
279,"性质",False,False,False,True,"赤红","","",0
280,"性质",False,False,False,True,"Rousse","","",0
281,"竞争",False,False,False,True,"Acier","","",0
282,"性质",False,True,False,False,"Cuivre","Cuivre","Cuivre",113
283,"修饰2",False,True,False,False,"Rubis","Rubis","Rubis",138
284,"性质",False,True,False,False,"绿松石","绿松石","绿松石",149
285,"性质",False,False,True,False,"酷","酷","酷",164
286,"性质",False,False,True,False,"Dunkle","","",0
287,"性质",False,True,False,False,"梦幻","梦幻","梦幻",174
288,"性质",False,False,False,True,"Klapprige","","",0
289,"性质",False,True,False,False,"Meilleur","Meilleur","Meilleur",202
290,"性质",False,False,False,True,"Meilleure","","",0
291,"性质",False,False,False,True,"神圣","","",0
292,"性质",False,False,False,True,"Sainte","","",0
293,"性质",False,True,False,False,"深思的","深思的","深思的",325
294,"性质",False,True,False,False,"Génie","Génie","Génie",396
295,"性质",False,True,False,False,"协调","协调","协调",399
296,"性质",False,False,False,True,"Ayu","","",0
297,"性质",False,False,False,True,"蝙蝠","","",0
298,"性质",False,False,False,True,"腿","","",0
299,"性质",False,False,False,True,"Licorne","","",0
300,"性质",False,False,False,True,"鹈鹕","","",0
301,"性质",False,False,False,True,"Penne","","",0
302,"性质",False,False,False,True,"Poussinet","","",0
303,"概念",False,True,False,False,"乌鸦","乌鸦","乌鸦",558
304,"竞争",False,False,False,True,"尾","","",0
305,"概念",False,True,False,False,"Septentrional","Septentrional","Septentrional",636
306,"性质",False,False,False,True,"Akatsuki","","",0
307,"性质",False,False,False,True,"Aki","","",0
308,"性质",False,True,False,True,"Orage","Orage","Orage",707
309,"性质",False,False,False,True,"夏","","",0
310,"性质",False,False,False,True,"追风","","",0
311,"性质",False,True,False,True,"劲风","劲风","劲风",740
312,"性质",False,False,False,True,"Urara","","",0
313,"性质",False,True,False,False,"Kodama","Kodama","Kodama",777
314,"性质",False,False,False,True,"量子","","",0
315,"性质",False,False,False,True,"闪耀的","","",0
316,"性质",False,False,True,False,"斧子","","",0
317,"性质",False,False,True,False,"弹道","弹道","弹道",807
318,"性质",False,False,True,False,"不言败","","",0
319,"性质",False,True,False,False,"Sautant","Sautant","Sautant",928
320,"性质",False,True,False,False,"迅雷不及掩耳的","迅雷不及掩耳的","迅雷不及掩耳的",934
321,"性质",False,True,False,False,"获胜","获胜","获胜",941
322,"称号",False,True,False,True,"偶像","偶像","偶像",985
323,"性质",False,True,False,True,"Millénium","Millénium","Millénium",1078
324,"性质",False,False,False,True,"千年","","",0
325,"性质",False,True,False,True,"五","五","五",1090
326,"性质",False,False,False,True,"十","","",0
327,"性质",False,False,False,True,"十一","","",0
328,"性质",False,False,False,True,"Yamato","","",0
329,"性质",False,False,False,True,"格里达尼亚","","",0
330,"性质",False,True,False,False,"马车","马车","马车",1183
331,"性质",False,True,False,False,"哭","哭","哭",1190
332,"性质",False,False,False,True,"落汤鸡","","",0
333,"性质",False,False,False,True,"","","",0
334,"性质",False,False,False,True,"","","",0
335,"性质",False,False,True,False,"清扫","","",0
336,"性质",False,False,True,False,"久经锻炼的","","",0
337,"性质",False,False,True,False,"仙人彩","","",0
338,"性质",False,False,False,True,"第三","","",0
339,"性质",False,False,False,True,"接","","",0
340,"性质",False,True,False,False,"马后","马后","马后",1318
341,"性质",False,True,False,False,"第六","第六","第六",1332
342,"修饰1",False,False,False,True,"兄弟的","","",0
343,"天文地理",False,False,True,False,"劳班的","","",0
344,"修饰1",False,False,True,False,"","","",1379
345,"修饰1",False,False,True,False,"神奇的小鸟","","",0
346,"修饰1",False,False,True,False,"接雨草","","",0
347,"性质",False,False,False,True,"","","",0
348,"性质",False,True,False,False,"滚滚","滚滚","滚滚",1450
349,"性质",False,True,False,False,"真言","真言","真言",1454
350,"性质",False,False,False,True,"因素","因素","因素",1455
351,"性质",False,False,True,False,"围裙","围裙","围裙",1460
352,"性质",False,False,True,False,"魔蛇鸟","","",0
353,"性质",False,False,True,False,"小贼","","",0
354,"修饰1",False,True,True,True,"鱼","鱼","鱼",1475
355,"修饰1",False,False,True,True,"敢死队","敢死队","敢死队",1476
356,"概念",False,True,False,True,"帮手","帮手","帮手",1526
357,"性质",False,False,False,True,"棍儿","","",0
358,"性质",False,False,False,True,"自由","","",0
359,"性质",False,False,True,False,"秘银","","",0
360,"性质",False,False,True,False,"鬃","","",0
361,"性质",False,False,True,False,"理想的","","",0
362,"性质",False,True,False,False,"炸裂","炸裂","炸裂",1579
363,"概念",False,False,False,True,"Gelbes","","",0
364,"概念",False,False,False,True,"黄金","","",0
365,"动物",False,True,False,False,"Goldene","","Goldene",0
366,"概念",False,True,True,True,"碧","碧","碧",44
367,"概念",False,False,True,False,"淡色","淡色","淡色",64
368,"概念",False,True,True,False,"Pers","Pers","Pers",65
369,"概念",False,False,False,True,"Pourpre","","",0
370,"概念",False,False,False,True,"黑色","","",0
371,"概念",False,False,False,True,"Adorée","","",0
372,"概念",False,True,False,False,"Excellente","Excellente","Excellente",173
373,"概念",False,True,True,True,"特殊","特殊","特殊",230
374,"动物",False,True,False,False,"旋转的","旋转的","旋转的",355
375,"概念",False,False,False,True,"Ange","","",0
376,"概念",False,False,False,True,"小鸡","小鸡","小鸡",365
377,"概念",False,True,False,False,"希望","希望","希望",380
378,"概念",False,True,False,False,"Capucine","Capucine","Capucine",435
379,"概念",False,False,True,False,"Clématite","","",0
380,"概念",False,False,False,True,"Fleur","Fleur","Fleur",441
381,"概念",False,False,False,True,"芙罗拉","","",0
382,"修饰2",False,True,False,False,"Gingembre","Gingembre","Gingembre",445
383,"概念",False,False,False,True,"姜","","",0
384,"概念",False,False,False,True,"菖蒲","","",0
385,"性质",False,True,False,False,"Kaede","Kaede","Kaede",451
386,"修饰2",False,False,True,False,"Kiku","","",0
387,"修饰2",False,False,True,False,"月桂","","",0
388,"修饰2",False,False,True,False,"Lavande","","",0
389,"动物",False,True,False,False,"兰","兰","兰",468
390,"概念",False,False,False,True,"Pomme","","",0
391,"概念",False,False,True,False,"柠檬","柠檬","柠檬",481
392,"概念",False,False,False,True,"毒蛇","","",0
393,"概念",False,True,False,True,"骑马","骑马","骑马",534
394,"概念",False,False,True,False,"祖","祖","祖",581
395,"概念",False,True,True,False,"彗星","彗星","彗星",587
396,"概念",False,False,False,True,"悬崖","","",0
397,"动物",False,True,False,False,"星","星","星",595
398,"概念",False,False,False,True,"海王星","海王星","海王星",621
399,"概念",False,True,False,False,"Arashi","Arashi","Arashi",661
400,"概念",False,True,False,False,"夜","夜","夜",703
401,"概念",False,True,True,True,"天","天","天",724
402,"修饰2",False,True,False,False,"雪","雪","雪",725
403,"概念",False,True,False,False,"Ombre","Ombre","Ombre",780
404,"概念",False,True,False,True,"电光一闪","电光一闪","电光一闪",792
405,"概念",False,True,False,False,"枪兵","枪兵","枪兵",838
406,"概念",False,False,True,False,"辅佐官","辅佐官","辅佐官",840
407,"概念",False,False,False,True,"最高司令","最高司令","最高司令",841
408,"概念",False,True,False,False,"坚韧的","坚韧的","坚韧的",850
409,"概念",False,False,True,False,"Sergent","","Sergent",0
410,"性质",False,True,False,False,"赛鸟","赛鸟","赛鸟",878
411,"概念",False,False,False,True,"Coureuse","Coureuse","Coureuse",884
412,"修饰2",False,True,False,False,"飞驰的","飞驰的","飞驰的",891
413,"性质",False,True,False,False,"Galopant","Galopant","Galopant",901
414,"概念",False,True,False,True,"伯爵夫人","伯爵夫人","伯爵夫人",956
415,"概念",False,False,False,True,"Jeune","","",0
416,"概念",False,True,True,True,"Majesté","Majesté","Majesté",1002
417,"概念",False,True,True,True,"父母","父母","父母",1019
418,"概念",True,False,False,False,"陛下","","",0
419,"概念",False,False,False,True,"巨大的","","",0
420,"概念",False,False,False,True,"Maximal","Maximal","Maximal",1076
421,"概念",False,True,False,False,"老迈的","老迈的","老迈的",1082
422,"概念",False,False,False,True,"赞茜","","",0
423,"概念",False,False,False,True,"舞","","",0
424,"概念",False,True,False,False,"友谊第一","友谊第一","友谊第一",1352
425,"概念",False,True,False,False,"救世主","救世主","救世主",1420
426,"概念",False,False,True,False,"保守","","",0
427,"植物",True,False,False,False,"Brun","","",0
428,"植物",True,False,False,False,"Grüne","","",0
429,"植物",True,False,False,False,"Silber","","",0
430,"植物",False,False,False,True,"白金","","",0
431,"植物",False,True,False,False,"Klappriges","Klappriges","Klappriges",197
432,"植物",False,False,False,True,"柔软的","","",0
433,"植物",False,False,False,True,"最大","","",0
434,"植物",False,False,False,True,"Méritant","","",0
435,"植物",False,False,False,True,"理想的","","",0
436,"植物",False,False,False,True,"Charmanter","","",0
437,"植物",False,False,False,True,"优雅的","","",0
438,"植物",False,False,False,True,"安静的","","",0
439,"植物",False,True,False,False,"传奇","传奇","传奇",405
440,"植物",False,False,True,False,"Coriandre","","",0
441,"植物",False,False,False,True,"","","",0
442,"植物",False,True,False,False,"脚","脚","脚",521
443,"植物",False,False,False,True,"狐狸","","",0
444,"植物",False,True,False,False,"Fuchs","","Fuchs",0
445,"植物",False,False,False,True,"银河","","",0
446,"植物",False,True,False,False,"银河系","银河系","银河系",599
447,"植物",False,True,True,True,"波浪","波浪","波浪",743
448,"植物",False,False,False,True,"爆炸","","",0
449,"植物",False,False,True,True,"Flamboyante","","",0
450,"植物",False,True,False,True,"Flamme","","Flamme",0
451,"植物",True,False,False,False,"闪亮的","","",0
452,"植物",True,False,False,False,"Amirale","","",0
453,"植物",False,True,False,False,"斗士","斗士","斗士",829
454,"植物",False,False,False,True,"炸弹","","",0
455,"植物",False,False,False,True,"强袭","","",0
456,"植物",False,True,False,False,"Tapfere","Tapfere","Tapfere",860
457,"植物",False,False,False,True,"Défi","","",0
458,"植物",False,True,True,False,"名望","名望","名望",906
459,"植物",False,False,False,True,"千里马","","",0
460,"植物",False,False,False,True,"Comte","","",0
461,"植物",True,False,False,False,"公爵夫人","","",0
462,"植物",True,False,False,False,"Duchesse","","",0
463,"植物",False,False,False,True,"Held","","",0
464,"植物",False,False,False,True,"英雄","","",0
465,"植物",False,False,False,True,"Maestro","","",0
466,"",False,False,False,False,"","","",0
467,"植物",False,True,True,True,"Seigneur","Seigneur","Seigneur",1036
468,"植物",False,True,False,False,"三","三","三",1056
469,"植物",False,False,True,False,"无限","","",0
470,"植物",False,False,False,True,"四","","",0
471,"植物",False,True,True,True,"Letzter","Letzter","Letzter",1071
472,"概念",False,False,False,True,"Quatorzième","","",0
473,"植物",False,False,False,True,"Asuka","","",0
474,"植物",False,False,False,True,"杰克","","",0
475,"植物",False,True,False,False,"舞动的","舞动的","舞动的",1193
476,"植物",False,True,True,True,"基萨尔","基萨尔","基萨尔",1209
477,"植物",False,False,True,True,"Quadrille","","",0
478,"植物",True,False,False,False,"鸟鞍","","",0
479,"植物",False,False,False,True,"魅力","","",0
480,"植物",False,False,False,True,"艾恩","","",0
481,"植物",False,False,True,False,"干杯","干杯","干杯",1629
482,"动物",False,True,False,False,"Ambré","","Ambré",0
483,"动物",False,False,False,True,"Blaues","","",0
484,"动物",False,False,False,True,"Bleu","","",0
485,"动物",False,True,True,True,"Grüner","Grüner","Grüner",47
486,"修饰1",False,True,False,False,"Schwarzer","Schwarzer","Schwarzer",77
487,"动物",True,False,False,False,"Silberne","","",0
488,"动物",False,True,False,False,"黄","黄","黄",95
489,"动物",False,True,False,False,"Airain","Airain","Airain",100
490,"动物",False,False,False,True,"青铜","","",0
491,"动物",False,True,False,False,"Charbon","Charbon","Charbon",107
492,"动物",False,True,False,False,"Seidiges","Seidiges","Seidiges",144
493,"动物",False,True,False,False,"Adoré","Adoré","Adoré",153
494,"",False,False,False,False,"","","",0
495,"",False,False,False,False,"","","",0
496,"动物",False,False,False,True,"战栗的","","",0
497,"动物",False,False,False,True,"Saurer","","",0
498,"动物",False,True,False,False,"Edle","Edle","Edle",257
499,"",False,False,False,False,"","","",0
500,"动物",False,True,False,True,"Audacieuse","Audacieuse","Audacieuse",279
501,"",False,False,False,False,"","","",0
502,"动物",False,False,False,True,"Chanceuse","","",0
503,"动物",False,False,False,True,"Fringant","","",0
504,"",False,False,False,False,"","","",0
