key,0,1,2,3,4,5,6,7,8,9,10
3.3,3,"Y'SHTOLA","Meng Lu Yang","Ai Kayano","","","URIANGER","Bei Cheng Liu","KENN","",""
3.4,3,"CID","Qiu Jia","Rikiya Koyama","","","BIGGS","Fan Hai","Go Inoue","",""
3.5,3,"AYMERIC","Zhiqing Xia","Tatsuhisa Suzuki","","","LUCIA","Shuai Zhou","Sayaka Ohara","",""
3.6,3,"MIDGARDSORMR","Yuzhu Cheng","Taketora","","","ESTINIEN","Lei Wu","Kenji Hamada","",""
3.7,2,"SHIVA, ICEHEART","Junhua Feng","Maaya Uchida","","","","","","",""
3.8,3,"HILDA","Dian Tao","Yuka Keicho","","","MATOYA","Siyun Wei","Yu Sugimoto","",""
3.9,3,"RAUBAHN ALDYNN","Bo Peng","Hiroki Yasumoto","","","KAN-E-SENNA","Hai Tian Hong","Rie Tanaka","",""
3.10,3,"MERLWYB BLOEFHISWYN","Yin Huang","Atsuko Tanaka","","","YUGIRI","Churong Fan","Rina Satoh","",""
3.11,3,"LOLORITO","Kang Ni","Hisashi Izumi","","","DEWLALA","Peihua Yao","Gara Takashima","",""
3.12,3,"PIPIN","Wei Zhai","Nobuyuki Hiyama","","","EYNZAHR SLAFYRSYN","Qian Hu","Shigeo Kiyama","",""
3.13,3,"ILBERD","Xin Sun","Hiroshi Shirokuma","","","MERIEL","Qi Zhang","Yu Sugimoto","",""
3.14,3,"ZEPHIRIN","Jiajie Wang","Yasuaki Takumi","","","CHARIBERT","Tiantian Xie","Kiyotaka Furushima","",""
3.15,3,"VARIS","Nan Gui","Jouji Nakata","","","REGULA","Lu Zhao","Jurota Kosugi","",""
3.16,3,"THORDAN","Chong Fu","Shinpachi Tsuji","","","ELIDIBUS","Yao Liu","Akira Ishida","",""
3.17,3,"LAHABREA","Yijia Liu","Shuichi Ikeda","","","IGEYORHM","Xiangtong Wu","Ai Orikasa","",""
3.18,2,"HYDAELYN","Yuling Jiang","Masako Ikeda","","","","","","",""
3.19,2,"EDMONT","Wei Wang","Ikuya Sawaki","","","","","","",""
3.20,2,"HAURCHEFANT","Lei Shen","Masakazu Nishida","","","","","","",""
4.0,1,"Title Logo Designer and Image Illustrator","Yoshitaka Amano","","","","","","","",""
5.0,1,"Main Theme Composer","Nobuo Uematsu","","","","","","","",""
6.0,3,"ALPHINAUD","Yan Qian Luo","Shinnosuke Tachibana","","","TATARU","Hai Tian Hong","Mariya Ise","",""
7.0,3,"Y'SHTOLA","Meng Lu Yang","Ai Kayano","","","URIANGER","Bei Cheng Liu","KENN","",""
8.0,3,"CID","Qiu Jia","Rikiya Koyama","","","BIGGS","Fan Hai","Go Inoue","",""
9.0,3,"AYMERIC","Zhiqing Xia","Tatsuhisa Suzuki","","","LUCIA","Shuai Zhou","Sayaka Ohara","",""
10.0,3,"MIDGARDSORMR","Yuzhu Cheng","Taketora","","","ESTINIEN","Lei Wu","Kenji Hamada","",""
11.0,2,"SHIVA, ICEHEART","Junhua Feng","Maaya Uchida","","","","","","",""
12.0,3,"HILDA","Dian Tao","Yuka Keicho","","","MATOYA","Siyun Wei","Yu Sugimoto","",""
13.0,3,"RAUBAHN ALDYNN","Bo Peng","Hiroki Yasumoto","","","KAN-E-SENNA","Hai Tian Hong","Rie Tanaka","",""
14.0,3,"MERLWYB BLOEFHISWYN","Yin Huang","Atsuko Tanaka","","","YUGIRI","Churong Fan","Rina Satoh","",""
15.0,3,"LOLORITO","Kang Ni","Hisashi Izumi","","","DEWLALA","Peihua Yao","Gara Takashima","",""
16.0,3,"PIPIN","Wei Zhai","Nobuyuki Hiyama","","","EYNZAHR SLAFYRSYN","Qian Hu","Shigeo Kiyama","",""
17.0,3,"ILBERD","Xin Sun","Hiroshi Shirokuma","","","MERIEL","Qi Zhang","Yu Sugimoto","",""
18.0,3,"ZEPHIRIN","Jiajie Wang","Yasuaki Takumi","","","CHARIBERT","Tiantian Xie","Kiyotaka Furushima","",""
19.0,3,"VARIS","Nan Gui","Jouji Nakata","","","REGULA","Lu Zhao","Jurota Kosugi","",""
20.0,3,"THORDAN","Chong Fu","Shinpachi Tsuji","","","ELIDIBUS","Yao Liu","Akira Ishida","",""
21.0,3,"LAHABREA","Yijia Liu","Shuichi Ikeda","","","IGEYORHM","Xiangtong Wu","Ai Orikasa","",""
22.0,2,"HYDAELYN","Yuling Jiang","Masako Ikeda","","","","","","",""
23.0,2,"EDMONT","Wei Wang","Ikuya Sawaki","","","","","","",""
24.0,2,"HAURCHEFANT","Lei Shen","Masakazu Nishida","","","","","","",""
25.0,1,"Title Logo Designer and Image Illustrator","Yoshitaka Amano","","","","","","","",""
26.0,1,"Main Theme Composer","Nobuo Uematsu","","","","","","","",""
27.0,2,"LYSE","Anqi Zhang","Aya Endo","","","","","","",""
28.0,3,"ALPHINAUD","Yanqian Luo","Shinnosuke Tachibana","","","ALISAIE","Qi Zhang","Rie Murakawa","",""
29.0,2,"RAUBAHN","Bo Peng","Hiroki Yasumoto","","","","","","",""
30.0,3,"PIPIN","Wei Zhai","Nobuyuki Hiyama","","","CONRAD","Danqing Li","Kenji Hamada","",""
31.0,2,"HIEN","Yue Bai / Sijun Wang","Katsuyuki Konishi","","","","","","",""
32.0,3,"YUGIRI","Churong Fan","Rina Satoh","","","GOSETSU","Guoqing Yuan","Yosuke Akimoto","",""
33.0,3,"YOTSUYU","Haitian Hong","Shizuka Itoh","","","SOROBAN","Yue Bai","Yuichi Nakamura","",""
34.0,2,"FORDOLA","Li Jiang","Marika Hayashi","","","","","","",""
35.0,2,"ZENOS","Yang Ma","Kohsuke Toriumi","","","","","","",""
36.0,1,"Title Logo Designer & Image Illustrator","Yoshitaka Amano","","","","","","","",""
37.0,1,"Main Theme Composer","Masayoshi Soken","","","","","","","",""
38.0,3,"ALPHINAUD","Yanqian Luo","Shinnosuke Tachibana","","","ALISAIE","Qi Zhang","Rie Murakawa","",""
39.0,3,"THANCRED","Qichang Gao","Yuichi Nakamura","","","RYNE","Min Pan","Kana Ichinose","",""
40.0,3,"URIANGER","Beichen Liu","KENN","","","Y'SHTOLA","Menglu Yang","Ai Kayano","",""
41.0,3,"TATARU","Haitian Hong","Mariya Ise","","","ORACLE OF LIGHT","Jia Zhan","Yuna Kamakura","",""
42.0,3,"FEO UL","Xiaotong Wang","Minami Takahashi","","","LYNA","Lizhen Yan","Yoshino Nanjo","",""
43.0,3,"KAI-SHIRR","Zhihao Qiao","Mutsuki Iwanaka","","","TESLEEN","Ziyi Qin","Asumi Yoneyama","",""
44.0,3,"RUNAR","Yijia Liu","Itaru Yamamoto","","","MAGNUS","Bo Peng","Yasuhiro Mamiya","",""
45.0,3,"CHAI-NUZZ","Haotian Chen","Riki Kitazawa","","","DULIA-CHAI","Xiangtong Wu","Yuka Keicho","",""
46.0,3,"VAUTHRY","Zongzhe Xu","Yasuhiro Mamiya","","","RAN'JIT","Guoqing Yuan","Akio Nojima","",""
47.0,3,"GAIUS","Xianglong Meng","Akio Otsuka","","","ESTINIEN","Lei Wu","Kenji Hamada","",""
48.0,3,"ZENOS","Yang Ma","Kohsuke Toriumi","","","VARIS","Nan Gui","Jouji Nakata","",""
49.0,2,"CRYSTAL EXARCH","Ruikang Xiong","Yuma Uchida","","","","","","",""
50.0,2,"EMET-SELCH","Zhaokun Liu","Hiroki Takahashi","","","","","","",""
51.0,2,"ARDBERT","Yifeng Guo","Junichi Suwabe","","","","","","",""
52.0,1,"Title Logo Designer & Image Illustrator","Yoshitaka Amano","","","","","","","",""
53.0,2,"ALPHINAUD","Yanqian Luo","Shinnosuke Tachibana","","","","","","",""
54.0,2,"G'RAHA TIA","Ruikang Xiong","Yuma Uchida","","","","","","",""
55.0,2,"ESTINIEN","Lei Wu","Kenji Hamada","","","","","","",""
56.0,2,"Y'SHTOLA","Menglu Yang","Ai Kayano","","","","","","",""
57.0,2,"THANCRED","Qichang Gao","Yuichi Nakamura","","","","","","",""
58.0,2,"URIANGER","Beichen Liu","KENN","","","","","","",""
59.0,2,"ALISAIE","Qi Zhang","Rie Murakawa","","","","","","",""
60.0,3,"LIVINGWAY","Minyan Li","Aya Suzaki","","","MAPPINGWAY","Haorui Li","Ayaka Shimoyamada","",""
61.0,3,"GROWINGWAY","Fei Liu","Tadaaki Doi","","","PUDDINGWAY","Haitian Hong","Mizue Tsunashima","",""
62.0,3,"SICARD","Ziqi Gan","Kenji Hamada","","","EMMANELLAIN","Runqiu Chen","Kengo Takanashi","",""
63.0,3,"LUCIA","Shuai Zhou","Sayaka Ohara","","","MAXIMA","Jian Zhong","Ryota Takeuchi","",""
64.0,3,"NANAMO","Yaxin Wang","Mariya Ise","","","HANCOCK","Lei Wu","Kengo Takanashi","",""
65.0,3,"A-RUHN-SENNA","Xueting Mu","Kohei Amasaki","","","LYSE","Anqi Zhang","Aya Endo","",""
66.0,3,"CIRINA","Suling Tang","Marie Miyake","","","SADU","Ye Li","Rie Tanaka","",""
67.0,3,"JULLUS","Ziqi Gan","Ryota Suzuki","","","QUINTUS","Shengzhang Dong","Hiroya Egashira","",""
68.0,3,"VRTRA","Yijia Liu","Jun Fukushima","","","AHEWANN","Jian Zhong","Yutaka Aoyama","",""
69.0,3,"NIDHANA","Yu Chen","You Taichi","","","MATSYA","Chengwei Ma","Chihiro Ueda","",""
70.0,3,"GARUDA","Suling Tang","Rie Tanaka","","","SUSANO","Shengzhang Dong","Takuya Nakashima","",""
71.0,3,"FOURCHENAULT","Ming Zhao","Kenyu Horiuchi","","","AMELIANCE","Churong Fan","Rie Tanaka","",""
72.0,3,"CID","Qiu Jia","Rikiya Koyama","","","KOKKOL DANKKOL","Nan Gui","Kenichirou Matsuda","",""
73.0,3,"BARNIER","Wei Wang","Mitsuaki Hoshino","","","MONTICHAIGNE","Bin Liu","Yutaka Aoyama","",""
74.0,2,"ERENVILLE","Songtao Yu","Rikuya Yasuda","","","","","","",""
75.0,3,"WILFSUNN","Jian Zhong","Hiroya Egashira","","","BLOEWYDA","Churong Fan","Chihiro Ueda","",""
76.0,3,"HOARY BOULDER","Chenfei Yang","Yasutaka Tomioka","","","SOROBAN","Yao Liu","Yuichi Nakamura","",""
77.0,2,"ASAHI","Shengbo Liu","Junichi Yanagita","","","","","","",""
78.0,2,"TATARU","Haitian Hong","Mariya Ise","","","","","","",""
79.0,2,"KRILE","Yuanzhen Xie","Yoshino Nanjo","","","","","","",""
80.0,3,"ELIDIBUS","Yao Liu","Akira Ishida","","","HYTHLODAEUS","Xiang Xu","Soichiro Hoshi","",""
81.0,2,"EMET-SELCH","Zhaokun Liu","Hiroki Takahashi","","","","","","",""
82.0,2,"HERMES & AMON","Baichao Wang","Yoshitsugu Matsuoka","","","","","","",""
83.0,2,"METEION & THE ENDSINGER","Ying Xie","Atsumi Tanezaki","","","","","","",""
84.0,2,"VENAT & HYDAELYN","Qingqing Du","Kikuko Inoue","","","","","","",""
85.0,2,"ZENOS","Yang Ma","Kohsuke Toriumi","","","","","","",""
86.0,1,"Title Logo Designer & Image Illustrator","Yoshitaka Amano","","","","","","","",""
87.0,2,"WUK LAMAT","Yu Chen","Ayaka Shimoyamada","","","","","","",""
88.0,3,"KRILE","Yilei Liu","Yoshino Nanjo","","","G'RAHA TIA","Ruikang Xiong","Yuma Uchida","",""
89.0,3,"ERENVILLE","Songtao Yu","Rikuya Yasuda","","","CAHCIUA","Xue Liu","Sayuri Yahagi","",""
90.0,2,"SPHENE","Tong Zeng","Lynn","","","","","","",""
91.0,3,"ALPHINAUD","Zhi An","Shinnosuke Tachibana","","","ESTINIEN","Lei Wu","Kenji Hamada","",""
92.0,3,"ALISAIE","Qi Zhang","Rie Murakawa","","","Y'SHTOLA","Tingting Chen","Ai Kayano","",""
93.0,3,"THANCRED","Yuze Sang","Yuichi Nakamura","","","URIANGER","Beichen Liu","KENN","",""
94.0,3,"BAKOOL JA JA","Ji Huang","Shunsuke Takeuchi","","","SAREEL JA","Haotian Chen","Nobuo Tobita","",""
95.0,2,"OTIS","Yuxuan Liu","Hiroshi Tsuchida","","","","","","",""
96.0,3,"ROBOR","Pei Zhang","Yuki Tamai","","","ALAYLA","Liu Jing","Sayaka Ohara","",""
97.0,2,"GULOOL JA","Zirui Ge","Hitomi Sekine","","","","","","",""
98.0,3,"SHALE","Yixuan Chen","Natsumi Fujiwara","","","NAMIKKA","Lei Huang","Yoko Imaizumi","",""
99.0,3,"ZEKOWA","Chengwei Ma","Kohei Amasaki","","","WAWLIKA","Yuxuan Liu","Yasuhiro Mamiya","",""
100.0,3,"SHENZA","Binning Liu","Daiki Yamashita","","","ZAWPYA","Fei Liu","Go Inoue","",""
101.0,2,"KETENRAMM","Yuhang Wang","Tessyo Genda","","","","","","",""
102.0,3,"VORPORLOR","Haotian Chen","Itaru Yamamoto","","","GURFURLUR","Shengzhang Dong","Jiro Saito","",""
103.0,3,"HUNMU RRUK","Yang Zhao","Kentaro Tone","","","MIILAL JA","Yingying Wang","Saeko Akiho","",""
104.0,3,"WUK EVU","Yifan Wang","Jiro Saito","","","MABLU","Zhao Nan","Emiri Iwai","",""
105.0,2,"KOANA","Fei Liu","Kaito Ishikawa","","","","","","",""
106.0,2,"ZORAAL JA","Wei Chen","Daisuke Ono","","","","","","",""
107.0,2,"GULOOL JA JA","Fulu Yang","Kenichirou Matsuda","","","","","","",""
