key,0,1,2,3,4
90,"稀有度1","11","1",13,"稀有度1（普通品质）"
91,"稀有度2","11","1",14,"稀有度2（普通品质）"
92,"稀有度3","11","1",15,"稀有度3（普通品质）"
93,"稀有度4","11","1",16,"稀有度4（普通品质）"
94,"稀有度5","11","1",17,"稀有度5（普通品质）"
95,"稀有度1","12","1",18,"稀有度1（优质）"
96,"稀有度2","12","1",19,"稀有度2（优质）"
97,"稀有度3","12","1",20,"稀有度3（优质）"
98,"稀有度4","12","1",21,"稀有度4（优质）"
99,"稀有度5","12","1",22,"稀有度5（优质）"
100,"乐谱","1","31",23,"音乐"
101,"砖瓦","1","3",24,"咖啡厅"
102,"第4赛季水晶冲突：王者","3227","3227",3227,"第4赛季水晶冲突：王者"
103,"第4赛季水晶冲突：勇者","3228","3228",3228,"第4赛季水晶冲突：勇者"
104,"第4赛季水晶冲突：获奖者","3229","3229",3229,"第4赛季水晶冲突：获奖者"
105,"第4赛季水晶冲突：水晶","3230","3230",3230,"第4赛季水晶冲突：水晶"
106,"第4赛季水晶冲突：钻石","3231","3231",3231,"第4赛季水晶冲突：钻石"
107,"第4赛季水晶冲突：白金","3232","3232",3232,"第4赛季水晶冲突：白金"
108,"第4赛季水晶冲突：黄金","3233","3233",3233,"第4赛季水晶冲突：黄金"
109,"第4赛季水晶冲突：白银","3234","3234",3234,"第4赛季水晶冲突：白银"
110,"第4赛季水晶冲突：青铜","3235","3235",3235,"第4赛季水晶冲突：青铜"
111,"第5赛季水晶冲突：王者","3236","3236",3236,"第5赛季水晶冲突：王者"
112,"第5赛季水晶冲突：勇者","3237","3237",3237,"第5赛季水晶冲突：勇者"
113,"第5赛季水晶冲突：获奖者","3238","3238",3238,"第5赛季水晶冲突：获奖者"
114,"第5赛季水晶冲突：水晶","3239","3239",3239,"第5赛季水晶冲突：水晶"
115,"第5赛季水晶冲突：钻石","3240","3240",3240,"第5赛季水晶冲突：钻石"
116,"第5赛季水晶冲突：白金","3241","3241",3241,"第5赛季水晶冲突：白金"
117,"第5赛季水晶冲突：黄金","3242","3242",3242,"第5赛季水晶冲突：黄金"
118,"第5赛季水晶冲突：白银","3243","3243",3243,"第5赛季水晶冲突：白银"
119,"第5赛季水晶冲突：青铜","3244","3244",3244,"第5赛季水晶冲突：青铜"
120,"猎隼阵营","3004","3004",3004,"猎隼阵营"
121,"渡鸦阵营","3005","3005",3005,"渡鸦阵营"
122,"友好部族任务：仙子族","1","2311",2311,"友好部族任务：仙子族"
123,"友好部族任务：奇塔利族","1","2312",2312,"友好部族任务：奇塔利族"
124,"友好部族任务：矮人族","1","2313",2313,"友好部族任务：矮人族"
125,"友好部族任务：悌阳象族","1","2314",2314,"友好部族任务：悌阳象族"
126,"友好部族任务：兔兔族","1","2316",2316,"友好部族任务：兔兔族"
127,"欧米茄绝境验证战","2504","2504",2504,"欧米茄绝境验证战"
128,"深层迷宫：正统优雷卡1","1","2358",2358,"深层迷宫：正统优雷卡1"
129,"深层迷宫：正统优雷卡2","1","2359",2359,"深层迷宫：正统优雷卡2"
130,"第七星历编年史：四圣兽奇谭","2251","1",2251,"第七星历编年史：四圣兽奇谭"
131,"开拓无人岛1","2340","2340",2340,"开拓无人岛1"
132,"开拓无人岛2","2341","2341",2341,"开拓无人岛2"
133,"第6赛季水晶冲突：王者","3245","3245",3245,"第6赛季水晶冲突：王者"
134,"第6赛季水晶冲突：勇者","3246","3246",3246,"第6赛季水晶冲突：勇者"
135,"第6赛季水晶冲突：获奖者","3247","3247",3247,"第6赛季水晶冲突：获奖者"
136,"第6赛季水晶冲突：水晶","3248","3248",3248,"第6赛季水晶冲突：水晶"
137,"第6赛季水晶冲突：钻石","3249","3249",3249,"第6赛季水晶冲突：钻石"
138,"第6赛季水晶冲突：白金","3250","3250",3250,"第6赛季水晶冲突：白金"
139,"第6赛季水晶冲突：黄金","3251","3251",3251,"第6赛季水晶冲突：黄金"
140,"第6赛季水晶冲突：白银","3252","3252",3252,"第6赛季水晶冲突：白银"
141,"第6赛季水晶冲突：青铜","3253","3253",3253,"第6赛季水晶冲突：青铜"
142,"第7赛季水晶冲突：王者","3254","3254",3254,"第7赛季水晶冲突：王者"
143,"第7赛季水晶冲突：勇者","3255","3255",3255,"第7赛季水晶冲突：勇者"
144,"第7赛季水晶冲突：获奖者","3256","3256",3256,"第7赛季水晶冲突：获奖者"
145,"第7赛季水晶冲突：水晶","3257","3257",3257,"第7赛季水晶冲突：水晶"
146,"第7赛季水晶冲突：钻石","3258","3258",3258,"第7赛季水晶冲突：钻石"
147,"第7赛季水晶冲突：白金","3259","3259",3259,"第7赛季水晶冲突：白金"
148,"第7赛季水晶冲突：黄金","3260","3260",3260,"第7赛季水晶冲突：黄金"
149,"第7赛季水晶冲突：白银","3261","3261",3261,"第7赛季水晶冲突：白银"
150,"第7赛季水晶冲突：青铜","3262","3262",3262,"第7赛季水晶冲突：青铜"
151,"东方青海波1","3006","3006",3006,"东方荒魂"
152,"东方青海波2","3007","3007",3007,"东方和魂"
153,"友好部族任务：甲人族","1","2308",2308,"友好部族任务：甲人族"
154,"友好部族任务：阿难陀族","1","2309",2309,"友好部族任务：阿难陀族"
155,"友好部族任务：鲶鱼精族","1","2310",2310,"友好部族任务：鲶鱼精族"
156,"青魔法师（简易）","2171","2171",2071,"青魔法师（简易）"
157,"青魔法师（华丽）","2171","2171",2171,"青魔法师（华丽）"
158,"时代的终结","2250","1",2250,"时代的终结"
159,"10周年纪念","3950","3950",3950,"10周年纪念"
160,"多变迷宫：六根山","2401","2401",2401,"多变迷宫：六根山"
161,"海钓爱好者","2343","2343",2343,"海钓爱好者"
162,"愿者上钩","2344","2344",2344,"愿者上钩"
163,"运筹帷幄","2350","2350",2350,"运筹帷幄"
164,"角力学校","3008","3008",3008,"角力学校"
165,"九霄云上","3009","3009",3009,"九霄云上"
166,"第8赛季水晶冲突：王者","3263","3263",3263,"第8赛季水晶冲突：王者"
167,"第8赛季水晶冲突：勇者","3264","3264",3264,"第8赛季水晶冲突：勇者"
168,"第8赛季水晶冲突：获奖者","3265","3265",3265,"第8赛季水晶冲突：获奖者"
169,"第8赛季水晶冲突：水晶","3266","3266",3266,"第8赛季水晶冲突：水晶"
170,"第8赛季水晶冲突：钻石","3267","3267",3267,"第8赛季水晶冲突：钻石"
171,"第8赛季水晶冲突：白金","3268","3268",3268,"第8赛季水晶冲突：白金"
172,"第8赛季水晶冲突：黄金","3269","3269",3269,"第8赛季水晶冲突：黄金"
173,"第8赛季水晶冲突：白银","3270","3270",3270,"第8赛季水晶冲突：白银"
174,"第8赛季水晶冲突：青铜","3271","3271",3271,"第8赛季水晶冲突：青铜"
175,"第9赛季水晶冲突：王者","3272","3272",3272,"第9赛季水晶冲突：王者"
176,"第9赛季水晶冲突：勇者","3273","3273",3273,"第9赛季水晶冲突：勇者"
177,"第9赛季水晶冲突：获奖者","3274","3274",3274,"第9赛季水晶冲突：获奖者"
178,"第9赛季水晶冲突：水晶","3275","3275",3275,"第9赛季水晶冲突：水晶"
179,"第9赛季水晶冲突：钻石","3276","3276",3276,"第9赛季水晶冲突：钻石"
180,"第9赛季水晶冲突：白金","3277","3277",3277,"第9赛季水晶冲突：白金"
181,"第9赛季水晶冲突：黄金","3278","3278",3278,"第9赛季水晶冲突：黄金"
182,"第9赛季水晶冲突：白银","3289","3279",3279,"第9赛季水晶冲突：白银"
183,"第9赛季水晶冲突：青铜","3280","3280",3280,"第9赛季水晶冲突：青铜"
184,"第10赛季水晶冲突：王者","3281","3281",3281,"第10赛季水晶冲突：王者"
185,"第10赛季水晶冲突：勇者","3282","3282",3282,"第10赛季水晶冲突：勇者"
186,"第10赛季水晶冲突：获奖者","3283","3283",3283,"第10赛季水晶冲突：获奖者"
187,"第10赛季水晶冲突：水晶","3284","3284",3284,"第10赛季水晶冲突：水晶"
188,"第10赛季水晶冲突：钻石","3285","3285",3285,"第10赛季水晶冲突：钻石"
189,"第10赛季水晶冲突：白金","3286","3286",3286,"第10赛季水晶冲突：白金"
190,"第10赛季水晶冲突：黄金","3287","3287",3287,"第10赛季水晶冲突：黄金"
191,"第10赛季水晶冲突：白银","3288","3288",3288,"第10赛季水晶冲突：白银"
192,"第10赛季水晶冲突：青铜","3289","3289",3289,"第10赛季水晶冲突：青铜"
193,"友好部族任务：瓦努族","1","2305",2305,"友好部族任务：瓦努族"
194,"友好部族任务：骨颌族","1","2306",2306,"友好部族任务：骨颌族"
195,"友好部族任务：莫古力族","1","2307",2307,"友好部族任务：莫古力族"
196,"艾欧泽亚神话","2252","2252",2252,"艾欧泽亚神话：哈罗妮"
197,"艾欧泽亚神话","2252","2253",2253,"艾欧泽亚神话：梅茵菲娜"
198,"艾欧泽亚神话","2252","2254",2254,"艾欧泽亚神话：沙利亚克"
199,"艾欧泽亚神话","2252","2255",2255,"艾欧泽亚神话：妮美雅"
200,"艾欧泽亚神话","2252","2256",2256,"艾欧泽亚神话：利姆莱茵"
201,"艾欧泽亚神话","2252","2257",2257,"艾欧泽亚神话：奥修昂"
202,"艾欧泽亚神话","2252","2258",2258,"艾欧泽亚神话：比尔格"
203,"艾欧泽亚神话","2252","2259",2259,"艾欧泽亚神话：拉尔戈"
204,"艾欧泽亚神话","2252","2260",2260,"艾欧泽亚神话：阿泽玛"
205,"艾欧泽亚神话","2252","2261",2261,"艾欧泽亚神话：纳尔札尔"
206,"艾欧泽亚神话","2252","2262",2262,"艾欧泽亚神话：诺菲卡"
207,"艾欧泽亚神话","2252","2263",2263,"艾欧泽亚神话：阿尔基克"
208,"多变迷宫：阿罗阿罗岛","2402","2402",2402,"多变迷宫：阿罗阿罗岛"
209,"天书奇谈","2351","2351",2351,"天书奇谈"
210,"幻巧拼图","2352","2352",2352,"幻巧拼图"
211,"金碟巨豆中心1","3951","3951",3951,"金碟巨豆中心1"
212,"金碟巨豆中心2","3952","3952",3952,"金碟巨豆中心2"
213,"金碟巨豆中心3","3953","3953",3953,"金碟巨豆中心3"
214,"妖怪手表","3954","3954",3954,"妖怪手表"
215,"蝰蛇剑士（简易）","2163","2163",2063,"蝰蛇剑士（简易）"
216,"蝰蛇剑士（华丽）","2163","2163",2163,"蝰蛇剑士（华丽）"
217,"绘灵法师（简易）","2170","2170",2070,"绘灵法师（简易）"
218,"绘灵法师（华丽）","2170","2170",2170,"绘灵法师（华丽）"
219,"火山之心","3010","3010",3010,"火山之心"
220,"机关大殿","3011","3011",3011,"机关大殿"
221,"第11赛季水晶冲突：王者","3290","3290",3290,"第11赛季水晶冲突：王者"
222,"第11赛季水晶冲突：勇者","3291","3291",3291,"第11赛季水晶冲突：勇者"
223,"第11赛季水晶冲突：获奖者","3292","3292",3292,"第11赛季水晶冲突：获奖者"
224,"第11赛季水晶冲突：水晶","3293","3293",3293,"第11赛季水晶冲突：水晶"
225,"第11赛季水晶冲突：钻石","3294","3294",3294,"第11赛季水晶冲突：钻石"
226,"第11赛季水晶冲突：白金","3295","3295",3295,"第11赛季水晶冲突：白金"
227,"第11赛季水晶冲突：黄金","3296","3296",3296,"第11赛季水晶冲突：黄金"
228,"第11赛季水晶冲突：白银","3297","3297",3297,"第11赛季水晶冲突：白银"
229,"第11赛季水晶冲突：青铜","3298","3298",3298,"第11赛季水晶冲突：青铜"
230,"友好部族任务：地灵族","1","2302",2302,"友好部族任务：地灵族"
231,"友好部族任务：妖精族","1","2301",2301,"友好部族任务：妖精族"
232,"友好部族任务：蜥蜴人族","1","2300",2300,"友好部族任务：蜥蜴人族"
233,"友好部族任务：鱼人族","1","2303",2303,"友好部族任务：鱼人族"
234,"友好部族任务：鸟人族","1","2304",2304,"友好部族任务：鸟人族"
235,"图莱尤拉1","1036","1036",1036,"图莱尤拉1"
236,"图莱尤拉2","1037","1037",1037,"图莱尤拉2"
237,"九号解决方案1","1038","1038",1038,"九号解决方案1"
238,"九号解决方案2","1039","1039",1039,"九号解决方案2"
239,"尘封秘岩","3013","3013",3013,"尘封秘岩"
240,"赤土红沙","3012","3012",3012,"赤土红沙"
241,"第12赛季水晶冲突：王者","3299","3299",3299,"第12赛季水晶冲突：王者"
242,"第12赛季水晶冲突：勇者","3300","3300",3300,"第12赛季水晶冲突：勇者"
243,"第12赛季水晶冲突：获奖者","3301","3301",3301,"第12赛季水晶冲突：获奖者"
244,"第12赛季水晶冲突：水晶","3302","3302",3302,"第12赛季水晶冲突：水晶"
245,"第12赛季水晶冲突：钻石","3303","3303",3303,"第12赛季水晶冲突：钻石"
246,"第12赛季水晶冲突：白金","3304","3304",3304,"第12赛季水晶冲突：白金"
247,"第12赛季水晶冲突：黄金","3305","3305",3305,"第12赛季水晶冲突：黄金"
248,"第12赛季水晶冲突：白银","3306","3306",3306,"第12赛季水晶冲突：白银"
249,"第12赛季水晶冲突：青铜","3307","3307",3307,"第12赛季水晶冲突：青铜"
250,"友好部族任务：佩鲁佩鲁族","1","2317",2317,"友好部族任务：佩鲁佩鲁族"
251,"伊修加德1","1020","1020",1020,"伊修加德1"
252,"伊修加德2","1021","1021",1021,"伊修加德2"
253,"田园郡1","1022","1022",1022,"田园郡1"
254,"田园郡2","1023","1023",1023,"田园郡2"
255,"黄金港1","1024","1024",1024,"黄金港1"
256,"黄金港2","1025","1025",1025,"黄金港2"
257,"神拳痕1","1026","1026",1026,"神拳痕1"
258,"神拳痕2","1027","1027",1027,"神拳痕2"
259,"水晶都1","1028","1028",1028,"水晶都1"
260,"水晶都2","1029","1029",1029,"水晶都2"
261,"游末邦1","1030","1030",1030,"游末邦1"
262,"游末邦2","1031","1031",1031,"游末邦2"
263,"旧萨雷安1","1032","1032",1032,"旧萨雷安1"
264,"旧萨雷安2","1033","1033",1033,"旧萨雷安2"
265,"拉札罕1","1034","1034",1034,"拉札罕1"
266,"拉札罕2","1035","1035",1035,"拉札罕2"
267,"荣誉野","3014","3014",3014,"荣誉野"
268,"昂萨哈凯尔","3015","3015",3015,"昂萨哈凯尔"
269,"第13赛季水晶冲突：王者","3308","3308",3308,"第13赛季水晶冲突：王者"
270,"第13赛季水晶冲突：勇者","3309","3309",3309,"第13赛季水晶冲突：勇者"
271,"第13赛季水晶冲突：获奖者","3310","3310",3310,"第13赛季水晶冲突：获奖者"
272,"第13赛季水晶冲突：水晶","3311","3311",3311,"第13赛季水晶冲突：水晶"
273,"第13赛季水晶冲突：钻石","3312","3312",3312,"第13赛季水晶冲突：钻石"
274,"第13赛季水晶冲突：白金","3313","3313",3313,"第13赛季水晶冲突：白金"
275,"第13赛季水晶冲突：黄金","3314","3314",3314,"第13赛季水晶冲突：黄金"
276,"第13赛季水晶冲突：白银","3315","3315",3315,"第13赛季水晶冲突：白银"
277,"第13赛季水晶冲突：青铜","3316","3316",3316,"第13赛季水晶冲突：青铜"
278,"第14赛季水晶冲突：王者","3317","3317",3317,"第14赛季水晶冲突：王者"
279,"第14赛季水晶冲突：勇者","3318","3318",3318,"第14赛季水晶冲突：勇者"
280,"第14赛季水晶冲突：获奖者","3319","3319",3319,"第14赛季水晶冲突：获奖者"
281,"第14赛季水晶冲突：水晶","3320","3320",3320,"第14赛季水晶冲突：水晶"
282,"第14赛季水晶冲突：钻石","3321","3321",3321,"第14赛季水晶冲突：钻石"
283,"第14赛季水晶冲突：白金","3322","3322",3322,"第14赛季水晶冲突：白金"
284,"第14赛季水晶冲突：黄金","3323","3323",3323,"第14赛季水晶冲突：黄金"
285,"第14赛季水晶冲突：白银","3324","3324",3324,"第14赛季水晶冲突：白银"
286,"第14赛季水晶冲突：青铜","3325","3325",3325,"第14赛季水晶冲突：青铜"
287,"光暗未来绝境战","2505","2505",2505,"光暗未来绝境战"
288,"友好部族任务：辉鳞族","1","2318",2318,"友好部族任务：辉鳞族"
289,"深层迷宫：死者宫殿1","1","2354",2354,"深层迷宫：死者宫殿1"
290,"深层迷宫：死者宫殿2","1","2355",2355,"深层迷宫：死者宫殿2"
291,"深层迷宫：天之御柱1","1","2356",2356,"深层迷宫：天之御柱1"
292,"深层迷宫：天之御柱2","1","2357",2357,"深层迷宫：天之御柱2"
293,"蜃景幻界新月岛","2403","2403",2403,"蜃景幻界新月岛"
294,"宇宙探索","2342","2342",2342,"宇宙探索"
295,"无","0","0",0,""
296,"无","0","0",0,""
297,"无","0","0",0,""
298,"无","0","0",0,""
299,"无","0","0",0,""
300,"无","0","0",0,""
