key,0,1,2,3
48,"质朴蛋戒指",6,"季节活动装备1",19
49,"迷彩蛋戒指",7,"季节活动装备1",19
50,"三色蛋戒指",8,"季节活动装备1",19
51,"暗黑蛋戒指",9,"季节活动装备1",19
52,"陆行鸟蛋戒指",10,"季节活动装备1",19
53,"火红男式夏衣",1,"季节活动装备2",26
54,"翠绿男式夏衣",2,"季节活动装备2",26
55,"蔚蓝男式夏衣",3,"季节活动装备2",26
56,"金阳男式夏衣",4,"季节活动装备2",26
57,"银月男式夏衣",5,"季节活动装备2",26
58,"火红女式夏衣",8,"季节活动装备2",26
59,"翠绿女式夏衣",9,"季节活动装备2",26
60,"蔚蓝女式夏衣",10,"季节活动装备2",26
61,"金阳女式夏衣",11,"季节活动装备2",26
62,"银月女式夏衣",12,"季节活动装备2",26
63,"火红男式夏裤",15,"季节活动装备2",26
64,"翠绿男式夏裤",16,"季节活动装备2",26
65,"蔚蓝男式夏裤",17,"季节活动装备2",26
66,"金阳男式夏裤",18,"季节活动装备2",26
67,"银月男式夏裤",19,"季节活动装备2",26
68,"火红女式夏裤",22,"季节活动装备2",26
69,"翠绿女式夏裤",23,"季节活动装备2",26
70,"蔚蓝女式夏裤",24,"季节活动装备2",26
71,"金阳女式夏裤",25,"季节活动装备2",26
72,"银月女式夏裤",26,"季节活动装备2",26
73,"南瓜头",1,"季节活动装备3",36
74,"青嫩南瓜头",2,"季节活动装备3",36
75,"白南瓜头",3,"季节活动装备3",36
76,"成熟南瓜头",4,"季节活动装备3",36
77,"驯鹿角",1,"季节活动装备4",62
78,"驯鹿装",2,"季节活动装备4",62
79,"明月耳环",3,"季节活动装备4",62
80,"爱国者项环",14,"特典装备",83
81,"青蓝君子浴衣",29,"季节活动装备2",26
82,"碧绿君子浴衣",30,"季节活动装备2",26
83,"墨黑君子浴衣",31,"季节活动装备2",26
84,"丹红淑女浴衣",32,"季节活动装备2",26
85,"青蓝淑女浴衣",33,"季节活动装备2",26
86,"墨黑淑女浴衣",34,"季节活动装备2",26
87,"墨黑君子束裤",35,"季节活动装备2",26
88,"粉白君子束裤",36,"季节活动装备2",26
89,"金黄君子束裤",37,"季节活动装备2",26
90,"墨黑淑女束裤",38,"季节活动装备2",26
91,"粉白淑女束裤",39,"季节活动装备2",26
92,"金黄淑女束裤",40,"季节活动装备2",26
93,"二齿木屐",41,"季节活动装备2",26
94,"舟形木屐",42,"季节活动装备2",26
95,"深红圆锥帽",4,"特典装备",83
96,"星辉三角裤",5,"特典装备",83
97,"游隼头盔",3,"特典装备",83
98,"奇智围巾",13,"特典装备",83
99,"白鸦",12,"特典装备",83
100,"残戮者之冠",1,"成就纪念装备",76
101,"记录者之冠",1,"成就纪念装备",81
102,"探究者之冠",1,"成就纪念装备",78
103,"赌博者之冠",1,"成就纪念装备",79
104,"流光手锯",1,"成就纪念装备",80
105,"流光鸟嘴锤",2,"成就纪念装备",80
106,"流光圆头锤",3,"成就纪念装备",80
107,"流光雕金锤",4,"成就纪念装备",80
108,"流光裁皮刀",5,"成就纪念装备",80
109,"流光缝针",6,"成就纪念装备",80
110,"流光蒸馏器",7,"成就纪念装备",80
111,"流光平底锅",8,"成就纪念装备",80
112,"流光鹤嘴锄",9,"成就纪念装备",80
113,"流光手斧",10,"成就纪念装备",80
114,"流光钓竿",11,"成就纪念装备",80
115,"黑涡纹章盾",1,"成就纪念装备",82
116,"恒辉纹章盾",3,"成就纪念装备",82
117,"双蛇纹章盾",2,"成就纪念装备",82
118,"深红龙船耳章",4,"成就纪念装备",82
119,"金边天平耳章",6,"成就纪念装备",82
120,"双蛇百合耳章",5,"成就纪念装备",82
121,"深红龙船戒指",7,"成就纪念装备",82
122,"金边天平戒指",9,"成就纪念装备",82
123,"双蛇百合戒指",8,"成就纪念装备",82
124,"陆行鸟面具",1,"成就纪念装备",75
125,"卫月独角",2,"成就纪念装备",75
126,"唤灵长角",1,"神器装备",9
127,"唤灵长衫",2,"神器装备",9
128,"唤灵腰裙",4,"神器装备",9
129,"唤灵手箍",3,"神器装备",9
130,"唤灵长靴",5,"神器装备",9
131,"学士方帽",1,"神器装备",10
132,"学士外衣",2,"神器装备",10
133,"学士裙裤",4,"神器装备",10
134,"学士手套",3,"神器装备",10
135,"学士高靴",5,"神器装备",10
136,"莫古莫古帽",1,"特典装备",84
137,"光之头盔",2,"特典装备",84
138,"莫古莫古耳坠",2,"特典装备",90
139,"仙人掌耳坠",7,"特典装备",83
140,"爆弹怪耳坠",8,"特典装备",83
141,"纯黑男式夏衣",1,"特典装备",92
142,"纯黑男式夏裤",3,"特典装备",92
143,"纯黑女式夏衣",2,"特典装备",92
144,"纯黑女式夏裤",4,"特典装备",92
145,"乱波半首",1,"神器装备",6
146,"乱波锁帷子",2,"神器装备",6
147,"乱波袴",4,"神器装备",6
148,"乱波手甲",3,"神器装备",6
149,"乱波缠足",5,"神器装备",6
150,"加隆德护目镜",1,"特典装备",83
151,"洋葱头盔",2,"特典装备",83
152,"阿修罗护臂",1,"特典装备",90
153,"赫尔墨斯之靴",6,"特典装备",83
154,"银箔灵蛇武士盔",8,"季节活动装备4",44
155,"奔马武士盔",1,"季节活动装备4",45
156,"朱漆奔马武士盔",2,"季节活动装备4",45
157,"金箔奔马武士盔",3,"季节活动装备4",45
158,"黑漆奔马武士盔",4,"季节活动装备4",45
159,"夜暮男式夏衣",6,"季节活动装备2",26
160,"条纹男式夏衣",7,"季节活动装备2",26
161,"晨曦女式夏衣",13,"季节活动装备2",26
162,"条纹女式夏衣",14,"季节活动装备2",26
163,"夜暮男式夏裤",20,"季节活动装备2",26
164,"条纹男式夏裤",21,"季节活动装备2",26
165,"晨曦女式夏裤",27,"季节活动装备2",26
166,"条纹女式夏裤",28,"季节活动装备2",26
167,"尖啸幽灵套装",5,"季节活动装备3",36
168,"哭泣幽灵套装",6,"季节活动装备3",36
169,"探究者外衣",11,"成就纪念装备",76
170,"军阀王冠",2,"成就纪念装备",78
171,"游击王冠",7,"成就纪念装备",78
172,"剑术大师戒指",2,"成就纪念装备",76
173,"拳术大师戒指",3,"成就纪念装备",76
174,"斧术大师戒指",4,"成就纪念装备",76
175,"枪术大师戒指",5,"成就纪念装备",76
176,"弓术大师戒指",6,"成就纪念装备",76
177,"幻术大师戒指",8,"成就纪念装备",76
178,"咒术大师戒指",9,"成就纪念装备",76
179,"秘术大师戒指",10,"成就纪念装备",76
180,"刻木大师戒指",12,"成就纪念装备",80
181,"锻铁大师戒指",13,"成就纪念装备",80
182,"铸甲大师戒指",14,"成就纪念装备",80
183,"雕金大师戒指",15,"成就纪念装备",80
184,"制革大师戒指",16,"成就纪念装备",80
185,"裁衣大师戒指",17,"成就纪念装备",80
186,"炼金大师戒指",18,"成就纪念装备",80
187,"烹调大师戒指",19,"成就纪念装备",80
188,"采矿大师戒指",20,"成就纪念装备",80
189,"园艺大师戒指",21,"成就纪念装备",80
190,"捕鱼大师戒指",22,"成就纪念装备",80
191,"深红龙船手镯",10,"成就纪念装备",82
192,"双蛇百合手镯",11,"成就纪念装备",82
193,"金边天平手镯",12,"成就纪念装备",82
194,"陆行鸟套装",12,"成就纪念装备",76
195,"乌利库梅手锯",1,"神器装备",11
196,"伏尔甘神锤",2,"神器装备",11
197,"库尔达雷贡神锤",3,"神器装备",11
198,"乌尔卡卦利神锤",4,"神器装备",11
199,"萍嘉神刀",5,"神器装备",11
200,"克洛托缝针",6,"神器装备",11
201,"帕拉塞尔苏斯蒸馏器",7,"神器装备",11
202,"蔷提可神锅",8,"神器装备",11
203,"玛门魔锄",9,"神器装备",11
204,"劳尼神斧",10,"神器装备",11
205,"阿耳刻悠妮神竿",11,"神器装备",11
206,"怒火剑",1,"季节活动装备5",69
207,"织女星指虎",2,"季节活动装备5",69
208,"路希巨斧",3,"季节活动装备5",69
209,"刃状长矛",4,"季节活动装备5",69
210,"逐星者",5,"季节活动装备5",69
211,"镶边杖",6,"季节活动装备5",69
212,"莫古力手杖",7,"季节活动装备5",69
213,"魔导翼书",8,"季节活动装备5",69
214,"诺拉长袍",9,"季节活动装备5",69
215,"诺拉手套",10,"季节活动装备5",69
216,"诺拉长裤",11,"季节活动装备5",69
217,"诺拉短靴",12,"季节活动装备5",69
218,"圣府军外套",13,"季节活动装备5",69
219,"圣府军手套",14,"季节活动装备5",69
220,"圣府军短裙",15,"季节活动装备5",69
221,"圣府军长靴",16,"季节活动装备5",69
222,"莽汉面具",1,"季节活动装备5",72
223,"雪人头",4,"季节活动装备4",62
224,"雪人服",5,"季节活动装备4",62
225,"雪人手套",6,"季节活动装备4",62
226,"恋人帽",1,"季节活动装备4",56
227,"恋人围裙服",2,"季节活动装备4",56
228,"恋人围裙装",3,"季节活动装备4",56
229,"恋人连指手套",4,"季节活动装备4",56
230,"恋人长裤",5,"季节活动装备4",56
231,"恋人短裙",6,"季节活动装备4",56
232,"恋人厚底鞋",7,"季节活动装备4",56
233,"黑炎君子浴衣",1,"季节活动装备2",27
234,"白炎君子浴衣",2,"季节活动装备2",27
235,"苍炎君子浴衣",3,"季节活动装备2",27
236,"红蝶淑女浴衣",4,"季节活动装备2",27
237,"苍蝶淑女浴衣",5,"季节活动装备2",27
238,"桃蝶淑女浴衣",6,"季节活动装备2",27
239,"怪诞帽子",1,"季节活动装备3",37
240,"怪诞长袍",2,"季节活动装备3",37
241,"怪诞紧身裤",3,"季节活动装备3",37
242,"怪诞尖头靴",4,"季节活动装备3",37
243,"南瓜耳坠",5,"季节活动装备3",37
244,"最优长外衣",8,"成就纪念装备",78
245,"加隆德鱼竿",23,"成就纪念装备",80
246,"双剑大师戒指",7,"成就纪念装备",76
247,"吉羊武士盔",1,"季节活动装备4",46
248,"黑漆吉羊武士盔",2,"季节活动装备4",46
249,"朱漆吉羊武士盔",3,"季节活动装备4",46
250,"白漆吉羊武士盔",4,"季节活动装备4",46
251,"星芒圆锥帽",1,"季节活动装备4",63
252,"星芒装",2,"季节活动装备4",63
253,"飘雪紧身裤",3,"季节活动装备4",63
254,"飘雪高筒靴",4,"季节活动装备4",63
255,"假胡子",5,"季节活动装备4",63
256,"",0,"特典装备",0
257,"",0,"特典装备",0
258,"",0,"特典装备",0
259,"",0,"特典装备",0
260,"南海男式坎肩",1,"季节活动装备2",28
261,"南海女式连衣裙",3,"季节活动装备2",28
262,"南海男式短裤",5,"季节活动装备2",28
263,"南海女式夏裤",6,"季节活动装备2",28
264,"南海男式条纹坎肩",2,"季节活动装备2",28
265,"南海女式条纹连衣裙",4,"季节活动装备2",28
266,"",0,"特典装备",0
267,"巴隆头盔",1,"特典装备",85
268,"巴隆头冠",2,"特典装备",85
269,"巴隆耳坠",3,"特典装备",85
270,"野玫瑰头巾",9,"特典装备",91
271,"野玫瑰铠甲",10,"特典装备",91
272,"野玫瑰护臂",11,"特典装备",91
273,"野玫瑰马裤",12,"特典装备",91
274,"野玫瑰皮靴",13,"特典装备",91
275,"野战指挥官盔帽",1,"成就纪念装备",77
276,"野战指挥官外套",2,"成就纪念装备",77
277,"野战指挥官手套",3,"成就纪念装备",77
278,"野战指挥官工作裤",4,"成就纪念装备",77
279,"野战指挥官筒靴",5,"成就纪念装备",77
280,"史莱姆耳坠",2,"季节活动装备5",72
281,"哥布林兜帽",5,"特典装备",92
282,"渡渡鸟耳坠",9,"特典装备",83
283,"史莱姆王帽子",3,"季节活动装备5",72
284,"胖陆行鸟头",6,"特典装备",92
285,"孤云坎肩",1,"特典装备",91
286,"孤云手套",2,"特典装备",91
287,"孤云长裤",3,"特典装备",91
288,"孤云皮靴",4,"特典装备",91
289,"桃香项环",2,"季节活动装备1",13
290,"质朴蛋耳坠",1,"季节活动装备1",20
291,"暗黑蛋耳坠",2,"季节活动装备1",20
292,"三色蛋耳坠",3,"季节活动装备1",20
293,"迷彩蛋耳坠",4,"季节活动装备1",20
294,"竞赛陆行鸟面具",9,"成就纪念装备",78
295,"魔女帽",1,"季节活动装备3",38
296,"魔女短上衣",2,"季节活动装备3",38
297,"魔女手套",3,"季节活动装备3",38
298,"魔女长靴",4,"季节活动装备3",38
299,"天水影流钵铁",1,"季节活动装备5",68
300,"天水影流斗衣",2,"季节活动装备5",68
301,"天水影流手甲",3,"季节活动装备5",68
302,"天水影流佩楯",4,"季节活动装备5",68
303,"天水影流护胫",5,"季节活动装备5",68
304,"驯鹿茸角",1,"季节活动装备4",64
305,"驯鹿手套",2,"季节活动装备4",64
306,"驯鹿蹄靴",3,"季节活动装备4",64
307,"圣人胡须",4,"季节活动装备4",64
308,"圣人帽",5,"季节活动装备4",64
309,"勿视武士盔",1,"季节活动装备4",47
310,"勿言武士盔",2,"季节活动装备4",47
311,"勿听武士盔",3,"季节活动装备4",47
312,"黑羽平顶帽",1,"季节活动装备4",57
313,"红羽平顶帽",2,"季节活动装备4",57
314,"白金情人耳坠",3,"季节活动装备4",57
315,"情人耳坠",4,"季节活动装备4",57
316,"君子水干",1,"季节活动装备1",14
317,"淑女水干",3,"季节活动装备1",14
318,"君子木屐",2,"季节活动装备1",14
319,"淑女木屐",4,"季节活动装备1",14
320,"古菩猩猩耳坠",10,"特典装备",83
321,"坦塔罗斯坎肩",5,"特典装备",91
322,"坦塔罗斯护袖",6,"特典装备",91
323,"坦塔罗斯马裤",7,"特典装备",91
324,"坦塔罗斯短靴",8,"特典装备",91
325,"远征航空帽",5,"成就纪念装备",78
326,"妖刀·猫丸",1,"季节活动装备5",73
327,"宇宙拳套",3,"季节活动装备5",73
328,"百斩斧·赤猫",4,"季节活动装备5",73
329,"蛇枪·鸦丸",5,"季节活动装备5",73
330,"智者大弓",6,"季节活动装备5",73
331,"九尾双剑",7,"季节活动装备5",73
332,"同田贯·冬猫",8,"季节活动装备5",73
333,"F型波动炮",9,"季节活动装备5",73
334,"白犬杖",10,"季节活动装备5",73
335,"雪姬杖",11,"季节活动装备5",73
336,"凭依教典",12,"季节活动装备5",73
337,"朱犬之书",13,"季节活动装备5",73
338,"幸运天球仪",14,"季节活动装备5",73
339,"圆阵猫盾",3,"季节活动装备5",73
340,"妖怪手表",19,"季节活动装备5",73
341,"传代战士战冠",1,"季节活动装备2",29
342,"传代战士铠甲",2,"季节活动装备2",29
343,"传代战士护臂",3,"季节活动装备2",29
344,"传代战士马裤",4,"季节活动装备2",29
345,"传代战士铠靴",5,"季节活动装备2",29
346,"巧儿鸟耳坠",11,"特典装备",83
347,"巨龙单眼镜",6,"成就纪念装备",78
348,"星芒长袍",1,"季节活动装备4",65
349,"吸血鬼坎肩",1,"季节活动装备3",39
350,"朱漆雄鸡武士盔",1,"季节活动装备4",48
351,"黑漆雄鸡武士盔",2,"季节活动装备4",48
352,"狮心夹克",14,"特典装备",91
353,"狮心手套",15,"特典装备",91
354,"狮心打底裤",16,"特典装备",91
355,"狮心矮靴",17,"特典装备",91
356,"小黄莺礼帽",6,"季节活动装备1",15
357,"小黄莺上衣",7,"季节活动装备1",15
358,"小黄莺手套",8,"季节活动装备1",15
359,"小黄莺短裙",9,"季节活动装备1",15
360,"小黄莺矮靴",10,"季节活动装备1",15
361,"总管礼帽",1,"季节活动装备1",15
362,"总管外套",2,"季节活动装备1",15
363,"总管半指护手",3,"季节活动装备1",15
364,"总管马裤",4,"季节活动装备1",15
365,"总管矮靴",5,"季节活动装备1",15
366,"弱鸡匕首",1,"特典装备",86
367,"阿拉米格耳坠",2,"特典装备",86
368,"红莲节上衣",1,"季节活动装备2",30
369,"红莲节小袴",2,"季节活动装备2",30
370,"红莲节草履",3,"季节活动装备2",30
371,"人狼耳朵",1,"季节活动装备3",40
372,"人狼身体",2,"季节活动装备3",40
373,"人狼手臂",3,"季节活动装备3",40
374,"人狼臀部",4,"季节活动装备3",40
375,"人狼脚掌",5,"季节活动装备3",40
376,"人狼脚爪",6,"季节活动装备3",40
377,"白漆忠犬武士盔",1,"季节活动装备4",49
378,"黑漆忠犬武士盔",2,"季节活动装备4",49
379,"金猪武士盔",1,"季节活动装备4",50
380,"朱漆金猪武士盔",2,"季节活动装备4",50
381,"火神面具",1,"特典装备",94
382,"土神面具",2,"特典装备",94
383,"女仆发带",8,"特典装备",94
384,"女仆围裙装",9,"特典装备",94
385,"女仆腕带",10,"特典装备",94
386,"女仆蓬松裤",11,"特典装备",94
387,"女仆礼鞋",12,"特典装备",94
388,"管家单眼镜",3,"特典装备",94
389,"管家燕尾服",4,"特典装备",94
390,"管家手套",5,"特典装备",94
391,"管家长裤",6,"特典装备",94
392,"管家礼鞋",7,"特典装备",94
393,"如意金箍棒",13,"特典装备",94
394,"上仙紧箍",14,"特典装备",94
395,"上仙斗衣",15,"特典装备",94
396,"上仙数珠",16,"特典装备",94
397,"上仙长裤",17,"特典装备",94
398,"上仙缠足",18,"特典装备",94
399,"凯特西猫耳",3,"特典装备",90
400,"莫古莫古头套",1,"特典装备",93
401,"莫古莫古身体",2,"特典装备",93
402,"莫古莫古手臂",3,"特典装备",93
403,"莫古莫古短裙",4,"特典装备",93
404,"莫古莫古长靴",5,"特典装备",93
405,"艾普上衣",6,"特典装备",93
406,"艾普手套",7,"特典装备",93
407,"艾普短裤",8,"特典装备",93
408,"艾普矮靴",9,"特典装备",93
409,"大召唤士礼服",10,"特典装备",93
410,"大召唤士护臂",11,"特典装备",93
411,"大召唤士长靴",12,"特典装备",93
412,"永夏墨镜",1,"季节活动装备2",31
413,"永夏短衣",2,"季节活动装备2",31
414,"永夏短裤",3,"季节活动装备2",31
415,"永夏凉鞋",4,"季节活动装备2",31
416,"唱诗班礼帽",1,"季节活动装备4",66
417,"唱诗班长袍",2,"季节活动装备4",66
418,"唱诗班皮靴",3,"季节活动装备4",66
419,"朱漆福鼠武士盔",1,"季节活动装备4",51
420,"青漆福鼠武士盔",2,"季节活动装备4",51
421,"玛托雅的帽子",4,"特典装备",90
422,"以太之光耳坠",2,"特典装备",87
423,"路西斯王子的外套",1,"季节活动装备5",70
424,"路西斯王子的半指手套",2,"季节活动装备5",70
425,"路西斯王子的打底裤",3,"季节活动装备5",70
426,"路西斯王子的皮靴",4,"季节活动装备5",70
427,"花冠",1,"季节活动装备1",16
428,"魔石精外套",1,"季节活动装备1",21
429,"魔石精打底裤",2,"季节活动装备1",21
430,"魔石精皮靴",3,"季节活动装备1",21
431,"基迦巨剑",1,"季节活动装备4",58
432,"冬贝利菜刀",2,"季节活动装备4",58
433,"红莲节缠头带",1,"季节活动装备2",32
434,"白漆莫古力面具",2,"季节活动装备2",32
435,"黑漆莫古力面具",3,"季节活动装备2",32
436,"涂漆鲶鱼精面具",4,"季节活动装备2",32
437,"红莲节白染法被",5,"季节活动装备2",32
438,"红莲节红染法被",6,"季节活动装备2",32
439,"红莲节黑染法被",7,"季节活动装备2",32
440,"红莲节足袋",8,"季节活动装备2",32
441,"左轮枪刃",1,"特典装备",87
442,"缎带",7,"特典装备",92
443,"朱漆壮牛武士盔",1,"季节活动装备4",52
444,"黑漆壮牛武士盔",2,"季节活动装备4",52
445,"玫瑰花恋人帽",1,"季节活动装备4",59
446,"玫瑰花恋人坎肩",2,"季节活动装备4",59
447,"玫瑰花恋人手套",3,"季节活动装备4",59
448,"玫瑰花恋人长裤",4,"季节活动装备4",59
449,"玫瑰花恋人皮鞋",5,"季节活动装备4",59
450,"勿忘草恋人帽",6,"季节活动装备4",59
451,"勿忘草恋人坎肩",7,"季节活动装备4",59
452,"勿忘草恋人手套",8,"季节活动装备4",59
453,"勿忘草恋人长裤",9,"季节活动装备4",59
454,"勿忘草恋人皮鞋",10,"季节活动装备4",59
455,"相思树恋人帽",11,"季节活动装备4",59
456,"相思树恋人坎肩",12,"季节活动装备4",59
457,"相思树恋人手套",13,"季节活动装备4",59
458,"相思树恋人长裤",14,"季节活动装备4",59
459,"相思树恋人皮鞋",15,"季节活动装备4",59
460,"玫瑰花恋人缎带帽",16,"季节活动装备4",59
461,"玫瑰花恋人礼服",17,"季节活动装备4",59
462,"玫瑰花恋人缎带手套",18,"季节活动装备4",59
463,"玫瑰花恋人紧身裤",19,"季节活动装备4",59
464,"玫瑰花恋人高跟鞋",20,"季节活动装备4",59
465,"勿忘草恋人缎带帽",21,"季节活动装备4",59
466,"勿忘草恋人礼服",22,"季节活动装备4",59
467,"勿忘草恋人缎带手套",23,"季节活动装备4",59
468,"勿忘草恋人紧身裤",24,"季节活动装备4",59
469,"勿忘草恋人高跟鞋",25,"季节活动装备4",59
470,"相思树恋人缎带帽",26,"季节活动装备4",59
471,"相思树恋人礼服",27,"季节活动装备4",59
472,"相思树恋人缎带手套",28,"季节活动装备4",59
473,"相思树恋人紧身裤",29,"季节活动装备4",59
474,"相思树恋人高跟鞋",30,"季节活动装备4",59
475,"总管单眼镜",1,"季节活动装备1",17
476,"皇家桃花头花",2,"季节活动装备1",17
477,"兔子头",1,"季节活动装备1",22
478,"兔子服",2,"季节活动装备1",22
479,"兔子礼服",3,"季节活动装备1",22
480,"库啵王冠",24,"成就纪念装备",80
481,"夏炎草帽",1,"季节活动装备2",33
482,"夏炎上装",2,"季节活动装备2",33
483,"夏炎腕环",3,"季节活动装备2",33
484,"夏炎裹身裙",4,"季节活动装备2",33
485,"夏炎沙滩凉鞋",5,"季节活动装备2",33
486,"博兹雅耳坠",13,"成就纪念装备",76
487,"怪刀·浮世丸",15,"季节活动装备5",73
488,"蛇王刺剑",16,"季节活动装备5",73
489,"阎魔枪刃",17,"季节活动装备5",73
490,"百鬼圆阵",18,"季节活动装备5",73
491,"莫古莫古恋心帽",1,"季节活动装备4",60
492,"金漆猛虎武士盔",1,"季节活动装备4",53
493,"银漆猛虎武士盔",2,"季节活动装备4",53
494,"梅茵菲娜耳坠",2,"特典装备",88
495,"猫小胖耳坠",13,"特典装备",93
496,"水蛇戒指",14,"特典装备",93
497,"小鸡头套",1,"季节活动装备1",23
498,"小鸡玩偶服",2,"季节活动装备1",23
499,"降神猛士胴丸",1,"季节活动装备4",54
500,"降神猛士笼手",2,"季节活动装备4",54
501,"降神猛士佩楯",3,"季节活动装备4",54
502,"降神猛士护胫",4,"季节活动装备4",54
503,"公主迷你王冠",1,"季节活动装备1",18
504,"小丑帽",1,"季节活动装备3",41
505,"小丑上装",2,"季节活动装备3",41
506,"小丑短手套",3,"季节活动装备3",41
507,"小丑打底裤",4,"季节活动装备3",41
508,"小丑长靴",5,"季节活动装备3",41
509,"死亡镰刀",1,"特典装备",88
510,"候鸟羽饰",4,"成就纪念装备",78
511,"夏暮头带",1,"季节活动装备2",34
512,"夏暮沙滩罩衫",2,"季节活动装备2",34
513,"夏暮腕环",3,"季节活动装备2",34
514,"夏暮泳裤",4,"季节活动装备2",34
515,"夏暮凉鞋",5,"季节活动装备2",34
516,"爱情传道士圆礼帽",1,"季节活动装备4",61
517,"爱情传道士外套",2,"季节活动装备4",61
518,"爱情传道士长裤",3,"季节活动装备4",61
519,"爱情传道士短靴",4,"季节活动装备4",61
520,"爱情传道士礼帽",5,"季节活动装备4",61
521,"爱情传道士褶边连衣裙",6,"季节活动装备4",61
522,"爱情传道士短裤",7,"季节活动装备4",61
523,"爱情传道士礼靴",8,"季节活动装备4",61
524,"冬贝利头套",1,"季节活动装备1",24
525,"冬贝利身体",2,"季节活动装备1",24
526,"冬贝利手套",3,"季节活动装备1",24
527,"冬贝利短裤",4,"季节活动装备1",24
528,"冬贝利短靴",5,"季节活动装备1",24
529,"守夜医面具",1,"季节活动装备3",42
530,"守夜医白大褂",2,"季节活动装备3",42
531,"守夜医橡胶手套",3,"季节活动装备3",42
532,"守夜医打底裤",4,"季节活动装备3",42
533,"守夜医皮鞋",5,"季节活动装备3",42
534,"不死鸟英雄头盔",1,"季节活动装备2",35
535,"不死鸟英雄战衣",2,"季节活动装备2",35
536,"正统圣人帽",1,"季节活动装备4",67
537,"正统圣人短袍",2,"季节活动装备4",67
538,"正统圣人手套",3,"季节活动装备4",67
539,"正统圣人打底裤",4,"季节活动装备4",67
540,"正统圣人长靴",5,"季节活动装备4",67
541,"血盟记录者僧袍",1,"角色时装",99
542,"血盟记录者手箍",2,"角色时装",99
543,"血盟记录者紧身裤",3,"角色时装",99
544,"血盟记录者战靴",4,"角色时装",99
545,"东方女官帽",4,"专属时装",161
546,"东方女官服",5,"专属时装",161
547,"东方女官靴",6,"专属时装",161
548,"东方警卫帽",1,"专属时装",161
549,"东方警卫制服",2,"专属时装",161
550,"东方警卫长靴",3,"专属时装",161
551,"黄色绒球莫古莫古帽",1,"吉祥物时装",142
552,"红宝石兽拖鞋",3,"吉祥物时装",143
553,"黄宝石兽拖鞋",2,"吉祥物时装",143
554,"绿宝石兽拖鞋",1,"吉祥物时装",143
555,"曼德维尔耳环（复制品）",2,"专属时装",116
556,"美堤亚上衣",1,"季节活动装备5",71
557,"美堤亚手铠",2,"季节活动装备5",71
558,"美堤亚长裤",3,"季节活动装备5",71
559,"美堤亚甲靴",4,"季节活动装备5",71
560,"糖豆人针织帽",3,"季节活动装备5",74
561,"糖豆人卫衣",4,"季节活动装备5",74
562,"糖豆人打底裤",5,"季节活动装备5",74
563,"糖豆人运动鞋",6,"季节活动装备5",74
564,"哑光胜者王冠",1,"季节活动装备5",74
565,"河童蓑衣头套",1,"季节活动装备1",25
566,"河童蓑衣套装",2,"季节活动装备1",25
567,"血盟幻术师厚袍",1,"角色时装",98
568,"血盟幻术师长裤",2,"角色时装",98
569,"血盟幻术师木鞋",3,"角色时装",98
570,"血盟盗贼束腰衣",1,"角色时装",97
571,"血盟盗贼半指手套",2,"角色时装",97
572,"血盟盗贼束膝裤",3,"角色时装",97
573,"血盟盗贼战靴",4,"角色时装",97
