key,0,1,2,3,4,5,6,7,8,9
51,"艾欧泽亚神话：比尔格","艾欧泽亚神话","无","无","无","艾欧泽亚神话","艾欧泽亚神话","艾欧泽亚神话",2258,"艾欧泽亚神话：比尔格"
52,"艾欧泽亚神话：拉尔戈","艾欧泽亚神话","无","无","无","艾欧泽亚神话","艾欧泽亚神话","艾欧泽亚神话",2259,"艾欧泽亚神话：拉尔戈"
53,"艾欧泽亚神话：阿泽玛","艾欧泽亚神话","无","无","无","艾欧泽亚神话","艾欧泽亚神话","艾欧泽亚神话",2260,"艾欧泽亚神话：阿泽玛"
54,"艾欧泽亚神话：纳尔札尔","艾欧泽亚神话","无","无","无","艾欧泽亚神话","艾欧泽亚神话","艾欧泽亚神话",2261,"艾欧泽亚神话：纳尔札尔"
55,"艾欧泽亚神话：诺菲卡","艾欧泽亚神话","无","无","无","艾欧泽亚神话","艾欧泽亚神话","艾欧泽亚神话",2262,"艾欧泽亚神话：诺菲卡"
56,"艾欧泽亚神话：阿尔基克","艾欧泽亚神话","无","无","无","艾欧泽亚神话","艾欧泽亚神话","艾欧泽亚神话",2263,"艾欧泽亚神话：阿尔基克"
57,"塔塔露的大繁荣商店","塔塔露的大繁荣商店","无","无","无","塔塔露的大繁荣商店","塔塔露的大繁荣商店","无",2242,"塔塔露的大繁荣商店"
58,"白色","无","无","无","多变迷宫：阿罗阿罗岛","多变迷宫：阿罗阿罗岛","无","无",2402,"多变迷宫：阿罗阿罗岛"
59,"天书奇谈","天书奇谈","无","天书奇谈","无","天书奇谈","天书奇谈","天书奇谈",2351,"天书奇谈"
60,"幻巧拼图","幻巧拼图","无","幻巧拼图","无","幻巧拼图","幻巧拼图","幻巧拼图",2352,"幻巧拼图"
61,"金碟巨豆中心1","金碟巨豆中心1","无","金碟巨豆中心1","无","无","无","无",3951,"金碟巨豆中心1"
62,"金碟巨豆中心2","金碟巨豆中心2","无","金碟巨豆中心2","无","无","无","无",3952,"金碟巨豆中心2"
63,"金碟巨豆中心3","金碟巨豆中心3","无","金碟巨豆中心3","无","无","无","无",3953,"金碟巨豆中心3"
64,"妖怪手表","妖怪手表","无","妖怪手表","无","无","妖怪手表","妖怪手表",3954,"妖怪手表"
65,"友好部族任务：地灵族","友好部族任务：地灵族","友好部族任务：地灵族","无","无","无","无","友好部族任务：地灵族",2302,"友好部族任务：地灵族"
66,"友好部族任务：妖精族","友好部族任务：妖精族","友好部族任务：妖精族","无","无","无","无","友好部族任务：妖精族",2301,"友好部族任务：妖精族"
67,"友好部族任务：蜥蜴人族","友好部族任务：蜥蜴人族","友好部族任务：蜥蜴人族","无","无","无","无","友好部族任务：蜥蜴人族",2300,"友好部族任务：蜥蜴人族"
68,"友好部族任务：鱼人族","友好部族任务：鱼人族","友好部族任务：鱼人族","无","无","无","无","友好部族任务：鱼人族",2303,"友好部族任务：鱼人族"
69,"友好部族任务：鸟人族","友好部族任务：鸟人族","友好部族任务：鸟人族","无","无","无","无","友好部族任务：鸟人族",2304,"友好部族任务：鸟人族"
70,"图莱尤拉1","图莱尤拉1","无","图莱尤拉1","无","图莱尤拉1","图莱尤拉1","无",1016,"图莱尤拉1"
71,"图莱尤拉2","图莱尤拉2","无","图莱尤拉2","无","图莱尤拉2","图莱尤拉2","无",1017,"图莱尤拉2"
72,"九号解决方案1","九号解决方案1","无","九号解决方案1","无","九号解决方案1","九号解决方案1","无",1018,"九号解决方案1"
73,"九号解决方案2","九号解决方案2","无","九号解决方案2","无","九号解决方案2","九号解决方案2","无",1019,"九号解决方案2"
74,"伊修加德1","伊修加德1","无","伊修加德1","无","伊修加德1","伊修加德1","无",1000,"伊修加德1"
75,"伊修加德2","伊修加德2","无","伊修加德2","无","伊修加德2","伊修加德2","无",1001,"伊修加德2"
76,"田园郡1","田园郡1","无","田园郡1","无","田园郡1","田园郡1","无",1002,"田园郡1"
77,"田园郡2","田园郡2","无","田园郡2","无","田园郡2","田园郡2","无",1003,"田园郡2"
78,"黄金港1","黄金港1","无","黄金港1","无","黄金港1","黄金港1","无",1004,"黄金港1"
79,"黄金港2","黄金港2","无","黄金港2","无","黄金港2","黄金港2","无",1005,"黄金港2"
80,"神拳痕1","神拳痕1","无","神拳痕1","无","神拳痕1","神拳痕1","无",1006,"神拳痕1"
81,"神拳痕2","神拳痕2","无","神拳痕2","无","神拳痕2","神拳痕2","无",1007,"神拳痕2"
82,"水晶都1","水晶都1","无","水晶都1","无","水晶都1","水晶都1","无",1008,"水晶都1"
83,"水晶都2","水晶都2","无","水晶都2","无","水晶都2","水晶都2","无",1009,"水晶都2"
84,"游末邦1","游末邦1","无","游末邦1","无","游末邦1","游末邦1","无",1010,"游末邦1"
85,"游末邦2","游末邦2","无","游末邦2","无","游末邦2","游末邦2","无",1011,"游末邦2"
86,"旧萨雷安1","旧萨雷安1","无","旧萨雷安1","无","旧萨雷安1","旧萨雷安1","无",1012,"旧萨雷安1"
87,"旧萨雷安2","旧萨雷安2","无","旧萨雷安2","无","旧萨雷安2","旧萨雷安2","无",1013,"旧萨雷安2"
88,"拉札罕1","拉札罕1","无","拉札罕1","无","拉札罕1","拉札罕1","无",1014,"拉札罕1"
89,"拉札罕2","拉札罕2","无","拉札罕2","无","拉札罕2","拉札罕2","无",1015,"拉札罕2"
90,"友好部族任务：佩鲁佩鲁族","友好部族任务：佩鲁佩鲁族","友好部族任务：佩鲁佩鲁族","无","无","无","无","友好部族任务：佩鲁佩鲁族",2317,"友好部族任务：佩鲁佩鲁族"
91,"无","无","无","无","无","无","无","无",0,""
92,"无","无","无","无","无","无","无","无",0,""
93,"无","无","无","无","无","无","无","无",0,""
94,"无","无","无","无","无","无","无","无",0,""
95,"无","无","无","无","无","无","无","无",0,""
96,"无","无","无","无","无","无","无","无",0,""
97,"无","无","无","无","无","无","无","无",0,""
98,"无","无","无","无","无","无","无","无",0,""
99,"无","无","无","无","无","无","无","无",0,""
100,"无","无","无","无","无","无","无","无",0,""
101,"无","无","无","无","无","无","无","无",0,""
102,"无","无","无","无","无","无","无","无",0,""
103,"无","无","无","无","无","无","无","无",0,""
104,"无","无","无","无","无","无","无","无",0,""
105,"无","无","无","无","无","无","无","无",0,""
106,"无","无","无","无","无","无","无","无",0,""
107,"无","无","无","无","无","无","无","无",0,""
108,"无","无","无","无","无","无","无","无",0,""
109,"无","无","无","无","无","无","无","无",0,""
110,"无","无","无","无","无","无","无","无",0,""
