key,0,1,2
5.23,12,12,12
5.24,12,12,12
5.25,12,12,12
5.26,12,12,12
5.27,12,12,12
5.28,12,12,12
5.29,12,12,12
6.0,12,12,12
6.1,12,12,12
6.2,12,12,12
6.3,12,12,12
6.4,12,12,12
6.5,12,12,12
6.6,12,12,12
6.7,12,12,12
6.8,12,12,12
6.9,12,12,12
6.10,12,12,12
6.11,12,12,12
6.12,12,12,12
6.13,12,12,12
6.14,12,12,12
6.15,12,12,12
6.16,12,12,12
6.17,12,12,12
6.18,12,12,12
6.19,12,12,12
6.20,12,12,12
6.21,12,12,12
6.22,12,12,12
6.23,12,12,12
6.24,12,12,12
6.25,12,12,12
6.26,12,12,12
6.27,12,12,12
6.28,12,12,12
6.29,12,12,12
7.0,12,12,12
7.1,12,12,12
7.2,12,12,12
7.3,12,12,12
7.4,12,12,12
7.5,12,12,12
7.6,12,12,12
7.7,12,12,12
7.8,12,12,12
7.9,12,12,12
7.10,12,12,12
7.11,12,12,12
7.12,12,12,12
7.13,12,12,12
7.14,12,12,12
7.15,12,12,12
7.16,12,12,12
7.17,12,12,12
7.18,12,12,12
7.19,12,12,12
7.20,12,12,12
7.21,12,12,12
7.22,12,12,12
7.23,12,12,12
7.24,12,12,12
7.25,12,12,12
7.26,12,12,12
7.27,12,12,12
7.28,12,12,12
7.29,12,12,12
8.0,12,12,12
8.1,12,12,12
8.2,12,12,12
8.3,12,12,12
8.4,12,12,12
8.5,12,12,12
8.6,12,12,12
8.7,12,12,12
8.8,12,12,12
8.9,12,12,12
8.10,12,12,12
8.11,12,12,12
8.12,12,12,12
8.13,12,12,12
8.14,12,12,12
8.15,12,12,12
8.16,12,12,12
8.17,12,12,12
8.18,12,12,12
8.19,12,12,12
9.0,12,12,12
9.1,12,12,12
9.2,12,12,12
9.3,12,12,12
9.4,12,12,12
9.5,12,12,12
9.6,12,12,12
9.7,12,12,12
9.8,12,12,12
9.9,12,12,12
9.10,12,12,12
9.11,12,12,12
9.12,12,12,12
9.13,12,12,12
9.14,12,12,12
9.15,12,12,12
9.16,12,12,12
9.17,12,12,12
9.18,12,12,12
9.19,12,12,12
10.0,12,12,12
10.1,12,12,12
10.2,12,12,12
10.3,12,12,12
10.4,12,12,12
10.5,12,12,12
10.6,12,12,12
10.7,12,12,12
10.8,12,12,12
10.9,12,12,12
10.10,12,12,12
10.11,12,12,12
10.12,12,12,12
10.13,12,12,12
10.14,12,12,12
10.15,12,12,12
10.16,12,12,12
10.17,12,12,12
10.18,12,12,12
10.19,12,12,12
11.0,12,12,12
11.1,12,12,12
11.2,12,12,12
11.3,12,12,12
11.4,12,12,12
11.5,12,12,12
11.6,12,12,12
11.7,12,12,12
11.8,12,12,12
11.9,12,12,12
12.0,12,12,12
12.1,12,12,12
12.2,12,12,12
12.3,12,12,12
12.4,12,12,12
12.5,12,12,12
12.6,12,12,12
12.7,12,12,12
12.8,12,12,12
12.9,12,12,12
