key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
40,4295557421,0,0,4295557471,0,0,0,0,0,False,False,1572874,0,0,65546,0,0,3735562,0,0,8257546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,12885360841,0,0,12885164133,0,0,524291,0,0,False,False,524291,0,0,524291,0,0,3407875,72,0,524291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,8590393545,0,0,8590196837,0,0,65539,0,0,False,False,65539,0,0,65539,0,0,2293763,0,0,65539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8590000329,0,0,17180393573,0,0,7274507,0,0,False,False,1376267,39,0,5701643,49,0,65539,0,0,5505039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4295033033,0,0,4295491685,0,0,65547,0,0,False,False,65547,0,0,65547,0,0,3604484,21,0,9830409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,25769870313,0,0,0,0,0,0,0,0,False,False,2752541,0,0,7208967,0,0,4784135,6,0,1703961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4295951237,0,0,0,0,0,0,0,0,False,False,1048605,6,0,75439,0,0,3997703,0,0,1572889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,60129612981,0,0,0,0,0,2293780,0,0,False,False,1703941,0,0,8257541,1,0,65538,11,0,10813445,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12884972725,0,0,0,0,0,2228244,0,0,False,False,65541,2,0,65541,0,0,65538,6,0,65561,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,21474907517,0,0,0,0,0,15007749,77,0,False,False,2031621,77,0,75439,0,0,65611,78,0,65579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8590005629,0,0,0,0,0,13172741,0,0,False,False,65541,2,0,75439,0,0,65611,6,0,65579,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4295169505,0,0,0,0,0,65615,0,0,False,False,1441799,1,0,4653094,0,0,5242887,21,0,65615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,8590005729,0,0,0,0,0,3014681,0,0,False,False,65543,0,0,3735590,0,0,3407876,0,0,65540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,8590138201,0,0,0,0,0,5505045,0,0,False,False,2228230,0,0,7995398,0,0,65608,0,0,10616838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,8590007129,0,0,0,0,0,2752537,0,0,False,False,15794182,0,0,65542,0,0,4063238,0,0,11993094,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,12885098997,0,0,0,0,0,3670028,0,0,False,False,1048588,6,0,1048588,6,0,1048588,6,0,1048588,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4295164405,0,0,0,0,0,65548,0,0,False,False,196620,0,0,3014670,0,0,1441804,0,0,5242895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,12885098997,0,0,0,0,0,8192013,67,0,False,False,1114125,17,0,3670029,0,0,2555907,0,0,4718605,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4295164405,0,0,0,0,0,7208973,0,0,False,False,393229,0,0,3080205,0,0,65539,0,0,4915213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,21474968153,0,0,4295033530,0,0,14745609,32,0,False,False,2359305,0,0,7798793,34,0,5308425,32,0,11141129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4295033433,0,0,4295033530,0,0,13107209,0,0,False,False,393225,0,0,6422537,0,0,4587529,0,0,9699337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,60129608481,0,0,0,0,0,9371655,6,0,False,False,1441799,35,0,7733255,0,0,4521991,0,0,2293785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,8590000929,0,0,0,0,0,8060935,0,0,False,False,196615,0,0,65543,0,0,3866631,0,0,1441817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,8590071065,0,0,0,0,0,11534340,67,0,False,False,1769476,67,0,65613,0,0,4128772,0,0,6881284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4295038233,0,0,0,0,0,0,0,0,False,False,327684,67,0,5963786,0,0,4128772,0,0,6881284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,34359808905,0,0,0,0,0,65610,48,0,False,False,1769476,48,0,6291458,0,0,65610,0,0,65610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4295037833,0,0,0,0,0,3014681,0,0,False,False,327684,48,0,6160386,0,0,6094857,0,0,65540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,12884974525,0,0,0,0,0,65607,0,0,False,False,720902,0,0,7798793,46,0,6750214,0,0,65607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4295039933,0,0,0,0,0,15400966,0,0,False,False,15663110,0,0,6553609,0,0,6750214,0,0,9764873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,38654837137,0,0,0,0,0,6815758,0,0,False,False,1572874,37,0,6488074,6,0,5177354,0,0,8060930,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,34359869841,0,0,0,0,0,5636110,6,0,False,False,1572874,37,0,6488074,6,0,4718602,0,0,8192002,0,0,0,0,0,65540,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,786452,0,0,False,False,3145762,0,0,7405575,0,0,5832709,0,0,2293785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,4295034134,0,0,0,0,0,524312,0,0,False,False,720912,0,0,75439,0,0,4587536,0,0,2031641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,4297654473,0,0,0,0,0,3276823,0,0,False,False,262154,0,0,75439,0,0,65546,0,0,5767176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,4295033233,0,0,0,0,0,4718615,0,0,False,False,1376266,0,0,8060933,0,0,5373968,0,0,1638425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4295033233,0,0,0,0,0,3538969,0,0,False,False,786442,0,0,75439,0,0,3538959,0,0,8912898,0,0,0,0,0,589826,0,0,0,0,0,0,0,0,0,0,0,0,0
76,8590000529,0,0,0,0,0,3080215,0,0,False,False,2621450,0,0,786457,0,0,5767177,0,0,2293785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,47244710893,0,0,0,0,0,131145,0,0,False,False,131145,5,0,131145,0,0,131145,0,0,65609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,8590136401,0,0,0,0,0,131148,78,0,False,False,131148,5,0,65612,78,0,65612,6,0,131148,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,34359808905,0,0,0,0,0,3604505,0,0,False,False,131148,11,0,65612,0,0,65612,5,0,131148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,51539678189,0,0,0,0,0,10354690,0,0,False,False,1900546,0,0,5898242,0,0,4194306,6,0,7929858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,12885038161,0,0,0,0,0,11665412,0,0,False,False,1966082,0,0,5898242,0,0,4194306,68,0,7929858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,34359808905,0,0,0,0,0,3604505,0,0,False,False,1835010,0,0,5898242,0,0,4194306,5,0,7929858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,17180066193,0,0,0,0,0,851991,0,0,False,False,327690,0,0,75439,0,0,3604490,0,0,4259868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,21475295433,0,0,12885164133,0,0,0,0,0,False,False,65578,0,0,65578,0,0,65578,0,0,65578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,12885360841,0,0,12885164133,0,0,0,0,0,False,False,2949131,0,0,11862027,0,0,65578,0,0,10158095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,12885295305,0,0,38655033445,0,0,12189706,0,0,False,False,2818063,0,0,4521992,0,0,3801103,0,0,7012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,12887457993,0,0,8590327909,0,0,2818060,0,0,False,False,1441804,0,0,4587528,0,0,1441804,0,0,5046287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,False,False,65537,5,0,75439,0,0,5177346,0,0,655361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,16056325,0,0,False,False,3080197,0,0,9633797,0,0,6225925,0,0,12451845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,2359316,0,0,False,False,2621445,0,0,75439,0,0,5832709,0,0,12058629,0,0,131073,0,0,0,0,0,0,0,0,131073,0,0,131073,0,0,0,0
91,0,0,0,0,0,0,0,0,0,False,False,720934,0,0,4653094,0,0,2490406,0,0,6815782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,196630,0,0,False,False,1703974,0,0,65574,0,0,2031654,0,0,6946854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,21474902217,0,0,8590262373,0,0,8454152,0,0,False,False,65588,0,0,1048601,0,0,65588,0,0,7340040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,8590000629,0,0,0,0,0,1900563,0,0,False,False,2228238,0,0,4718606,0,0,4325379,0,0,10158089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4295033333,0,0,0,0,0,720915,0,0,False,False,2228238,0,0,4194315,0,0,1638403,0,0,10027017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,8590197337,0,0,4295033530,0,0,1703955,0,0,False,False,3145737,0,0,9371657,0,0,4456451,0,0,12517385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,4295230041,0,0,4295033530,0,0,720915,0,0,False,False,3145737,0,0,7471109,0,0,1638403,0,0,9895945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,False,False,851974,0,0,7012357,0,0,4063238,0,0,9895942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,131092,0,0,False,False,1572892,0,0,7667717,0,0,4587530,6,0,9764874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,42949870369,0,0,0,0,0,9502727,0,0,False,False,2359303,0,0,7667719,0,0,5373959,0,0,9699338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,25769870013,0,0,0,0,0,8454151,0,0,False,False,2359303,0,0,7667719,0,0,5373959,0,0,9699338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,14614534,0,0,False,False,1966086,39,0,65542,39,0,5439494,0,0,11993094,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,65566,64,0,False,False,3735587,0,0,75439,0,0,3473412,0,0,196609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,65566,0,0,False,False,3801123,0,0,75439,0,0,3473412,0,0,196609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,65566,11,0,False,False,3866659,0,0,75439,0,0,3473412,0,0,196609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,10747914,0,0,False,False,3932195,0,0,75439,0,0,3276828,0,0,8519690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,11927562,25,0,False,False,3932195,25,0,75439,0,0,3276828,0,0,8519690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,11927562,12,0,False,False,4063267,0,0,75439,0,0,3080220,0,0,8519690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,5898268,0,0,False,False,4128803,0,0,75439,0,0,3342341,0,0,1900579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,5570588,0,0,False,False,4194339,0,0,75439,0,0,3342341,0,0,1900579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,6029340,0,0,False,False,4259875,0,0,75439,0,0,3342341,0,0,1900579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,False,False,140140,0,0,75439,0,0,74604,0,0,2424857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,False,False,196609,0,0,75439,0,0,65542,0,0,589825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,False,False,262177,0,0,75439,0,0,3604484,0,0,131073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,False,False,262178,0,0,75439,0,0,2293788,0,0,131073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,False,False,589828,0,0,75439,0,0,3407874,0,0,262145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,False,False,74604,0,0,75439,0,0,74604,0,0,65561,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,False,False,74604,25,0,75439,0,0,74604,0,0,65579,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,False,False,205677,25,0,75439,0,0,75439,0,0,65579,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,False,False,140141,0,0,75439,0,0,75439,0,0,65579,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,False,False,74605,0,0,75439,0,0,75439,0,0,65564,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,13107210,0,0,False,False,2555914,0,0,5177382,0,0,5439498,0,0,12451846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,10813450,0,0,False,False,983068,0,0,75439,0,0,3407876,0,0,65546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,False,False,327714,0,0,75439,0,0,3276828,0,0,65546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,False,False,65569,0,0,75439,0,0,3670020,0,0,65546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,False,False,327684,0,0,75439,0,0,3538946,0,0,65546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,13303818,0,0,False,False,271214,0,0,75439,0,0,74606,0,0,9633802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,65546,5,0,False,False,74606,0,0,75439,0,0,74606,0,0,65546,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,13303818,0,0,False,False,271215,0,0,75439,0,0,271215,0,0,9633802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,65546,5,0,False,False,74607,0,0,75439,0,0,74607,0,0,65546,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,False,False,65579,0,0,75439,0,0,65579,18,0,65579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,False,False,196617,0,0,75439,0,0,3342338,0,0,2162723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,False,False,393220,0,0,75439,0,0,3342338,0,0,1900579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,False,False,655393,0,0,75439,0,0,65540,0,0,1900579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,False,False,720930,0,0,75439,0,0,3080220,0,0,2097187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,4298056489,0,0,0,0,0,2687006,0,0,False,False,1048606,0,0,7733253,0,0,3014694,0,0,2097187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,4298056489,0,0,0,0,0,2621470,0,0,False,False,983070,0,0,6815749,0,0,3014694,0,0,2097187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,4298056489,0,0,0,0,0,2818078,0,0,False,False,1179678,0,0,7143429,0,0,3014694,0,0,2097187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,7864358,0,0,False,False,1376258,0,0,8060933,0,0,4128773,0,0,11665413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,13893637,0,0,False,False,74587,0,0,75439,0,0,5636112,0,0,8060932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,13697029,0,0,False,False,140123,0,0,75439,0,0,5636112,0,0,8060932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,13369349,0,0,False,False,205659,0,0,75439,0,0,5636112,0,0,8060932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,13631493,0,0,False,False,271195,0,0,75439,0,0,5636112,0,0,8060932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
